45,90,90,135
21,68,66,158
-19,-1,9,91
60,105,105,150
60,84,92,137
26,76,75,108
29,72,75,128
9,90,54,99
17,105,173,91
2,45,37,90
60,89,90,150
45,90,90,136
20,61,63,104
2,42,43,96
14,91,175,150
57,76,101,125
