45,90,90,135
0,46,58,90
46,1,52,90
62,71,74,111
89,39,34,179
67,116,123,154
70,123,50,116
45,106,90,153
47,89,92,136
27,105,90,103
46,90,113,121
0,-1,45,91
7,179,180,180
0,42,49,91
60,48,48,104
61,79,74,103
21,60,60,99
0,1,54,91
