45,90,90,135
-1,49,43,137
45,90,90,136
31,81,103,150
45,96,100,133
45,90,90,135
32,75,73,117
63,91,111,153
61,62,103,150
0,105,51,91
47,76,107,147
12,130,127,104
61,72,115,115
44,116,182,-45
58,78,79,128
56,108,82,122
