p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
-35.2664451599121,-1.77099633216858,-3.92412005112419e-08,-29.4910316467285,-38.1459846496582,-24.8713626861572,-35.7078018188477,-31.7999286651611,-3.47704622072342e-06,-18.272331237793,-18.5564479827881,-44.9921607971191,-8.87556838989258,-17.8594017028809
-35.320384979248,-1.79022765159607,-3.92412005112419e-08,-29.5128955841064,-38.1532440185547,-24.910457611084,-35.717903137207,-31.814115524292,-3.47704622072342e-06,-18.286319732666,-18.5906791687012,-44.9928703308105,-8.9423770904541,-17.9038562774658
-35.3725700378418,-1.80945003032684,-3.92412005112419e-08,-29.5338287353516,-38.1600646972656,-24.9482593536377,-35.7274360656738,-31.8275947570801,-3.47704622072342e-06,-18.2997169494629,-18.6238574981689,-44.9935150146484,-9.00866222381592,-17.9471244812012
-35.4230613708496,-1.82866334915161,-3.92412005112419e-08,-29.5538730621338,-38.1664733886719,-24.9848136901855,-35.7364387512207,-31.8404006958008,-3.47704622072342e-06,-18.3125476837158,-18.6560173034668,-44.9941024780273,-9.07442665100098,-17.9892387390137
-35.4719123840332,-1.84786772727966,-3.92412005112419e-08,-29.5730628967285,-38.1724967956543,-25.0201606750488,-35.7449340820312,-31.8525676727295,-3.47704622072342e-06,-18.324836730957,-18.6871891021729,-44.9946365356445,-9.13967514038086,-18.0302295684814
-35.5191802978516,-1.86706304550171,-3.92412005112419e-08,-29.5914363861084,-38.1781539916992,-25.0543403625488,-35.7529563903809,-31.864128112793,-3.47704622072342e-06,-18.3366069793701,-18.7174034118652,-44.9951210021973,-9.20441150665283,-18.0701274871826
-35.5649108886719,-1.88624942302704,-3.92412005112419e-08,-29.6090297698975,-38.1834716796875,-25.0873908996582,-35.7605285644531,-31.8751125335693,-3.47704622072342e-06,-18.3478813171387,-18.7466907501221,-44.9955596923828,-9.26864051818848,-18.108959197998
-35.6091575622559,-1.90542674064636,-3.92412005112419e-08,-29.6258735656738,-38.1884689331055,-25.119348526001,-35.7676773071289,-31.8855476379395,-3.47704622072342e-06,-18.358678817749,-18.7750778198242,-44.9959602355957,-9.33236503601074,-18.1467552185059
-35.6519660949707,-1.92459511756897,-3.92412005112419e-08,-29.6420021057129,-38.1931648254395,-25.1502513885498,-35.7744255065918,-31.8954620361328,-3.47704622072342e-06,-18.3690204620361,-18.8025932312012,-44.9963264465332,-9.39558982849121,-18.1835441589355
-35.6933860778809,-1.94375455379486,-3.92412005112419e-08,-29.6574440002441,-38.1975746154785,-25.1801338195801,-35.7807960510254,-31.9048824310303,-3.47704622072342e-06,-18.3789253234863,-18.8292636871338,-44.9966583251953,-9.45831871032715,-18.2193508148193
-35.7334594726562,-1.96290493011475,-3.92412005112419e-08,-29.6722278594971,-38.2017211914062,-25.2090282440186,-35.7868118286133,-31.9138317108154,-3.47704622072342e-06,-18.3884124755859,-18.8551158905029,-44.9969596862793,-9.52055549621582,-18.2542018890381
-30.3856773376465,-1.93762362003326,-2.31539196704489e-08,-23.1312274932861,-29.1204776763916,-21.3665904998779,-29.8558483123779,-21.8832893371582,-1.6215469713643e-06,-15.1398468017578,-16.6731510162354,-31.0013847351074,-9.27708053588867,-17.0171928405762
-26.2968864440918,-1.91571474075317,-1.04186188565336e-08,-18.9036197662354,-22.6233158111572,-19.0589904785156,-24.8638973236084,-19.1901874542236,-2.6416356035952e-07,-12.6634674072266,-15.0018348693848,-22.2989597320557,-9.04158878326416,-15.8687400817871
-23.032018661499,-1.89455091953278,-3.0322216959533e-10,-15.8561372756958,-17.6260719299316,-17.3131656646729,-20.5663681030273,-16.6314849853516,7.29839996438386e-07,-10.6875972747803,-13.6284341812134,-15.6381187438965,-8.81287670135498,-14.7930126190186
-20.3132972717285,-1.87355780601501,7.74398944969334e-09,-13.4299411773682,-13.533185005188,-15.7924633026123,-16.7931079864502,-14.2004671096802,1.45841681842285e-06,-9.04203701019287,-12.4342737197876,-9.97076416015625,-8.58996486663818,-13.7778663635254
-17.9631366729736,-1.85260963439941,1.41506930617652e-08,-11.3486032485962,-10.0152835845947,-14.3797426223755,-13.4250183105469,-11.8907623291016,1.99289047486673e-06,-7.61989307403564,-11.352970123291,-4.93813848495483,-8.37205600738525,-12.8139562606812
-15.8677740097046,-1.83167898654938,1.92531395271089e-08,-9.47457790374756,-6.88815116882324,-13.0336046218872,-10.37806224823,-9.69631671905518,2.38526945395279e-06,-6.3537769317627,-10.3472194671631,-0.399068892002106,-8.15849876403809,-11.8940601348877
-13.9541110992432,-1.81075978279114,2.33175310171418e-08,-7.73865175247192,-4.04685306549072,-11.7388010025024,-7.59231662750244,-7.61137819290161,2.6735274332168e-06,-5.2009654045105,-9.39589214324951,3.71719765663147,-7.94876384735107,-11.0125665664673
-12.1749677658081,-1.78985071182251,2.65553090628146e-08,-6.10526609420776,-1.42987477779388,-10.4891366958618,-5.02448177337646,-5.63048267364502,2.88542355519894e-06,-4.13414239883423,-8.4868631362915,7.45706176757812,-7.74241733551025,-10.1650905609131
-12.0967693328857,-1.78981029987335,2.11560209351092e-08,-6.01013803482056,-1.4153425693512,-10.3376197814941,-4.9632396697998,-5.54309558868408,2.13216230804392e-06,-4.02597188949585,-8.33624076843262,7.45706129074097,-7.70507478713989,-10.0098438262939
-12.0190725326538,-1.78976988792419,1.68545302159373e-08,-5.91649198532104,-1.40095806121826,-10.1882915496826,-4.90274381637573,-5.45706462860107,1.57554552515649e-06,-3.92063164710999,-8.18829154968262,7.45706081390381,-7.66791248321533,-9.85696792602539
-11.9418754577637,-1.78972947597504,1.34276278984657e-08,-5.82430505752563,-1.38671970367432,-10.0411205291748,-4.84298515319824,-5.37236881256104,1.16423768758978e-06,-3.81804752349854,-8.04296779632568,7.45706033706665,-7.63092947006226,-9.70642757415771
-11.8651742935181,-1.78968906402588,1.06974908931079e-08,-5.73355436325073,-1.37262606620789,-9.89607524871826,-4.78395509719849,-5.28898763656616,8.60304794514377e-07,-3.71814751625061,-7.90022373199463,7.45705986022949,-7.59412479400635,-9.55818557739258
-11.7889652252197,-1.78964865207672,8.52245207738633e-09,-5.64421796798706,-1.35867559909821,-9.75312519073486,-4.72564458847046,-5.20690059661865,6.35715821317717e-07,-3.62086153030396,-7.76001310348511,7.45705938339233,-7.55749750137329,-9.41220760345459
-11.7132453918457,-1.78960824012756,6.78964706679608e-09,-5.55627346038818,-1.34486699104309,-9.61223983764648,-4.66804456710815,-5.12608766555786,4.69757480914268e-07,-3.52612113952637,-7.62229061126709,7.45705890655518,-7.52104711532593,-9.26845932006836
-11.638011932373,-1.78956782817841,5.40916023084037e-09,-5.46969938278198,-1.33119869232178,-9.47338962554932,-4.61114692687988,-5.04652881622314,3.47123801702764e-07,-3.4338595867157,-7.48701238632202,7.45705842971802,-7.48477220535278,-9.1269063949585
-11.5632619857788,-1.78952741622925,4.30935731543514e-09,-5.38447427749634,-1.31766927242279,-9.33654499053955,-4.55494260787964,-4.96820497512817,2.56504563367344e-07,-3.34401202201843,-7.35413503646851,7.45705795288086,-7.4486722946167,-8.98751544952393
-11.4889917373657,-1.78948700428009,3.43316863826715e-09,-5.30057716369629,-1.30427742004395,-9.2016773223877,-4.49942350387573,-4.89109659194946,1.89542149087174e-07,-3.25651526451111,-7.22361612319946,7.4570574760437,-7.41274642944336,-8.85025310516357
-11.4151992797852,-1.78944659233093,2.73512879012117e-09,-5.21798706054688,-1.29102170467377,-9.06875801086426,-4.44458103179932,-4.81518507003784,1.40060762987559e-07,-3.1713080406189,-7.09541368484497,7.45705699920654,-7.37699413299561,-8.71508693695068
-11.3418807983398,-1.78940618038177,2.17901607868498e-09,-5.13668394088745,-1.27790069580078,-8.93775844573975,-4.3904070854187,-4.74045181274414,1.03496859082952e-07,-3.08833026885986,-6.96948623657227,7.45705652236938,-7.34141397476196,-8.58198547363281
-11.2690324783325,-1.78936576843262,1.73597347608023e-09,-5.05664730072021,-1.26491296291351,-8.80865097045898,-4.3368935585022,-4.66687822341919,7.64782370765715e-08,-3.00752353668213,-6.84579372406006,7.45705604553223,-7.30600547790527,-8.45091724395752
-11.1966524124146,-1.78932535648346,1.3830112610691e-09,-4.97785806655884,-1.25205731391907,-8.68140888214111,-4.28403234481812,-4.59444665908813,5.65130235941069e-08,-2.92883110046387,-6.72429656982422,7.45705556869507,-7.27076768875122,-8.32185077667236
-11.124737739563,-1.7892849445343,1.10181419543665e-09,-4.90029621124268,-1.23933231830597,-8.55600452423096,-4.23181533813477,-4.52313899993896,4.17598791102591e-08,-2.85219764709473,-6.60495567321777,7.45705509185791,-7.23570013046265,-8.19475555419922
-11.0532846450806,-1.78924453258514,8.77790784503674e-10,-4.82394313812256,-1.22673666477203,-8.43241214752197,-4.18023443222046,-4.45293807983398,3.0858153365898e-08,-2.77756929397583,-6.48773288726807,7.45705461502075,-7.20080184936523,-8.06960105895996
-10.9822902679443,-1.78920412063599,6.99316327068544e-10,-4.74877977371216,-1.21426892280579,-8.3106050491333,-4.12928247451782,-4.3838267326355,2.28024035209273e-08,-2.70489358901978,-6.3725905418396,7.45705413818359,-7.16607189178467,-7.94635772705078
