rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
practice,18.8936455709786,8.67472590237277,-0.286772641524704,4.77338113833981,3.73303075438142,1.03907155870213,4.76677532215897,7.25273472597456,-0.152401030038861,92.3118302027043,3.56046162019695,2.35437564190113,-5.43105027673665,2.01100218796227,15.6282418558467
practice,0.852845236386752,3.71123581748765,4.25693127484956,32.886553457538,0.381318351079907,14.7590572136752,-4.52474791230162,11.8044098691816,12.1362795773741,0.430471566332062,-3.24620354404488,-5.94714042040013,3.28527647473843,5.20910805182173,3.03137272628076
practice,-0.512729939168754,2.28347862034039,5.53077915176963,-1.43859820611835,-5.94714042040013,18.2144877316926,5.09535278391423,-2.89219730625553,-4.23355816100833,4.34570707745426,10.8592739426388,10.5117455937091,7.6032475857596,-4.11286305557111,-4.41778201888003
practice,-11.7374211379491,-8.47033403306407,2.90912786412791,-2.68192494953822,6.27874724088644,0.774076761832963,8.47033403306407,-6.11564730821561,-1.67424740575815,6.8532559465703,5.82283106503672,5.48675906065014,3.84892214145205,6.82575115828126,4.04020401840422
practice,4.49790358372194,19.6428039181734,3.37550353170901,-0.696493668686491,4.14315195397892,7.34034485714432,-2.84145870941285,0.852845236386752,-7.4643604917538,10.5117455937091,7.3268493620632,7.02355359724146,5.23680399867252,-6.80282357303449,9.24981708056777
practice,-2.55255663736185,-1.20779406782902,-0.750616399249829,6.61546619098699,4.90121875318369,12.6239392270112,8.93604456664772,4.03304645157561,0.0333025443817234,7.14822036555274,4.47060754259244,3.18542392808077,-1.59705839751702,5.3562164406132,3.89039720617727
practice,-9.26416438950612,-11.7117219114298,6.14601888039074,5.64730907950252,-6.13076751501573,-1.18168224062451,3.96440357723521,-3.53698413295711,-2.70743114241817,-6.65560710908565,7.87957754904384,3.46360993108743,5.40045171140082,8.0661016286571,6.53983352508266
practice,3.18252156499541,-3.08328071949718,2.45278087237416,5.21445675972482,-2.28945064600429,-3.05838530896569,5.64568010881914,9.24243549351265,12.1704990092959,7.3268493620632,-7.66771967712458,11.7117219114298,7.77472371777583,3.60782080251602,-9.77809989815465
practice,9.92990370560443,-2.58272723688506,11.5259056281488,-83.2439401340246,5.21445675972482,0.568871351800921,3.75106826042982,9.55418216291809,16.2384483990354,7.90898231507559,-16.2028622577767,5.72642510574253,6.91924069218344,-13.971356984093,1.94195572042768
practice,5.93006941602048,-1.46435983158259,-23.62455579742,8.47944926040603,9.60000523492434,13.4161757820225,-0.902091778960137,-11.830685938487,1.82261523428949,4.62782659314993,26.6639131650796,4.11286305557112,-7.75795160985276,3.77836261231628,164.214415798402
