rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
practice,7.37642381034037,-3.36893385651506,-0.437814068240379,-8.69762811703084,6.94084386779967,3.54363111432609,9.67645742162629,9.99543287097412,-1.96407154513285,17.7290220017699,4.02461373155891,14.1961710854089,-0.00859164553348317,24.9673054533451,10.1695694999045
practice,-4.77383516013098,3.7643547438116,2.45173801707681,18.3689841988826,-0.567842317720665,4.44948330102895,-12.9091278641279,5.60272881208755,12.9092329761429,2.51670158864633,4.67697373592002,0.415927495773772,5.84069839018994,-4.38213129097765,0.0252084496606026
practice,-5.1539144056458,-5.53046020925241,9.26620821216787,-1.41280562625365,-7.23642109962842,4.18613520985645,-1.13873699277717,-1.95634645589896,4.08080455297863,0.720581177144499,11.2129642236925,15.0199392258478,1.27110455606205,-4.91823697274972,0.973986659672811
practice,-3.42137509103838,-5.27841322198781,4.18613520985645,5.59522885328943,2.11526941485372,-0.398964487475899,0.941410366501551,-0.0578769762613511,2.33228032287543,10.0509812568821,13.070202351429,0.708020471529737,13.5948954850422,-5.12793633786579,10.1524010300389
practice,5.72999279488267,12.567603526731,-4.33705476865442,1.93389837134291,11.6938362049049,-0.142595813271133,-5.18421757252069,-1.53486411658389,2.74821182611008,15.1335235327071,5.635122705784,9.76621516590331,-11.2429818168939,-6.930242646177,4.00141967762979
practice,-10.7950874418995,1.6913785709259,2.36191055947105,1.82119723474628,-2.02312094937835,10.6964936686865,2.12611792493004,4.1594086063802,-5.1559770334622,6.29390647176755,10.0693460004596,-0.429244792157703,1.11221456501786,-6.03525027317137,-0.82672973002922
practice,-9.81123069671922,-0.190965777253343,4.35269092049749,13.6889897867896,2.99687598242889,-4.80844774027083,4.62200433795465,-6.39217919748398,8.42252476677414,-8.27482813825555,9.77916052932753,7.8759694706013,6.2584874399818,8.22545493134425,-5.42891514833731
practice,10.5549547826237,NA,3.40995972739896,0.874799571669215,3.24394013402458,-5.30277865807045,5.92864332139202,8.12789349021617,10.4513402734592,12.2570062141801,3.2402367818287,12.1506512001765,7.9562371566315,-8.66382151553508,0.210652215647914
practice,1.54939522266161,2.12017355826789,6.54729068577083,6.09074165653713,6.26111335239607,3.58236977545186,-0.325755002278349,6.64280810631498,22.6746950188929,34.6627842422491,-176.82919018239,5.52939245740758,8.77024812727788,-10.1700794816517,-8.26792568579491
practice,14.722566920569,-2.41878367521003,4.19323068616735,17.4882814279535,7.99186754892997,14.0059676073443,3.5638824575422,-4.44580623004325,10.5603150144437,10.2025616076144,8.56391541731644,4.65489744291634,-4.13165255607589,-1.43338905298847,9.5276328537776
practice,1.86188308656261,-2.09565130784549,14.7690164263281,1.82677904152382,-9.33576361328816,10.8381540169871,-8.73542450535833,15.0857077989584,-7.0613356063506,25.2707761171995,4.05721045311546,1.41217138588963,9.22592323816706,-6.15044826003955,7.86196116823992
