p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-25.18744659,-24.22750854,-8.121594429,-11.20219517,-5.949236393,-8.191617012,-13.25691891,-12.20480633,-12.34744453,-16.93841743,-26.18647194,-26.93255997,1.39E-05,-17.78673935,-18.14062881
-21.11521721,-21.41912651,-7.836489201,-10.559412,-5.802919865,-8.057922363,-12.51185417,-11.97205353,-11.25982857,-14.94360924,-22.33906174,-21.36037827,1.90E-05,-15.1569891,-12.95109558
-17.53504181,-19.00302315,-7.556030273,-9.973144531,-5.657937527,-7.930329323,-11.80321217,-11.75408649,-10.21557522,-13.25561714,-19.27402496,-16.69207001,2.17E-05,-12.90310192,-8.671358109
-14.31392193,-16.80613136,-7.279967308,-9.419103622,-5.51422739,-7.807391644,-11.11734867,-11.54644299,-9.212954521,-11.73524666,-16.75823021,-12.60607529,2.32E-05,-10.86576271,-4.989820957
-11.36832809,-14.7507391,-7.008123398,-8.886071205,-5.371777058,-7.688019276,-10.44977379,-11.34606457,-8.250307083,-10.31929588,-14.63079453,-8.92721653,2.41E-05,-8.974450111,-1.734865665
-8.644690514,-12.80098724,-6.740366936,-8.368792534,-5.230575562,-7.571389675,-9.798830032,-11.15085602,-7.326038837,-8.978459358,-12.78062153,-5.557394505,2.47E-05,-7.19650507,1.191754103
-6.107645988,-10.93942356,-6.476594925,-7.86473608,-5.090611935,-7.45688343,-9.163742065,-10.95938015,-6.43862009,-7.698575497,-11.13092518,-2.439270973,2.51E-05,-5.515484333,3.849506378
-6.035011768,-10.82270718,-6.405687332,-7.746244431,-5.056616783,-7.45688343,-9.023474693,-10.95937824,-6.267070293,-7.552433491,-11.09749794,-2.434708118,1.63E-05,-5.394961357,3.767636538
-5.9632411,-10.70723629,-6.33555603,-7.629538059,-5.022848606,-7.45688343,-8.885354042,-10.95937634,-6.100090981,-7.409065723,-11.06417084,-2.430153847,1.06E-05,-5.277071953,3.687507868
-5.892323971,-10.59299755,-6.266192913,-7.514590263,-4.989305973,-7.45688343,-8.749347687,-10.95937443,-5.937560558,-7.268419743,-11.03094387,-2.425608158,6.86E-06,-5.161758423,3.609083414
-5.822250366,-10.47997761,-6.197588921,-7.40137434,-4.955986977,-7.45688343,-8.615423203,-10.95937252,-5.779360771,-7.130443573,-10.99781609,-2.421071053,4.45E-06,-5.048964977,3.532326937
-5.753010273,-10.36816406,-6.129735947,-7.289864063,-4.922890663,-7.45688343,-8.483548164,-10.95937061,-5.625376225,-6.99508667,-10.96478844,-2.416542292,2.89E-06,-4.938636303,3.457202911
-5.684593678,-10.25754261,-6.062625885,-7.180033684,-4.890015125,-7.45688343,-8.353692055,-10.95936871,-5.475494385,-6.862298965,-10.93185997,-2.412022114,1.88E-06,-4.830718517,3.383676529
-5.616990566,-10.14810181,-5.996250629,-7.071857929,-4.857359409,-7.45688343,-8.225823402,-10.9593668,-5.329606056,-6.732032299,-10.89902973,-2.407510281,1.22E-06,-4.725158691,3.311713934
-5.550191402,-10.0398283,-5.930602074,-6.965312004,-4.824921608,-7.45688343,-8.099912643,-10.95936489,-5.187604427,-6.60423851,-10.86629868,-2.40300703,7.91E-07,-4.621905804,3.241281748
-5.484186649,-9.932710648,-5.865672112,-6.86037159,-4.792700768,-7.45688343,-7.975928783,-10.95936298,-5.049386501,-6.478870392,-10.83366585,-2.398512125,5.14E-07,-4.520908833,3.172347546
-5.41896677,-9.826735497,-5.801453114,-6.75701189,-4.760694981,-7.45688343,-7.853842735,-10.95936108,-4.914851189,-6.355882168,-10.80113125,-2.394025564,3.34E-07,-4.422119141,3.104879379
-5.354522705,-9.721891403,-5.73793745,-6.655209541,-4.728902817,-7.45688343,-7.733625412,-10.95935917,-4.783900261,-6.235228539,-10.76869392,-2.389547348,2.17E-07,-4.325488091,3.038846016
-5.290844917,-9.61816597,-5.675117016,-6.554941177,-4.697322845,-7.45688343,-7.615248203,-10.95935726,-4.656438351,-6.116865158,-10.73635387,-2.385077477,1.41E-07,-4.230968475,2.974217176
-5.227924347,-9.515546799,-5.61298418,-6.456183434,-4.665954113,-7.45688343,-7.498682976,-10.95935535,-4.532372475,-6.000749111,-10.7041111,-2.380616188,9.13E-08,-4.138514519,2.91096282
-5.165751934,-9.414022446,-5.551531792,-6.358913422,-4.634794712,-7.45688343,-7.383902073,-10.95935345,-4.411612511,-5.886837006,-10.6719656,-2.376163244,5.93E-08,-4.048080444,2.849053621
-5.104319096,-9.313581467,-5.49075222,-6.26310873,-4.603843212,-7.45688343,-7.270878315,-10.95935154,-4.294069767,-5.775087357,-10.63991642,-2.371718407,3.85E-08,-3.959622622,2.788461208
-5.043616772,-9.214212418,-5.430637836,-6.168747902,-4.57309866,-7.45688343,-7.159584522,-10.95934963,-4.17965889,-5.665459156,-10.60796356,-2.367281914,2.50E-08,-3.873097897,2.729157448
