schedule,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
45,5.574017908,-4.504747576,-7.378821161,-7.576075143,-17.08641,3.482404481,-6.130987742,-10.02302649,3.991255753,-0.317475003,9.078180818,-5.78407607,-12.41329832,-11.13040973,9.6857665
45,-2.924433503,-13.29069019,3.773131314,-5.833515361,-24.92709856,-8.619506657,-5.021851116,-9.855450789,-13.2067615,-4.154909991,8.442776843,-5.276442855,-14.69638186,-22.32622875,-8.152389734
45,-21.44000056,-15.90476308,6.290818434,-9.456101433,0.260866182,12.15516877,-7.749772885,-5.917820923,-5.054998216,-33.87240096,-0.005721938,-24.22900371,-9.966697456,2.546504314,-2.411330102
45,5.298735099,-6.201171093,-13.73908652,-18.17369533,-10.17662848,2.958600633,1.671132802,-15.17442231,NA,2.140504585,-11.39360721,-4.7388492,-11.82769632,-7.110515099,-7.913798992
45,-3.645794004,-0.586083836,-8.367519461,-13.90726238,-19.00138608,-14.70268617,-10.77656679,-8.182381291,-2.876139946,-1.035178291,-2.625071157,-4.362553707,-3.131830076,0.278604478,-57.40229589
45,-8.14214286,-4.33536249,-2.03285847,0.33411953,-21.50848776,-2.571649019,-2.419104319,-8.830842205,-18.94959588,-14.49737246,8.389736185,-6.268822518,-9.083034856,-5.548157096,11.87143521
45,10.1680575,-9.052308958,-7.297084774,-13.85466657,0.293426808,-14.72046436,-24.87629804,-18.43848109,NA,10.86537368,-5.174710651,-4.31979267,-16.38602555,-4.142544629,-5.088730967
45,-0.240175453,-6.719258119,2.585407127,-12.40000532,-14.86210732,-12.46183913,-0.465338429,-4.816208925,-0.723032698,-11.72847213,1.133718741,-5.289315419,-10.65814513,-4.509520189,1.460065254
45,1.828850123,6.447768082,-13.39794458,-6.978040441,-3.625833843,-15.77826097,-9.734538703,-13.31084906,-0.863101883,10.90209178,-10.75828397,-9.36661775,-1.431110284,5.574017908,9.10478223
45,-25.13866307,4.344052988,-2.409559115,3.399374686,-3.309076443,-12.38278101,-8.301956035,-8.484772787,NA,4.313090224,-1.288075072,-12.02919467,-3.907051423,-6.984167706,2.796512077
45,-5.12219072,-0.975184533,9.170635999,-2.799611552,-7.077411791,-4.376158961,-18.49367722,-10.37915074,-4.904186168,NA,0.093499954,-14.60159623,-27.06536603,-3.488905522,1.060172652
45,-10.54978095,-18.17307416,-14.28809612,-7.524544581,-25.64552812,1.513320815,-13.6650555,-9.992070025,0.446435534,-6.519418807,1.949858755,-4.537932839,-13.54410759,-2.343793626,-4.894556647
45,-3.050545965,-12.46790481,-1.800356949,-6.781995744,-13.56046162,-10.30986663,-4.661917178,-0.728458888,-16.61122475,1.492243006,NA,-3.995660297,-6.959895181,-15.56501458,4.322303442
45,-8.457224502,-12.96243091,-3.023989869,-13.68761013,-9.683532009,-8.850180058,-14.75521995,-22.05748723,-0.161243166,2.289595643,9.696065357,-6.987212496,-5.964196684,-3.380253788,-3.196311344
45,-5.680011195,-16.61980483,0.682138755,1.554799713,-7.13040421,0.728135338,1.790374762,-2.090875941,-8.951058257,-8.235382209,4.85768683,-10.73442043,-32.21965275,-10.83815402,12.0492572
45,-10.34647322,5.440032538,-8.372252222,-5.365858855,-5.942905708,-11.31069232,-14.48748726,-9.442276703,-15.835756,-39.39024326,-20.57767887,-10.23754704,-3.060914133,-14.25693127,0.988590078
45,5.708120742,-8.059232408,-11.89367909,-7.59960627,-16.82990743,-24.01541318,-5.138216398,-5.072613356,NA,4.435928726,1.073736217,-4.197269122,-16.53348532,-11.17219849,6.086858835
45,-3.664567853,-7.875969471,-1.524198964,-14.09821447,-5.525081961,-1.953811314,-18.0877764,-1.137628835,NA,-0.360025185,11.12988075,-14.786778,-22.63893349,-9.798124061,7.95216152
45,-0.82672973,-4.027993226,-16.43284093,-8.741360818,-17.51248075,-14.47060754,-7.869179708,-5.502096416,4.482713515,-12.84851689,-1.397786594,0.005714467,-0.56230558,-6.739871542,10.35032252
45,-6.868280465,4.20412714,-7.429280722,-5.502627541,-2.117393011,-16.3584221,-3.72404945,-14.26727101,-16.53073074,-14.48544776,0.807996214,-7.631748641,0.764727292,-14.80543716,-0.349003253
45,-1.252808151,-6.801654094,4.182012653,1.977682743,-6.819878913,-1.601990082,-8.168115824,-16.34357819,NA,-6.621170733,-16.13990967,-8.633960778,8.663821516,-11.25732597,0.407711312
45,-6.347408063,3.433911543,-7.842951962,3.2458712,-11.22988466,-5.153102598,5.758997512,-10.89842821,-4.740345221,-5.722977401,0.094113459,-12.95366447,-12.92153054,-3.384454238,-2.215475763
45,-2.619808913,-21.56961485,-13.21950448,-2.198609594,-39.15531879,-3.63199011,-1.527696691,-20.31779639,NA,-8.900397321,-10.56029352,-4.494378424,-16.97938868,-5.037102141,1.224105408
45,0.385087939,-1.395027571,-3.079784441,-19.18004786,NA,-18.38709847,-12.74313845,-12.92342721,-0.175510843,1.519745711,-0.034289445,-20.71925513,-1.945903887,-16.07719866,10.86537368
45,-8.147808191,-6.666975701,-6.188689086,-5.63110866,-17.94759922,-16.96404048,-0.216997294,5.186651057,-23.26868389,-7.243565022,1.250452378,-14.77194671,-13.54426253,-1.596586927,-0.797413387
45,-2.451738017,-6.471025786,2.07966127,-3.436644889,-3.872543064,-1.941997362,-4.228014862,-16.65769479,-2.844215784,-1.424345452,-4.023215235,-8.924179865,-1.9365965,-10.81051769,2.545671449
45,-10.02917356,-7.856098261,-11.79859942,-4.227679785,-9.445045217,-13.85466657,1.368560686,-14.85950659,-0.212502664,-4.589919603,3.271967907,-16.99750978,-15.6497458,-8.138227104,-4.593901036
45,-2.714341209,-38.53569833,-1.271569343,-10.42798605,-10.01072537,-14.42594017,-8.705377661,-8.503490251,-27.50422117,-7.611024733,12.74173521,-2.73521088,-10.02302649,-1.788744427,4.454560146
45,-7.425759948,-16.42127519,NA,1.462080863,-3.380253788,4.593901036,-2.707167339,-11.79735853,-9.28679403,7.710549354,1.385286055,-11.640133,-0.536379864,-7.898964642,10.49706731
45,-42.84026316,0.913711907,-3.926969576,-3.345966603,-13.95026938,-11.74968205,-4.683898352,-5.412475342,-6.280204666,-5.39476224,-0.732848433,-12.41123007,7.870028553,-4.624217755,-2.009637706
45,4.051699032,4.966053398,-0.769352384,-4.401617902,-3.81396418,-1.251699953,-10.68259008,-18.76758124,0.527332247,-8.805340017,1.261339986,-1.069671238,-22.80425087,-8.904129531,NA
45,-17.06766328,-14.76857815,-4.180100408,-12.98642771,-21.52630596,-3.181458709,-16.56410995,-8.167474626,-23.40916972,-8.020295695,-17.86352761,-29.41267135,-8.026349187,-15.71184297,-3.452198968
45,3.323545935,4.509520189,-15.21445676,0.778791477,-6.138335579,-18.36019633,-0.012448752,-24.99165362,-11.21296422,-12.9257117,NA,-9.283789696,6.438464553,-5.68416978,3.779184844
45,-3.528630553,2.640241323,3.795624897,-21.89223017,-0.596365198,-9.161593864,-8.435039269,-14.10542592,-5.735780019,-9.786503148,11.29734376,-7.773203399,-9.281768449,-7.45847192,-5.440063641
45,-10.54595103,6.252056393,-6.964453595,-5.789278227,-5.983294088,-12.95746193,-1.767690639,-0.83017872,-11.29168424,-1.264549646,-0.732506349,-13.7215981,-27.00716,-7.856009708,3.666396087
45,-4.821243297,-20.5902858,-11.86976963,6.422436785,-12.54305922,-4.983963454,-4.718255047,-13.06152299,NA,-5.743068725,-9.36661775,-8.730256262,-5.901723125,-23.77700934,12.67437762
45,0.105338414,-10.45555851,-11.40457625,-15.52448995,-4.346767269,-21.11341998,-11.73142665,3.201087176,NA,11.41476317,3.841792423,-11.44943918,-5.177896389,-5.36425464,6.531612094
45,-44.86140766,13.89979268,-16.58405399,-14.27498132,-14.37388382,-15.18238866,-1.335046579,-7.607065232,-2.037003601,-3.337598153,-4.973836571,-11.01156776,-20.0160778,-11.03751103,12.62306633
45,-11.01184649,0.484579431,-25.05508495,-14.36815324,-1.377480106,-13.34636873,-13.47236941,-19.57322766,-21.5170777,-10.11699125,-1.533003761,-11.56575087,-10.69352941,-7.055498125,-6.033983781
45,NA,-13.55588505,0.554748646,-1.297580392,-9.514318078,-2.328036535,-2.00656106,-4.914292201,-10.50480182,-11.19454998,4.239093867,-14.5184063,-16.70678103,-7.45847192,-9.137327553
45,NA,2.108474683,NA,-8.721338572,-4.655523867,-8.782126682,-34.22378641,-5.549305083,-0.257751668,2.148091711,-7.829720605,-12.06170653,1.632074953,-9.440541678,2.976454774
45,-3.616088703,5.109759361,-17.63945142,-10.85284524,-7.496545065,-21.27110456,-7.723397553,-9.295339124,2.863407999,-7.520956526,-1.863573706,-17.16727746,NA,1.52751802,-5.695248617
45,NA,-18.03139406,-17.36849062,-12.12330142,-13.92241772,-1.840202863,1.737421138,-4.544342845,NA,-12.70474128,13.87572403,-16.459322,-27.86198377,-6.066503968,13.35756672
45,-43.54207516,-7.036958279,6.560478062,-5.348422892,-3.54612543,-3.146744053,-6.169268357,-12.01436988,NA,-16.29776629,-7.572297462,-11.91937211,-12.74313845,-18.74616226,-6.210766264
45,-36.96321005,-3.282543533,0.66258759,-8.440916882,0.789727899,-15.17442231,-13.22226736,-3.078261539,NA,-14.98330268,-15.92159985,-20.419728,10.21429933,-9.158857049,7.790390799
45,-42.70977314,-19.11078129,-3.720445057,-1.733066168,1.915541078,-15.74066362,-1.997718048,-7.183708784,-14.90121875,4.905340541,0.051202888,-4.441583974,-15.18891231,-10.5599465,6.27416166
45,-28.41267219,-6.085595243,-7.689382483,3.794119623,-15.43114655,-8.175653971,-8.457224502,-12.48087598,-65.58972674,1.306182553,2.717747602,-6.263840435,-23.12404991,0.383198263,-8.741360818
45,11.36254184,-2.967946731,-2.034923762,-6.384265346,-14.22670459,-21.31722075,-9.738442647,-23.79554703,NA,1.178798426,-7.809137865,-5.636804831,-3.811281856,-3.636697786,1.033958001
45,NA,7.059433818,-19.50982145,-10.0941456,-25.97250762,0.403942267,-3.577559632,1.257501442,-9.128067187,-7.486614077,-2.358994466,-10.13153968,-4.362553707,-5.175809705,-3.178603711
45,NA,-13.41444701,-2.667366963,8.589918768,5.482303789,-17.86348073,-3.516194649,-22.32657991,NA,0.8558215,NA,-6.720330424,2.058960344,-11.23052256,-7.985076185
45,-56.49174044,5.212200875,-19.82887053,2.84049577,-6.006817515,-6.185654234,-10.16302694,-6.898734393,-32.96942214,-5.581424324,-12.82502205,-17.10829766,-15.84624648,-7.415875059,7.931185631
45,NA,0.130660359,-9.660303975,-1.45311906,-23.27683951,-21.19757367,-6.12970413,-10.63381908,-13.66418432,3.185609649,3.05966372,-6.548826552,-0.112195063,-3.380992846,-4.254830478
45,NA,-5.183714386,-6.629031948,-8.732810209,-19.14701584,-23.45972603,-1.711721911,-4.11559703,-7.603195,-10.43282868,-4.578466356,-18.78506434,-16.95723826,-13.24214017,6.582582712
45,-64.03797124,-8.172548872,0.197294426,5.71565777,-11.31606771,11.99508212,-6.770530763,-8.322120779,NA,-14.14317776,-15.07532249,-22.10810368,-20.04128197,-5.233475304,1.554179058
45,NA,6.01110871,-17.46436049,-7.981175966,-14.77799831,-3.161781582,3.144268571,-9.250453379,-6.95633977,6.463033891,-11.20573691,-12.48960029,-14.53757108,0.229224917,-3.698129098
45,-39.60590218,2.712614753,-2.840985567,-39.51261188,-12.27195883,-26.62117073,-12.11849269,-11.01155087,NA,-3.632261845,7.104441146,-38.9219137,-11.92659902,-4.964579613,12.97115877
45,NA,-17.29432627,3.623573834,NA,-20.29429412,-19.96741784,-2.495943674,-8.079259676,-20.0094407,-1.464118706,-7.337753813,-8.608142004,3.795624897,6.916719281,-6.771875964
45,-54.67833208,3.315119064,-5.636382866,9.288774664,-2.739844186,-15.44466914,-18.16858047,-15.66294523,-18.14140129,-7.400811111,1.934217986,-4.904010825,-3.859378194,-8.909796401,4.951129093
45,NA,-14.93959185,-16.33360391,-1.431110284,-8.21954267,-13.52944875,-7.565151047,-14.86451791,-12.9522963,-13.87572403,8.661598927,-6.31768455,2.934755988,-13.13171954,9.14244114
45,-28.69828518,-9.439684986,-21.71172191,-4.918236973,-15.53892834,-12.59730665,-12.14175546,-2.729271919,-2.965798661,6.040775355,-14.90121875,-8.592955348,-12.51747318,-5.747610668,-8.532021764
45,-2.492237852,5.05180649,-2.221495491,-3.735382985,-16.82556499,-16.62748636,-0.81817318,-10.49436064,NA,-5.133737811,14.84294949,-9.032458221,-28.80282529,-12.2736078,10.05905433
45,NA,-3.153711757,-7.344828535,-12.12550607,-8.641736651,-16.57561046,-23.27463655,-6.730518805,9.584984024,-11.94225084,-0.051202888,-15.26292706,3.27950814,-11.19658638,-7.680097241
45,-13.91504479,-12.40000532,-6.510672109,0.782536683,-11.86364452,-5.984307372,-5.140681254,-13.51791329,NA,-1.115831934,NA,-19.35438947,-22.96255159,0.465392151,4.936079407
45,-5.609028138,-0.45561258,-16.85307622,-1.073435653,-9.296455126,-7.965239046,-4.566551414,-10.31256906,-10.27928007,-6.831722013,-2.02762823,-18.60516032,-6.176593201,-14.49710632,0.08220086
45,-49.26986743,-1.631015801,-5.906017961,-12.79735453,-5.966730742,-10.69716374,-15.49545307,-15.85527194,NA,1.805284446,-6.054865993,-13.59319096,-3.736476328,-0.411874416,11.90077184
45,-13.92766136,5.102051964,-7.898964642,8.972157365,-3.919710874,-20.58408038,-9.002170212,-5.582217981,-20.98859008,2.228910535,-4.342645142,-3.310351776,NA,1.101310327,-4.112218411
45,3.824958468,-1.747078646,-11.44791588,-18.98089761,-4.650603523,8.896223764,-3.508494934,-14.76860526,NA,-4.535177905,-8.426069587,-27.66341084,-32.65536234,-10.65188381,10.10873439
45,-2.242022883,-12.86959579,-6.229548954,-5.421221092,-13.70758758,-18.07266326,-10.48826649,-24.25803444,-13.92666442,-3.37695183,5.612087497,-7.918872064,1.162295075,-13.62813403,0.527597517
45,-41.97462418,-1.865213556,-9.189363248,-14.03304645,-5.80644549,-20.08061799,-20.31277023,-13.78240617,NA,-13.71732596,-0.66258759,-9.709246102,-18.27139166,-11.46522509,-2.051922851
45,-32.06910382,8.588920798,-8.452022888,3.427874224,-5.031789239,0.818633895,-14.83845038,-4.87629804,-13.35797764,1.32056807,-14.72256692,-10.43123957,-9.914110301,-17.38737323,-3.430245935
45,NA,-17.77217769,-1.680991635,-20.5808963,-9.526709722,-11.48004009,-15.58987602,-12.35920041,-35.06584012,-9.520807213,4.051699032,-18.09402645,-12.38897527,-9.681928704,-3.197176427
45,-52.46155571,0.045439564,-15.19058171,-7.476320369,-11.21850629,-3.995510597,-15.5024226,-10.16088444,NA,-11.43499436,0.91058833,-6.78586,-19.78108908,11.96275008,-5.475015218
45,NA,-3.700870796,-17.01440687,-1.029992072,-7.470322286,-17.91314079,-2.011699935,-20.44795851,-9.61104387,-6.047904649,-9.078491348,-7.344902891,-22.60252781,-8.852611286,1.92627503
45,NA,-9.915124767,-11.04784325,2.761807687,-24.37615896,-9.589658741,-14.31108847,-10.98407085,0.159631869,-2.380748938,4.575943258,-15.78588106,-4.230310345,-9.243886626,-8.422524767
45,-54.84871531,2.638710418,-21.75295451,-4.324347998,-12.25374248,-5.314985592,-21.44588388,-18.41795579,-16.10027618,-15.36560347,5.022840436,-4.224647264,-14.14813857,-1.673695901,0.633501658
45,NA,-15.27629555,-7.887541931,-21.51917729,-7.657390511,-15.38699549,-14.9405461,-14.75521995,NA,0.787204919,-10.36741538,-6.567370379,-12.92153054,-4.650710193,-0.758796662
45,-29.03807533,-5.330417492,-20.12408017,-18.43180808,-13.70758758,-16.19809052,-14.35641151,-15.62380562,-12.74986142,-2.563961987,-16.95723826,-18.0674773,-27.20847618,-17.5761549,-3.844267793
45,NA,-6.857366032,-18.72433195,-0.292361645,-14.37574488,-25.0858775,1.614640107,-12.51866141,-53.24168667,-0.643485739,12.65536234,-12.58720515,-22.64518087,-4.803872729,-2.252205069
45,-61.33086478,3.623573834,-22.39178169,-20.74410364,-12.3118302,-10.71122534,-19.98200069,-15.23349276,-14.10542592,-7.471726978,4.344052988,-12.83933538,-26.61942221,-15.68792383,5.3649265
45,NA,1.7433394,-3.094247399,-5.537911117,-0.166565655,-18.0142552,-9.078969789,-14.49879215,-30.72601265,3.320535385,-11.09281112,-11.25053556,-17.23275314,-8.285378584,7.230941302
45,NA,-4.656399845,0.35554261,-13.81899969,-10.41367831,-21.51670933,-7.726736522,NA,3.354648012,-6.774209161,-2.153142646,-8.399424889,-13.1948712,0.675322446,-1.694673208
45,NA,-0.978745511,-25.78407607,-15.47963406,-8.843498179,-11.14354566,-33.71672493,-14.51126122,5.777766837,6.543134164,-1.961240186,-12.99663897,-11.23828749,0.398964487,0.764994251
45,-33.18477656,6.927487874,-2.518720103,12.98048426,-4.167138217,-0.70326178,-3.472751357,-14.91079351,-17.73671518,-7.781103214,-15.84047153,-14.79611274,-7.288571456,-10.25837267,2.976454774
45,NA,-5.578723276,-12.9522963,NA,-12.02512763,-20.40011919,-24.41352036,-6.026217566,-21.15604033,0.554748646,-6.547776153,-17.70737399,-32.52632459,-2.159804386,-0.859904646
45,NA,-12.39391298,-9.527994288,-23.35338246,-7.405484617,-21.93846759,-9.430437449,-0.171129468,NA,-3.352763417,10.05281664,-7.280683572,-15.12856321,-12.62269052,2.549470081
-45,49.38136898,-8.641736651,-14.49879215,NA,7.241470585,7.122496681,-4.446107517,-14.81421855,-1.26260482,0.718104075,10.41467167,0.378826602,-6.898033735,-9.297719425,-1.647125308
-45,NA,-2.794164045,-5.628241856,31.646106,-6.92281345,-20.3524398,-15.08003567,-16.77959022,NA,2.492237852,-1.997718048,-5.76113185,7.493632368,8.106870426,-1.261051242
-45,NA,3.926365063,1.478372942,3.310007121,-9.740044332,-11.00052621,-2.427651161,-5.040552797,-2.496096158,-9.443048288,-5.660059843,-10.54895068,6.730953869,2.755596442,8.67273803
-45,NA,3.315934543,13.44776362,27.00628884,-7.108334718,-4.250613696,-6.276390378,-3.063322686,12.71329175,8.103559127,3.06018243,-4.066892753,-8.626608953,-7.602379717,6.177651005
-45,36.93842143,-6.042411022,51.07728711,20.45180524,-0.134595399,2.954475923,-9.785590442,-4.925559418,-27.54343289,-3.692461714,24.09958798,2.232411805,15.24561106,-1.393353187,-2.728915086
-45,NA,-0.432815698,-12.00813245,-5.587777582,-19.48659637,-10.5599465,2.455899684,-4.073911385,-7.470322286,-0.473996415,-1.478372942,-4.808932133,13.20940076,0.575953455,5.488979605
-45,NA,9.452188225,-5.310343738,0.352439805,1.411778678,-5.322763665,-4.001243385,-6.372735767,31.2918879,0.316882885,-5.637538629,0.283817309,-1.357446061,5.840701025,10.88986128
-45,NA,-1.767690639,-7.367317241,2.172057598,1.066545141,0.459316901,7.7378668,-3.679817867,NA,10.82939336,5.394812212,2.692046338,-11.50819844,-2.381356816,1.406519986
NA,NA,1.572968487,13.58759666,-0.367703049,3.953154997,-11.0083715,12.96865949,-8.571869987,-0.439679437,5.020117511,-1.761321702,-6.482086707,2.61412123,3.884976971,10.69390938
NA,-37.61679113,-14.9085944,-17.37842246,0.739363006,-7.589869925,1.574177279,-6.743484171,-5.623565836,-4.957814899,5.467992518,8.265825795,10.39214146,-2.757368005,-4.739182143,-2.714534466
NA,NA,-2.58146382,-12.86959579,-4.601229212,-10.32110236,-9.018486117,-2.209287862,-2.418999286,6.171613596,-3.844267793,21.35611876,-3.051100264,-6.202862258,-5.133334052,5.270752403
NA,-4.007450133,5.847212301,9.244530577,-7.179018796,-3.139234475,8.320255015,-3.306220757,-9.009876672,-2.022112078,3.345063399,0.55069257,-11.35386857,12.69942406,0.564168606,-1.888574459
NA,-5.39292222,5.91457194,-1.211517773,-4.740345221,-7.055498125,-11.00977355,-2.025076406,-7.632197254,-6.149854646,-3.998214744,3.765904236,0.339919832,-1.157982339,5.530460209,5.959815713
NA,-3.262394964,0.197294426,-3.921490506,-5.287898598,-3.94913343,-2.977789146,1.859288548,-13.32374296,-4.539859803,10.15481269,0.993934978,-1.636763215,-0.559196321,-5.352284829,2.486441299
NA,7.382829583,2.245008851,-3.933684947,-0.047281236,-8.223785972,-6.960639242,6.997277815,-1.477295589,2.502640477,-1.283582945,3.625037577,6.889469656,-10.95140735,-1.861883087,0.864320176
NA,-0.462472257,-1.342762118,2.82998865,-6.225490279,2.02762823,0.71308174,-7.450800043,-0.225274129,-4.505958521,-5.270776117,12.20584569,-10.53583478,3.061354468,-0.554217115,5.173539108
NA,-0.447958514,-7.694772933,0.948970478,10.30247739,6.222931947,-0.144755619,-11.03253919,-11.49357582,10.89276276,4.069037014,2.61884687,-14.57877891,-0.553575025,-3.953657312,5.632609224
NA,5.68416978,1.880382384,-11.31343177,0.015970407,1.437439814,-5.172555422,-6.44454428,-7.406504879,-6.790599244,-9.409536404,-1.561518913,-14.58858456,-3.547971055,-2.636561897,2.003054871
