schedule,p1,p2,p3,p4,p6,p8,p9,p10,p13,p14,p15,p16,p17
0,-6.5343767193708,0.120875933516795,2.2179179823766,-5.45971182826143,2.74422247832975,1.31343177329855,6.77160434498702,0.188769303280784,1.9844597669153,5.44731717289588,2.9624309111296,1.01683034240669,5.52400953503801
0,-1.7811471705377,4.31054111680823,0.442216324555816,-0.969460343381741,4.77806414430758,14.4921445159562,0.66423638671184,8.03753409184842,8.85768696219807,11.5191181967669,9.377579128387,13.8978580159597,7.34034485714432
0,1.31343177329855,-7.99403185704361,6.56410995365208,8.10894184806262,-3.73303075438142,0.152401030038883,8.04368167663823,5.96514837673538,0.828152167658199,3.81685535750016,1.09168749507663,-1.65573518094677,4.78448713893156
0,1.25870922068731,2.25689168647086,2.68192494953822,7.19474881564446,2.79580203548357,-8.06024932841074,10.4001191887573,10.2053358786912,8.24139947601707,2.5499093682873,1.84760290419674,2.70743114241819,4.28809612375805
0,-5.97009227018924,1.82769631699198,9.24255396328994,2.72778803911888,1.85303127096094,-9.34557692098457,0.110508093864888,2.64872425778476,1.42260083899944,-2.76357890037157,6.83541884097505,-2.49536686487514,3.11105987353788
0,-0.0274887950273554,-2.45490025655868,-0.633819084709224,10.4518052436627,6.14894603248304,-4.58309936475291,-0.696493668686491,9.82887053183081,-0.71077338515521,-1.16912184757429,-2.01100218796226,3.51066236712567,-4.04020401840419
0,1.82335255314595,-3.72159809791806,-0.565751845681199,9.74527898404542,2.84851689143233,1.65307664190549,2.74313845375797,4.22016983269954,-0.127028755587904,6.70678103336019,3.58524294506186,3.02195955913277,-2.4490413325313
0,1.87210650978384,4.05445737695709,-3.47501844659514,-0.267061950706089,-5.63482462557583,8.58917068737788,1.63056020514622,0.144549211491896,1.5450005444778,7.79267054904006,10.7992405923375,10.5678423177207,0.568871351800921
0,-10.6964418528763,-0.890188142974171,4.71575580049989,0.719442046452443,-0.881675324903707,-3.14609154833464,1.2314214647699,4.77133510047148,14.3561605685277,6.89715139564784,9.07453026032678,-1.99075991688832,4.10511369595232
0,-2.24793192846681,-6.87900447232884,-4.21624253042085,-1.50624366132983,3.88064024311907,1.58035105389369,3.25371487517322,6.65560710908566,4.36319516858243,3.56943563597229,1.92178163262673,1.1821292800613,2.67265393973212
0,-1.0902973474913,8.58917068737788,1.52667663785872,2.06387961182447,-6.05306625815078,0.831628997400789,-3.2067615040733,2.89555885372864,3.55059734523389,8.36477522366527,-2.1949114337938,6.04634268809566,4.66259103798101
0,2.83933538113769,-3.64081096635056,-1.24741127451957,1.89600521536827,-0.378223466966606,2.85206382291821,-0.504295558069007,2.09928516037258,3.4190369243958,3.95249718411332,8.81325175052337,1.74844517504188,6.09345563445447
0,1.51618037659742,-5.23954368542924,-6.47009854827215,-2.67265393973209,3.51791329332123,-3.01281029586455,7.03256652923576,0.608452472074986,1.89501318361683,6.52265336702217,3.25595345141915,-2.87490683033182,1.12932494927221
0,7.75128957180117,-6.53922097395556,7.56123979193248,2.74313845375797,-9.59279122734352,6.17889800306876,7.48127989656501,3.3709680515969,-0.423521317709062,0.771155618055962,1.15650283618358,4.38477840534811,3.22812403616137
0,2.1417554624284,1.07758107126291,-0.50480182258186,-3.51016956333515,2.67265393973212,1.68703274803015,2.72778803911888,5.98049165766497,-2.31599602709842,3.90726238123862,-5.62446234909726,1.06501255385555,0.410341258886795
0,22.888848414488,-5.37303580236029,-2.39571756130333,6.27794322667827,5.25876368460764,-4.85400328321487,1.59277265264631,4.20307356393965,2.65517146532034,0.425074810036805,8.17880276525373,2.55255663736188,6.21978708813201
0,4.85360945832425,7.94597086321295,1.80689133481333,10.9896497460388,NA,5.37997559821777,1.87298938485836,-2.60931263864553,6.12745693566932,7.03256652923576,5.37988465452845,5.9191954470214,11.6887073695514
0,-4.9833026757548,1.26497458073678,-1.83231834499223,-1.06501255385554,5.90964008012684,12.2873156932326,-4.76677532215895,4.51317842370442,2.0431714601219,1.36449636972468,-0.110508093864879,0.810517685623851,4.92147812035526
0,2.2133607501394,-0.703544873715518,11.2613399859555,-1.3092805609954,2.96351645170429,-1.2236443596126,-6.95747659423021,2.2133607501394,5.50442992271497,5.37988465452845,2.69613411984202,0.608452472074986,4.55198646588933
0,7.19474881564446,-8.81325175052335,1.84756665667069,7.32000131028706,-6.68999287886052,-0.995702765265188,-4.47337275886257,10.5906686928485,-2.98339890876489,0.337692448505389,8.46720336632789,9.36939238925829,5.94261043074061
45,11.6835811149365,5.03153747227204,-3.81131091427256,5.3562164406132,-0.309368268973353,0.535834777954921,1.78658956072791,-0.0528166433671163,12.7143412090567,-0.455558509041549,3.88763269704498,5.226164839869,0.488689910693919
45,-0.654517621253274,2.78984240450756,-1.57097396202018,1.05318920717878,-5.73377982813689,-5.72517227160096,0.568871351800921,3.45967681834475,1.06833075299516,1.8274511279677,-16.2122793817415,-0.169015914531298,2.84851689143233
45,6.04614974667337,-1.05318920717877,4.39004464685034,NA,9.02272145978884,-3.79882890660207,-3.21159317693437,10.272485899932,0.755469422608279,-3.95758897755808,-22.526324593987,11.3617573797083,-1.94081740410829
45,12.6935643946685,-2.46613588517226,-1.10770707669184,8.06477054339988,-0.2044700224251,-1.90077183927228,-7.41703993971569,10.8643201758036,3.73549904956405,-3.18637507265767,-26.6153817813865,3.07244393234592,1.68031413365123
45,3.67260768741162,0.297501811156839,-6.55097005603684,-2.35309797886283,-1.22131116099556,-1.51324581643043,1.4643598315826,3.17210909490329,7.15578421585445,-10.8339509645104,-16.6328809731871,8.25079713631517,NA
45,-3.89105846563255,-4.25755149813625,5.53077915176963,1.33840107334688,4.05473973871854,-3.90258539465698,-10.8626498201523,4.74142478331274,0.730105374551277,0.392141455480903,-5.18656513256935,-46.5237045810082,4.2234060974969
45,-3.43601523127642,-7.33333986038943,-2.80805306253876,-5.76807992704465,10.9885900782485,NA,-7.63041172624086,0.66423638671184,4.04020401840422,-6.2519549219505,-14.2303103445298,NA,-6.30657166345646
45,-7.96922491267353,-4.03066300101518,-6.05733155636656,-5.81276302925145,-9.78934778435208,NA,-5.94714042040013,2.07038982247159,-38.5066353451705,-45.3885987057629,-15.4679925180054,-43.5017889758747,2.1630117853801
45,-5.38203025303155,NA,3.39295680988004,-6.51000294960061,2.90912786412791,7.14822036555274,-8.92569948667224,5.48675906065014,-50.1179108269512,NA,-21.393607207286,-40.4346067064964,-3.53698413295711
45,-9.98401174450681,-9.95572052764256,-1.36449636972467,-5.21445675972481,-53.442937548192,NA,-7.08891972115605,9.06850871588282,-60.8198107480676,-48.3618997949533,-2.88239504384016,-30.2339481653225,1.22832516302884
45,1.53588859229449,-2.5707192777946,-4.09722770113135,-7.26322005426887,-14.6635816455617,NA,NA,-3.9647497268286,-54.3546502002686,-25.7805393369544,-12.2631239952446,3.97911899762899,-0.635672387395185
45,-11.2516999534817,-4.61754627366172,5.81368772540758,-4.48971644563345,-0.985738002736046,2.85206382291821,NA,-9.47561386306826,-31.7217784728872,-41.7021573709413,-24.0994666954472,NA,0.785521533351205
45,-5.66303526760984,-10.5906686928485,-12.0670554558724,-8.95966352467174,-21.4118372306501,NA,NA,8.3681499960585,NA,-23.158656260516,-8.13730207452954,NA,-65.6104692787948
45,1.50185748093558,8.46513588341611,4.47106986165397,-11.8156684794795,NA,NA,-14.0556466101913,1.27276095886105,-50.412331598653,-53.9661888263438,-17.6806427358169,-5.90192480558629,-58.6315038795087
45,-6.22658290005436,NA,-7.80660261241459,-2.3543756419011,-10.1909657772533,-30.684516350563,-11.8191605319336,-1.82769631699197,NA,-34.4741159406743,-18.1916440951368,-39.1707041841159,NA
45,2.45278087237416,NA,-5.55051669897106,-7.24153156350981,-16.1378189502605,NA,-3.75946755123243,-3.97306692484408,-58.2237761026753,7.43603801280759,-5.32511059450982,-36.3094178802294,NA
45,NA,NA,2.72842210314,-7.95602046869209,NA,NA,-15.8085743601151,-13.971356984093,-56.9611569011112,NA,-8.1788027652537,-8.76758124455298,NA
45,-10.8747995716692,NA,3.98511820315127,-5.43915251871143,-4.88304124350072,-44.1710993121215,-3.10196626522078,-6.22081515572749,-26.2230021999565,-44.4531617905453,-1.6382184723019,NA,-48.365557650476
45,-21.6605456519351,NA,-3.37096805159687,-6.62489359067676,-7.20217438223868,NA,-9.97927718270944,1.0421865367686,-34.4741159406743,-36.9063175692204,-11.219362195551,-21.9255643596422,-51.8660875884882
45,-21.3498177331173,NA,-13.1424647732183,-11.0087821079093,-70.1148552463519,-36.0868522637885,-9.38643081778016,-1.35229678713628,-25.5053270562393,-45.5571004213872,-16.8724719707729,-49.3159092583012,-43.1448980440744
45,-2.03476095362207,NA,3.57889404338961,1.22975187272213,-6.71938593020705,6.54199951110745,-7.94437349386126,-11.6369319223983,-45.8472023839659,-53.3995151101149,-1.5266766378587,-41.3164843979775,NA
