rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17
practice,-61.4738409651661,6.18078178945313,9.20448478613594,24.0516964004154,18.5705439351163,107.526210675549,-61.3719927859269,-4.71829217683538,1.67887365799327,13.0168557261899,12.2813468795031,8.45608265285595,13.5578618427524,-4.83647952654882,9.67241243078524,-169.278106149782,21.4165736779871
practice,-147.386655243783,1.31386041340511,-2.15295161068487,18.7009727024303,7.15679482868713,-0.227052397412676,30.5921880565822,16.1051133435625,0.606588462296314,13.2321417737554,16.6699225517659,6.49195400675314,5.16215174767958,6.95144726844607,1.41012807920446,7.67370481143819,24.2382885915397
practice,11.0547333946723,5.73425170467397,8.22057676431914,18.3073668739492,13.6572581194673,14.1632565125162,7.79870233802912,-8.81898372064731,0.588171319354386,0.718276299449733,17.1824651600182,-4.1821074554269,16.5662347843455,13.2277629084872,8.33976234733943,4.15774929645491,9.20257242600163
practice,16.9632001734623,-5.77481627486361,8.44385556185606,5.70342848480773,-6.30963486441256,23.4514003843111,10.0459602159206,179.525659412639,7.85955231880422,158.931003384767,24.1909076980974,-2.46887529212897,7.17455311380627,-0.656286235911353,5.52526821487288,6.85895217922266,20.5202045332292
practice,4.96578546239286,4.15050341245228,11.3273631503343,6.90195258852244,-6.87883844898575,11.7045849200245,15.143973966501,6.51061051684564,-12.6422120238748,-7.4314079711725,4.93211380617336,12.3169801199708,7.41437824887039,9.7305568663881,28.2479059841618,-1.41012807920444,6.12489591259747
practice,10.6420685412186,-0.429672191257354,3.4071042356421,8.42867708326151,14.2579728769039,-13.5473135461293,31.5137849522684,-2.92279007779383,16.5013030606939,10.5467451032144,10.5175809524839,2.21904167839025,5.29857805849761,6.53740616155872,5.95848290994115,19.5052568889727,11.7798635770029
practice,4.03003421730909,-3.58390080483724,-0.0372613448281591,18.8734218577947,6.45187547814105,-173.374534939697,3.85349423472009,6.39260162796641,7.34221145747538,39.9530723261777,9.92254844595846,-5.86516258293207,1.21762831134647,19.1886392499071,1.20477794986502,-0.351969897136888,16.7239909215102
practice,1.14383157066183,-8.04142033016062,-6.71483811573629,8.07337910638203,0.575392325761514,12.8341683044182,0.860807855635905,-1.05917968742454,-1.6837504774675,5.15451428679863,-3.61721066357231,-0.782441847135234,0.166140628784352,14.3571032465316,5.98189115289132,3.68759973627048,5.45562379494376
practice,7.35764271025264,-5.64484901842069,1.20477794986502,2.05458078455556,15.6693338271898,5.12226361101465,11.6417238767528,-6.9137497759696,-1.40029876516422,4.02942261723674,7.05406304741238,-5.44989376119107,36.547798503089,-17.4901084095463,14.9480197220069,-4.32022695927916,0.877547253217411
practice,1.80093506145342,-5.32636606505593,5.68086702375336,10.6960982579255,4.52479288344474,8.68366268240345,2.72702627084771,27.5995014690707,-8.07453882235076,3.40192682415914,10.2978781426274,-3.26623781510521,6.06591567961323,-1.1424900249372,-4.84394903078146,-0.710556506190197,3.61721066357234
practice,-6.17713522587106,-9.85445450029393,11.1121079516289,10.4876628728169,6.29100750350271,-164.88144416689,0.773416295696087,0.339314926912045,-1.44940587957525,4.7065679397906,13.1797858717923,23.4546737487155,-1.58876662310718,12.2411164959077,16.399706069822,6.35823212038562,4.09398384984333
practice,8.81898372064733,4.46732940181771,2.90504624711302,10.4803761700995,-0.216646079482167,-1.39982877317489,-2.19202541115729,18.1395337931243,2.66526453299663,5.66022225922238,11.9516944673643,1.58162120774647,8.50987103979545,27.4094759226793,-1.69418139183425,13.2277629084872,13.9560295502446
