schedule,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
0,5.10092827890663,-16.6792675386602,13.1649691715082,0.201875938684515,6.03686667880239,-9.86722540243791,6.30428935084805,-0.776566790877969,8.5625601855534,1.5709739620202,-10.6080776456109,10.8282285657466,-0.321102361978616,7.96299639852608,-4.72924759712739
0,-2.12550607220551,-4.15930160981008,7.04429019953668,-3.06152298974427,-0.568871351800899,0.329149546106964,3.95398637258694,1.43082754037333,1.0973847639587,-0.290753897847578,-3.45967681834473,-1.67528320619518,-0.641645405116298,-9.48467326733017,2.88741776457383
0,-1.25732597413438,-9.47264212821509,7.05198163349986,-2.67265393973209,10.4241037383817,-2.38097945396252,4.48971644563346,3.20953683846827,5.98576767746319,2.86959579007969,0.228847377631627,-4.61754627366172,4.71718856471758,4.76045281382892,-0.279315243376561
0,1.46690811761388,-4.27702259852047,-1.82769631699197,-0.430471566332052,0.54365966255295,5.11262331498422,4.44565829132045,1.28431698686195,-1.79968991741938,5.66294523134557,-9.22821315492703,8.04213330623287,0.442216324555816,-10.2937845146134,5.53609238696179
0,-0.664236386711831,-6.12501139481796,8.90169453459384,0.604371969768672,11.377480106119,-0.585942894924873,8.26693383231582,3.21950447832621,0.237547037807539,4.95618417132643,1.79831301716863,7.33448929127863,6.35422790818883,11.7851814683499,-6.22576683530448
0,1.10507951034199,-5.00814659632133,3.47646403905372,-0.820710259637113,8.60102708730472,1.53039640725017,2.98572461320647,3.06298025210176,2.94989741940262,10.5871665387141,-4.41570931979948,-2.28945064600429,2.47284635955912,-6.50767550390569,-1.57848527316014
0,2.32689328294831,-6.79556045073661,6.14894603248304,1.8236751372589,-5.13746142057974,3.88763269704498,7.02361454387668,2.29833374095416,0.6964936686865,5.76807992704466,-5.61785714842664,-2.5707192777946,-0.755469422608256,3.41708504447122,-4.6287161952668
0,4.54829139811607,-15.5740179080238,8.56661094701154,-2.25292201300252,5.55360331005066,-0.33489731003213,11.8664749549103,4.09221313252112,3.92707707699157,1.16915779502148,3.17082827832188,-5.77043122310198,-1.64548423420312,-1.12932494927219,-4.84220276636509
0,3.31817304713781,-11.843936485074,5.55841602594713,2.1878786860677,-0.71077338515521,1.89600521536827,8.16545160559961,-9.98401174450681,-0.845927247152284,6.98020928352306,-2.40375467263204,10.1201075408076,-1.43608458268355,-2.5534128046119,5.20020357430263
0,3.39517343130996,5.81276302925147,8.22026267779891,2.38897526739797,8.75038564073738,4.32924863752153,5.60547157509483,10.2934268078049,-2.43993985804918,4.09722770113138,-3.05838530896569,-3.87572402697491,-1.60137239982522,9.46431735504289,0.651883806456275
0,1.69994405468809,-7.0413993665148,0.560315014443738,7.77217768501674,1.16915779502148,-3.0469816694881,-1.34923392742453,8.72433194733863,4.26186872040208,6.27874724088644,1.55324467036513,0.14557936648951,4.03304645157561,6.93095328764531,-4.39784178371096
0,-0.624374912245345,3.20940075588125,3.63180311933982,3.92639464365677,3.44787024348551,0.181062529996475,5.84812296315984,6.34015420225844,-5.80592213467813,13.7111640869911,-6.53534772036698,2.90912786412791,1.05318920717878,10.3388049546572,-6.61467756503829
0,-0.430471566332052,-8.83770492519331,1.50624366132985,6.54780103236112,-2.93332617007599,0.0352801857324642,6.11890371370961,2.15065120017649,-4.4429126422115,5.5971138255676,0.990161793489784,4.91126903274902,0.61612090135847,5.95408823160156,0.833218087086414
0,0.0853602537101764,5.0170493871849,5.30180782222087,-1.72517186174444,-3.73908651855714,-6.53983352508264,-0.169015914531298,1.13114946585058,-6.50939719952711,1.35229678713631,-2.77623966799869,0.927451421005502,1.92079546314334,4.71876658013446,4.14949225559436
0,-4.92447721051937,-9.1008281835118,-3.92239819006358,2.03215645589675,-4.81115744247623,8.77155220858501,10.5808962952988,7.17875426612229,-3.88064024311905,-0.226372752228193,-5.12864330817296,-7.11907583253941,1.64548423420313,-4.19084609986851,0.820710259637122
0,-1.01683034240667,-17.5064632989345,3.92707707699157,3.06534760435081,-1.00086939584585,1.99255662345252,-0.698945535096347,6.09579873673933,1.91618569212047,0.61017478400345,-4.54829139811604,0.61017478400345,0.785311023133419,8.83350143746154,-6.5343767193708
0,3.37790902616517,-8.56430106743395,-9.22867844754563,7.36849061990184,3.78420327798152,-0.560315014443715,7.28353230865838,3.16827798727793,1.43608364184581,12.2407278433144,2.80240749564673,5.43105027673667,-1.17679701654451,14.8162089245443,-1.42419109567808
0,1.54797711166832,-3.14439044754412,-4.19653403812052,2.80904983064157,-1.54797711166831,-1.24741127451957,0.346473215963472,-8.36898419888261,3.03936075826264,4.5027459647485,-3.21950447832618,4.31054111680823,-1.27276095886102,0.35584691408739,-5.37445381596809
0,2.42600825228632,-4.79894618935226,7.72902200176988,0.606171450293919,6.22686868578035,10.1473810904981,0.947691041749569,2.30008100137573,4.81115744247625,-1.62493024085166,-10.2053358786912,-6.01961682351046,-4.25277034477918,3.02195955913277,-4.65360893363863
0,-4.0330464515756,3.14510816605485,7.75665142974112,-3.81709398307929,-2.80805306253876,3.39794457650506,22.4929140683678,1.9200903705961,-1.45037341462648,3.03347060482399,1.40466846650294,-5.15139087318669,6.44579884045401,-4.73186803387253,1.42421069173374
45,-0.856472079968459,-9.02886095288246,NA,4.36487729421601,6.28213312709889,3.45967681834475,8.65670884418273,2.23117605538264,-2.91273239533241,5.85831608860887,-13.3205353849675,-1.28716649570027,-6.57212577643443,2.62395248201811,7.9712784276649
45,-34.8081162073556,-7.63041172624086,-23.7371823057269,-0.303934642610194,-6.81439035132106,5.23132253456523,-0.852845236386729,-5.01993922584774,4.28614106210771,9.03387598982065,-24.0401056697401,-11.4110307347292,-4.32506333131118,-5.30195014650317,-11.7939990297957
45,NA,-9.63284256765652,-19.7017136357326,-1.92181870030462,-21.2961576124852,-2.21791798237659,8.02688130293263,4.97139011058395,-3.04121657946937,1.25732597413439,-31.7845172142527,7.67484102069622,-2.58309563399659,-0.72540832347927,-34.2859628796614
