rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
practice,1.73321206701689,-18.7039734801114,6.11236730295503,-3.99575175769722,7.64562435809891,-0.0304538997143757,7.61564548792664,-1.66081451845384,0.986460963832694,6.90174797245485,15.105443353462,-0.125768758778768,0.0182739271252935,2.68394363126398,26.3791898124968
practice,6.80165409421617,-13.3371310634235,7.02153783156379,-5.27077611719944,7.11947644481107,-3.95848950805522,14.686596733867,-2.53365145660491,7.70378352594273,11.5121708574517,-7.07846946159488,-2.97645477420186,-0.85582149976878,2.69766904662592,-5.02238928952723
practice,14.6275425325132,-13.6248883485983,5.80857436011513,-6.67828722132618,-0.511745593709079,0.910588329713686,4.9524585654424,-1.53480280266656,6.89235738646198,121.344134895134,-11.6644671599808,3.61317696222347,8.54962658537354,7.8976287042621,17.3225602666671
practice,0.864320175803648,-12.5613886850032,16.5509700560369,0.862649820152294,1.31372705355937,-1.88212978966638,-0.560834023724695,6.74171243484636,9.00987667219939,12.2834786203404,-4.87481245143806,6.83048684467713,-3.99125575348227,4.48924830753912,0.573771067658558
practice,8.62660895312688,-7.61564548792659,8.67273802951809,4.68550064082704,-4.56894972326335,-2.54081366278875,0.161365574126158,6.26111335239607,0.166565655493163,8.45202288833169,-0.989649746038752,-2.93266425221533,7.12388184739329,0.98964974603878,-2.3379006234502
practice,-1.85859871024522,-11.3181271674764,4.77870754352125,3.56757869010403,1.25385088760527,-2.13627957737413,0.455926953613122,-5.96933699898481,3.21227263200505,-4.46141639382354,-6.31245837687885,5.78375746957916,-1.11346991545266,3.24394013402458,-2.89337403448129
practice,3.97585718342853,-20.1490531216953,1.40990202119813,-3.77918484427248,2.63150938009817,4.14269897198741,7.47632036908996,11.8972632267488,-1.56679098532349,10.2615573534678,5.79451818905174,1.08441272529185,-0.693140745713373,6.42241050898539,1.25169995348173
practice,-6.43846455261817,-8.49274787605809,9.90585439595191,5.74784203405526,7.43409378809865,2.44183303955422,7.98899781203774,-34.5134646540009,-2.72208001777272,10.2824002816175,-6.8324110842044,4.2942081052849,5.05561275956722,2.33228032287543,0.144755618579989
practice,2.63800428642365,-12.846090654224,18.2667879329831,4.48727411295892,-0.850563396098254,1.13403354918526,0.990789157574579,-8.58829401460795,5.32544426249128,6.60482656869006,2.56994085873227,-7.34114959152655,2.94801836650014,3.98711951148007,-0.887651705186026
practice,-0.80570120443209,-13.3965311196518,-3.64601734669557,-2.39971110438523,0.547392150524976,1.21936219555102,7.03756908887042,0.579308378660682,6.01972235857248,5.79692643606037,-5.39321750869992,-4.07396165968001,-3.59595083230765,3.61319966761085,-6.47258402370346
practice,0.0304538997143933,-5.09220290849913,-2.70637821516866,0.118855921901821,19.5631967459123,-2.92881017864329,6.45524460752876,4.00141967762979,-7.96523904637793,9.86988060445534,-0.00318692125217133,2.48142234659506,0.428199736802663,2.19797216415043,-5.22866489952851
practice,8.27482813825558,-8.93149496221981,-0.536379864415917,-1.93421798640761,10.1105080938649,-2.82689875036837,1.96123201932479,-0.417062629726081,8.88089268386593,0.695536076186397,-2.96255159444941,3.25882692914733,3.04252340576981,6.48834783000262,-1.11699416290579
practice,-0.171129468169216,-8.64173665057919,12.292565151458,5.39537763420852,3.2899464339275,0.650690381472974,4.32858070439907,3.376951829605,0.390904688215275,8.178839125994,4.67697373592002,3.06286724727346,2.73851808175836,3.44902994396316,-5.7229774014795
practice,-3.04252340576978,-16.9184907708151,5.20105381064776,0.515326732669826,5.3103437375945,4.40161790230806,-2.02762823021627,11.3655174360696,-0.0952441882548659,1.21936219555102,-7.08623145311256,5.09085886208562,2.34090643308095,-2.83081212262616,2.56792005338738
practice,6.48208670667881,-4.48886031708958,3.80822573161517,-1.92855992826228,-3.4892213332361,-1.35289646421945,-0.851851221854689,-5.72999279488265,-3.99821474373378,11.33395797765,2.22836009239777,-2.93266425221533,2.85626807786557,-177.136592001133,1.2610512421301
practice,6.08559524313109,-6.22636979993196,0.0159882554931854,-7.00476237416818,0.971710649887989,-0.857526749411327,3.49244484340862,-0.369215039423204,0.0312459681528125,4.26622017186311,-0.596365197778281,-3.07076302053528,-3.15440735389194,4.29364918576432,-3.61317696222344
baseline,9.90585439595191,-8.87977545088197,15.6178687090223,3.6598457977416,1.52505614581743,-5.39990540633126,0.991871230101958,-0.150249899235358,-1.68550375687914,2.22527628222419,-7.10054377023724,8.25979215916583,-2.07380821378091,-170.073549436816,1.74302419202909
baseline,-8.51827829065602,0.398964487475894,8.77868883900445,-0.511745593709079,5.54262596326774,4.25716480287311,2.20357556190196,-2.1303229280304,4.49437842379048,3.38877525147342,-1.69667002774713,4.14921617590234,2.60654200102622,5.04055279696307,3.85446826743686
baseline,2.22836009239777,-1.69137857092588,10.9302131804422,4.54664893236504,8.29383694094242,-4.69804985349683,11.7484451750419,2.15900954621838,4.53985980298261,0.400119188757236,-0.720926059734423,-2.76922132447596,5.38557529311976,6.26692876848229,-0.317379873515384
baseline,-0.257751667636013,-4.9711105821284,-1.54186472270379,-8.48675418356957,-2.89371459042837,7.46587733617041,9.84759896996113,7.47632036908996,0.807737622710592,5.80943416595154,-0.263146671222882,3.664567852654,4.42379629241411,6.32219674180432,0.338227839539713
baseline,5.67698681481182,6.50004414439045,-3.38630238226948,10.0291735639617,15.316799575096,-5.82010569165109,-1.34329115581728,-1.69137857092588,6.12626142083089,-0.455926953613078,-6.81846482309677,5.53046020925246,3.42390149850458,10.846674545137,-2.52198104726587
baseline,-2.93266425221533,5.81792803326371,16.3119996059956,-8.02941442378404,3.38789848718759,-0.554217114584421,2.17520910985209,17.3044270496953,-3.7064940334058,1.96531982650866,-4.09035991987315,6.31708334724415,-4.61300450642096,-1.28870768163821,-6.15558672411031
baseline,7.46230012463215,-13.2889751246257,8.29383694094242,-6.3751116514017,14.0134103442586,-0.73284843322872,10.1558830382332,8.93149496221983,-4.56894972326335,1.93252270384459,-6.32739231258837,2.7792291991798,5.28123341986555,5.78158730769558,6.38426534574608
baseline,-4.25299241154769,-8.66260763944646,-52.1217904934117,2.84262106977821,1.53279663367211,0.272575893911464,8.66604202235002,-2.16904019411133,-7.97664398770858,9.06540223363936,4.31716558113555,-1.85900308322836,-2.26522560758921,-4.6238025093957,2.85231500207724
baseline,-2.54141233640541,-9.49760252346644,9.10581870343809,0.0934999538203523,-2.73851808175837,-5.61864635433939,-2.03492376178284,4.50399800381147,7.96009202957506,-3.84535414867641,1.97804144100898,0.450190140242086,-4.45708174743943,1.46054807190625,-0.669965841668337
baseline,-4.00271117411958,1.90714125841336,-0.986460963832672,-2.19339738758541,0.144755618579989,-3.59091564671653,2.97644640275858,5.72999279488267,-0.899171816488173,6.22942440494515,-4.50595852144972,-6.23500974247712,-1.52055073959396,6.16228281545043,-2.81065503084456
baseline,6.16461877216335,-10.0853602537101,-3.48999705039936,4.50595852144975,1.0087821079093,-0.262116121795874,0.695536076186397,1.18672767536857,-2.3695882737591,6.63784229250916,0.702124713839755,2.38740897133456,10.2301022950972,8.9292962816785,-1.2684455498612
baseline,6.29692323239948,-6.01488179684874,4.2942081052849,-0.386670757425656,10.3845490145295,0.646674023736489,6.79046316153174,-5.82438820295306,-0.097425913461711,4.85791802756357,-5.61522159465188,3.67145601911142,3.54096894221029,2.24836158649916,2.22782231498327
baseline,11.0118464868466,-4.95750015463119,-2.20732945095993,9.85770876533142,6.92750827408392,3.07978444064284,6.79046316153174,1.14703184742196,7.64690202113717,8.89364557097859,6.35213976385233,-5.87240255840962,-2.75445243470494,2.7792291991798,4.362553706691
baseline,-4.38213129097765,-9.72242791767135,9.9920700252399,1.61266342291475,-7.21212684228896,-7.32510610920764,-3.84882193502209,160.982999477668,2.80425086896269,6.37123120812534,2.16509753649081,2.06111071561624,-3.37695182960497,3.09222481186393,1.9656518687064
baseline,-0.149053121695347,-10.0238931286486,-5.76656301572447,11.1650551426443,0.95405165249566,-1.25138324172358,9.27459167652074,30.9755046510866,1.40651998601949,-7.10444114627136,-9.87297124441209,-0.564013515163203,6.56404348129076,-3.06259747240634,2.17548448585713
baseline,-5.11534769209512,-9.56028374380739,-1.97347284847488,-4.14921617590232,3.64577209181118,-5.96933699898481,1.31372705355937,0.316882885056934,-7.76600316053597,5.38245372633827,-2.55216567685833,-5.07278734027536,4.52803564969671,2.00596814295638,2.09322490473954
baseline,-4.7507113402677,-9.75337747306197,-5.89913351825793,6.94084386779967,1.95825252900942,7.0399517326057,1.00188192207606,4.3821312909777,6.20758851966331,13.4596768183448,9.17184783234183,10.1391559107467,3.1971764269655,0.35879056079742,-2.4891904007655
baseline,3.35810042887145,-0.524386136931751,0.7805634974297,7.66398570048915,3.51512585102086,6.61656657963966,3.49060280047291,1.80929177580079,3.66563354769862,7.01066503064345,3.90078142710033,10.2719940637382,4.72525616787807,0.973232816312965,-5.26637707937788
baseline,12.2570062141801,-0.299435235266309,15.7946645785403,-0.850563396098254,2.96743347076428,3.41617578202251,7.08642452352534,-4.19844768175342,2.18864076943584,2.31993928611519,-9.45634033744705,-0.0423830745726538,-3.66404847804771,0.7805634974297,-6.98416770565612
baseline,0.193289370509812,0.298099627053809,7.68603855163097,-4.00271117411958,-3.26239496421404,-0.550692570310752,4.8391028556553,-1.1244163587736,-4.68373870095469,0.673965523685468,1.21790590238995,-7.91322137386489,11.2979001607543,6.15622121554856,-1.81566847947949
rotation,-19.899050212216,-20.272485899932,-9.21312299843099,-5.48405110535134,-0.0806179947826504,-9.67085045389302,-8.04013826854347,-20.0712967669642,-2.05011628303826,-0.146286805421137,-19.7520805533946,-19.1218837845829,-11.272760958861,-4.54434284540824,-31.50770852159
rotation,-3.39134303263222,-8.48477278667126,-16.6718883332695,-0.977389501951728,-2.02211207775993,-15.508722761946,-6.92755606765407,-15.9639627692493,-7.34114959152655,-1.81894586453795,-18.4729410415718,-7.69845031449945,8.5691724596267,-177.098171197853,-17.9432853479596
rotation,-4.22801486171369,-21.8996699456085,175.54706994021,-9.26951833239575,-15.4249117370987,-5.98662823747774,4.26179958875394,-10.7843599925959,-9.53201687562973,-3.97585718342851,-10.6695291330267,-20.6165134125039,-6.38064992812812,-12.023434907665,-20.1755108430432
rotation,-3.25733370976463,-12.3277778849706,21.6503730758356,-11.1077070766918,-11.1077070766918,-16.0690807777293,-5.59520341964836,-11.0347870515397,-11.3687453820824,-5.44005264331394,-8.77994203138253,-2.85231500207724,-11.7608336271128,-6.61942220681414,-16.1338274974991
