rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17
practice,-20.5552971273341,1.55289569856574,3.6898254482584,7.95425015699014,14.1830805689111,5.12219072000767,9.20400021169936,-0.0213904128637462,-0.988590078248454,4.79689556854303,8.98815351315341,8.55792845815541,9.47553718007129,-3.66404847804771,19.2839135598949,7.45522678850219,15.3251105945099
practice,-10.3464732159635,2.2384494985592,5.9669535484244,14.618564623332,8.25155482495815,0.925469739673226,21.6186197649896,14.2933091247184,6.64280810631498,6.93998528942072,13.2559534514191,0.622420871613006,3.48469818484688,5.22661886166023,2.12611792493004,-2.06111071561621,-1.66019543531473
practice,10.2719940637382,2.44186361019871,5.4065761165143,11.4658543295986,6.20657694626589,9.15103959455185,4.47001213886945,5.3754612976442,10.6222737527996,0.638716095444098,1.83907185177673,4.27316121895213,13.779031149761,2.04378315766313,7.63865245347984,7.95682853987811,0.972821257951805
practice,2.80425086896269,0.807829248020815,-4.80557109226518,4.32556580376257,-4.82875112417492,-2.37780584641482,6.0008948202209,5.41650862456557,-3.98038317648951,15.4100803972562,4.35262810843913,-3.72044505675937,-2.32390143594675,-0.293784197881056,2.23483910886335,1.86269792547048,13.8903972061773
practice,6.66697570120267,3.92696957573496,12.4953668648752,7.17852760631464,-14.3103375740828,3.21712754557297,-2.23483910886336,7.43239647326903,8.91409291285685,-1.26454964623707,6.45534391371152,9.02305496771372,4.10033196603941,2.85231500207724,5.93351540037353,-0.359217621533557,1.4133919406673
practice,12.2830486021621,-3.07101067981624,-0.764727291667133,2.26010999619361,11.0596104588613,-8.30195603506627,-0.966124010179339,12.8749068303318,-0.954051652495633,13.6125425477037,5.16111983386758,-0.379372207829862,3.38877525147342,7.85609826084599,-4.51324093934985,6.39867759935171,-1.05898150210931
practice,-9.40953640427435,-4.24456470419564,0.0328608729643178,15.7493863038165,5.31239801208786,-0.972821257951778,11.1650551426443,-2.79913265649197,2.04431452074224,11.2048749666223,0.744103640740154,2.26710310988072,8.6111642531042,8.59043248414335,-2.32140425039533,1.23676040653426,4.9266063222995
practice,-1.5063227780035,8.2016869828314,0.415927495773772,3.79656293659566,8.6111642531042,2.07767856504623,8.2134104392721,-2.45173801707676,-0.447958514394164,5.95399983649719,4.76867746543481,0.0985530473815895,-6.40510451495775,4.46041729814383,-3.89711870606682,0.135300464100491,5.06470613349692
practice,8.70831575537567,-1.86103221278921,3.85687699299298,6.22549027924878,5.21795010841317,-1.24961435926261,14.3741152078699,-13.2095368384682,4.11281264646816,7.65212515561822,0.95405165249566,-4.007450133398,-0.954649502770618,-3.57467114660394,8.13822710366378,5.28928292455604,4.23066300291855
practice,-0.177343575533996,2.36191055947105,12.4953668648752,5.80644549031114,6.79046316153174,8.89229292330815,-4.48886031856252,7.54721912762585,0.159866568976583,-9.36432761260481,2.84767338230201,-2.83272253837297,-4.83746721756957,-3.49292065940947,8.10415861919348,-6.26450095043595,2.64832104186468
practice,-5.57872327609404,1.1622950748067,2.43938469308189,9.94494417059436,-0.682138754994959,-15.9471404204001,-1.69180892100412,1.56151891305168,-6.2011710933979,-0.129686776801938,0.155798493062983,3.55710941019749,5.15597703346223,5.82144152795012,8.81831775937551,2.75445243470498,5.58513703923304
practice,-9.6872691668423,-4.19587999352857,-6.74852962069594,2.64515249226587,-11.3989940550877,8.77635564038742,9.91512476707227,-4.33536248989155,6.48834783000262,11.0798374758402,-2.82702744257866,0.407902908919323,11.3852844656242,1.12569306534523,-88.7605349703052,5.49762434233966,12.9859701809114
practice,-12.6726539397321,4.02990772981077,11.3733910468731,6.5642858735417,1.57178826685965,-4.35269092049747,-0.954609231470574,5.0077945835511,3.87092877296439,9.37562508775464,-2.2110294985319,0.118855921901821,0.12968677680196,-15.1285632121652,7.85609826084599,0.416880031401025,-0.094113459144031
practice,11.7976664576025,-1.49933461949047,-6.14727807083414,0.524386136931742,-11.2068767746826,12.8045504916337,-0.547392150524949,7.92595326094821,0.673965523685468,9.67233726029401,1.72780293352501,-2.71434120905674,2.30379195113663,1.73333967938713,1.1253908083943,-7.7072420556387,5.37128380473322
practice,3.95145670138296,-4.59642614050368,-4.90345925657225,8.43995930262148,6.1050978642015,7.12388184739329,1.50631807167198,0.369215039423254,6.13340813686725,-0.176759837702014,3.15440735389198,-1.08927807916553,11.6982798290831,0.877158453023616,1.82677904152382,4.37553765090276,7.14587237170903
practice,-14.9044605948734,5.48747789945103,12.0563718629017,-1.83219877430356,14.6341411454067,-2.77116732608486,11.7926710940556,2.89371459042836,-0.153523054280681,9.46987197762047,0.931742681874493,8.01068050953735,11.3987008022784,2.69766904662592,-3.92280134458575,0.407711312490058,-2.2264532914387
baseline,-0.50782492939164,-3.76941305096759,9.88949190613512,-0.708020471529715,5.59986017375475,2.77389874853265,1.92239313920782,-8.10153525017633,0.368890566217951,4.24776042053553,3.86416674223212,-5.01887980163184,2.65664920760463,4.70838536663332,-0.976786092392315,-4.79089194817826,5.36868095454483
baseline,-3.28191436158993,2.06435133954955,-1.05393431016809,1.93121454102548,7.34415156577047,0.436241987137143,20.1896657499685,9.08218753300709,0.287625845852803,6.11450879626666,6.96862727371927,1.58880492919789,2.04378315766313,0.282951782183349,18.2665817869312,2.52968571679931,1.8952499138861
baseline,-106.044370366909,-7.27028154783067,-0.662587590494784,4.03968429773149,4.831105801991,2.23483910886335,-3.06499624046172,-3.19717642696547,-2.46726136550925,0.303194596385717,7.16438468079491,0.132774597562085,-1.84918776457832,-7.07428830412316,3.12933141290074,-3.76941305096759,-1.66941528427478
baseline,81.9995048120052,-6.24353183571207,9.753377473062,-0.210652215647923,-4.74678234894347,11.0421865367686,10.6976468517956,2.18135453403026,0.713081739580764,3.92280134458577,-3.20816422772086,4.06777813008346,11.5854026217479,3.04256857532651,4.21175131790698,4.57594325826027,2.08681429588008
baseline,-107.971278427665,0.44540388422667,9.10581870343809,0.287625845852803,3.26239496421403,10.2829269072019,5.30627020520705,1.67662383787133,4.47599046496202,-1.54186472270379,2.40899058154137,5.69556932780372,-3.61899962398504,12.4226558349122,3.67043191977435,8.70130668322996,3.77691401907594
baseline,58.0856624908942,-3.53019300106619,-1.37390591686897,3.29089951464754,-1.62568383990553,-4.93575789090021,-5.76502644435288,-6.42243678509903,-0.0666934888128155,5.51028355436657,7.87449392779449,-2.20732945095993,1.06967123787868,-4.11316399247707,-0.860846841487155,-0.334492261216612,1.24961435926263
baseline,-46.4259796460475,-3.68714682755736,-4.71141796395399,0.668129275988393,14.0259520014666,1.53982147337005,6.93024264617704,2.29269799787736,-6.53639006891256,-5.70669087528156,8.83494485735577,2.1058474348503,6.09818221949209,4.78399046571299,1.13371874092917,-1.04033647532827,7.01001996700381
baseline,4.46413938117419,4.09167338198215,2.82827150821597,1.47837294155195,2.51171857204653,-0.762223768318119,9.83242875950783,2.99765939964199,1.15057297580911,11.4046684665029,2.62558393503394,10.2887385240376,5.63260922369893,9.6857665000927,12.9135754764747,0.428199736802663,-1.53486411658389
baseline,4.61351294871117,-0.836517735028925,6.36970425192119,0.728458888380941,1.38481265586124,6.03321894583193,-2.24165179291359,-5.78134078130739,1.76151854752033,-1.19901356953673,4.25299241154771,3.2682857836387,-5.77659390250311,6.9001557148618,4.18751761688729,-0.887368305528945,8.73354433521511
baseline,61.8578571397449,1.45088655892201,6.60482656869006,-7.90071483962741,0.0773620164095569,3.0411428133162,4.55268282710413,1.76197832575961,-2.05023952477576,16.2991805586054,2.6469060747048,3.66325256179315,-0.667580998894404,7.10003465347815,-2.07814639031752,-2.78587847394344,8.69115969145983
baseline,-107.772177685017,8.75505853100538,5.28424419950015,2.50814430235363,12.1253290131746,0.426083157315784,6.40800307171188,-4.38322960170672,2.91358999850793,9.00983820651022,0.584080376272166,3.7643547438116,3.52792873969123,1.25280815074235,4.20967865956819,-2.95570980046331,-1.97864601328917
baseline,171.850251487468,-5.29731383104685,-7.36176665361608,-2.89221777306344,-3.37695182960497,-0.673965523685419,6.10268514097101,1.02472943765934,-0.329670369018323,7.9833274922659,-7.79295635911252,1.33746422601386,6.89175516437613,-4.84374756297118,2.60389135804955,5.9669535484244,5.45098631426176
