rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17
baseline,22.888848414488,-5.37303580236029,-2.39571756130333,6.27794322667827,-1.9464290542972,5.25876368460764,12.3227772998054,-4.85400328321487,1.59277265264631,4.20307356393965,4.41570931979951,11.3137270535594,2.65517146532034,0.425074810036805,8.17880276525373,2.55255663736188,6.21978708813201
baseline,4.85360945832425,7.94597086321295,1.80689133481333,10.9896497460388,7.17379721026693,-175.833869367405,16.7224167005108,5.37997559821777,1.87298938485836,-2.60931263864553,9.6247559923144,15.7394027334137,6.12745693566932,7.03256652923576,5.37988465452845,5.9191954470214,11.6887073695514
baseline,-4.9833026757548,1.26497458073678,-1.83231834499223,-1.06501255385554,16.8641246810197,5.90964008012684,-5.69127234582494,12.2873156932326,-4.76677532215895,4.51317842370442,-0.253022584432624,2.09928516037258,2.0431714601219,1.36449636972468,-0.110508093864879,0.810517685623851,4.92147812035526
baseline,2.2133607501394,-0.703544873715518,11.2613399859555,-1.3092805609954,-0.39214145548088,2.96351645170429,-0.46936545903268,-1.2236443596126,-6.95747659423021,2.2133607501394,6.44579884045401,0.334897310032152,5.50442992271497,5.37988465452845,2.69613411984202,0.608452472074986,4.55198646588933
baseline,7.19474881564446,-8.81325175052335,1.84756665667069,7.32000131028706,-0.290753897847578,-6.68999287886052,2.57071927779461,-0.995702765265188,-4.47337275886257,10.5906686928485,-3.3493629329969,-1.59705839751702,-2.98339890876489,0.337692448505389,8.46720336632789,9.36939238925829,5.94261043074061
rotation,11.6835811149365,5.03153747227204,-3.81131091427256,5.3562164406132,-7.25178817388992,-0.309368268973353,6.06879795006783,0.535834777954921,1.78658956072791,-0.0528166433671163,2.61717041659451,-0.0333025443817011,12.7143412090567,-0.455558509041549,3.88763269704498,5.226164839869,0.488689910693919
rotation,-0.654517621253274,2.78984240450756,-1.57097396202018,1.05318920717878,2.94808551348065,-5.73377982813689,4.28983387400214,-5.72517227160096,0.568871351800921,3.45967681834475,-4.32110320571815,1.70246840451659,1.06833075299516,1.8274511279677,-16.2122793817415,-0.169015914531298,2.84851689143233
rotation,6.04614974667337,-1.05318920717877,4.39004464685034,26.8148769850929,3.45967681834475,9.02272145978884,-20.2248594311681,-3.79882890660207,-3.21159317693437,10.272485899932,7.87193263560813,3.20808515507459,0.755469422608279,-3.95758897755808,-22.526324593987,11.3617573797083,-1.94081740410829
rotation,12.6935643946685,-2.46613588517226,-1.10770707669184,8.06477054339988,-8.80098643046323,-0.2044700224251,1.18139161139668,-1.90077183927228,-7.41703993971569,10.8643201758036,6.96667878470297,-9.20758658332745,3.73549904956405,-3.18637507265767,-26.6153817813865,3.07244393234592,1.68031413365123
rotation,3.67260768741162,0.297501811156839,-6.55097005603684,-2.35309797886283,-4.96974314678581,-1.22131116099556,2.16902214838532,-1.51324581643043,1.4643598315826,3.17210909490329,-1.43608458268355,-7.0413993665148,7.15578421585445,-10.8339509645104,-16.6328809731871,8.25079713631517,97.7579516098528
rotation,-3.89105846563255,-4.25755149813625,5.53077915176963,1.33840107334688,-1.41170598539204,4.05473973871854,0.262249798040663,-3.90258539465698,-10.8626498201523,4.74142478331274,-3.35756671553792,-4.36195632872081,0.730105374551277,0.392141455480903,-5.18656513256935,-46.5237045810082,4.2234060974969
rotation,-3.43601523127642,-7.33333986038943,-2.80805306253876,-5.76807992704465,5.31933558157714,10.9885900782485,-13.3689338565151,-97.4300591412677,-7.63041172624086,0.66423638671184,5.25336110834331,10.272485899932,4.04020401840422,-6.2519549219505,-14.2303103445298,40.1010735383003,-6.30657166345646
rotation,-7.96922491267353,-4.03066300101518,-6.05733155636656,-5.81276302925145,-12.6497460654006,-9.78934778435208,107.100543770237,82.9541872727826,-5.94714042040013,2.07038982247159,2.70765845965633,-2.59451538349017,-38.5066353451705,-45.3885987057629,-15.4679925180054,-43.5017889758747,2.1630117853801
rotation,-5.38203025303155,21.5204394385689,3.39295680988004,-6.51000294960061,58.4675469898658,2.90912786412791,2.05637186290166,7.14822036555274,-8.92569948667224,5.48675906065014,-1.24741127451957,1.22005796861748,-50.1179108269512,16.3092522878887,-21.393607207286,-40.4346067064964,-3.53698413295711
rotation,-9.98401174450681,-9.95572052764256,-1.36449636972467,-5.21445675972481,34.2279855609063,-53.442937548192,1.50185748093558,-90.9446203417441,-7.08891972115605,9.06850871588282,2.55255663736188,-3.65559782217272,-60.8198107480676,-48.3618997949533,-2.88239504384016,-30.2339481653225,1.22832516302884
rotation,1.53588859229449,-2.5707192777946,-4.09722770113135,-7.26322005426887,-16.851059668005,-14.6635816455617,-6.82498184395135,-82.7792291991798,-92.9635164517043,-3.9647497268286,0.659930071392174,-8.62819255120395,-54.3546502002686,-25.7805393369544,-12.2631239952446,3.97911899762899,-0.635672387395185
rotation,-11.2516999534817,-4.61754627366172,5.81368772540758,-4.48971644563345,-2.76905869800607,-0.985738002736046,-17.8350026935995,2.85206382291821,166.982510694038,-9.47561386306826,10.2792098524298,-9.94211906183749,-31.7217784728872,-41.7021573709413,-24.0994666954472,16.0808149274228,0.785521533351205
rotation,-5.66303526760984,-10.5906686928485,-12.0670554558724,-8.95966352467174,-8.71860046701228,-21.4118372306501,-9.33241900110556,-80.1500259664158,160.123640834397,8.3681499960585,5.01610703035181,-8.83350143746152,40.0139177630196,-23.158656260516,-8.13730207452954,35.9264602947466,-65.6104692787948
rotation,1.50185748093558,8.46513588341611,4.47106986165397,-11.8156684794795,-14.021375555274,19.3508063591453,4.2770225985205,71.0927652589286,-14.0556466101913,1.27276095886105,-2.48182768417737,-1.56140559875566,-50.412331598653,-53.9661888263438,-17.6806427358169,-5.90192480558629,-58.6315038795087
rotation,-6.22658290005436,18.7335443352151,-7.80660261241459,-2.3543756419011,-2.66253770230944,-10.1909657772533,-4.60742224248622,-30.684516350563,-11.8191605319336,-1.82769631699197,5.02994308767537,-9.47561386306826,44.5134646540009,-34.4741159406743,-18.1916440951368,-39.1707041841159,54.7878981849633
rotation,2.45278087237416,18.7836633390291,-5.55051669897106,-7.24153156350981,-174.265996683147,-16.1378189502605,26.1736427363099,30.385555198621,-3.75946755123243,-3.97306692484408,-8.66253577398614,-5.16025239951155,-58.2237761026753,7.43603801280759,-5.32511059450982,-36.3094178802294,53.5482391530377
rotation,36.7387555947994,28.7980408863025,2.72842210314,-7.95602046869209,-28.8923327883793,-156.892458125331,-3.79882890660207,19.9613959739547,-15.8085743601151,-13.971356984093,-0.37520347647068,-0.954511801584832,-56.9611569011112,35.3279145845033,-8.1788027652537,-8.76758124455298,40.8803119652262
rotation,-10.8747995716692,21.1940740532001,3.98511820315127,-5.43915251871143,17.543432885782,-4.88304124350072,-7.02354522579813,-44.1710993121215,-3.10196626522078,-6.22081515572749,-26.7248723747561,-7.50776214820746,-26.2230021999565,-44.4531617905453,-1.6382184723019,31.5716317838291,-48.365557650476
rotation,-21.6605456519351,17.2882468150113,-3.37096805159687,-6.62489359067676,-17.3441515657704,-7.20217438223868,-6.346734228481,26.4537042067236,-9.97927718270944,1.0421865367686,-58.8155674407897,-0.543659662552941,-34.4741159406743,-36.9063175692204,-11.219362195551,-21.9255643596422,-51.8660875884882
rotation,-21.3498177331173,22.2754285641809,-13.1424647732183,-11.0087821079093,-4.21302751068158,-70.1148552463519,-13.5558707686615,-36.0868522637885,-9.38643081778016,-1.35229678713628,34.262524211461,-16.0650965182045,-25.5053270562393,-45.5571004213872,-16.8724719707729,-49.3159092583012,-43.1448980440744
rotation,-2.03476095362207,-178.719257186457,3.57889404338961,1.22975187272213,-40.4261073381948,-6.71938593020705,-11.529439597504,6.54199951110745,-7.94437349386126,-11.6369319223983,-27.5494253397832,-0.504295558069007,-45.8472023839659,-53.3995151101149,-1.5266766378587,-41.3164843979775,45.4886005130793
rotation,2.05637186290166,-16.7647169050684,-12.4996558480254,-10.321309451803,20.6095485140281,-10.257826342193,-11.3321069562148,-37.6564372773738,-8.626094083131,-15.5721268651691,46.9103139586266,-8.67472590237276,-21.000526211821,-58.3580489651826,-9.58293737027392,-34.5974218072442,47.6775107362696
rotation,40.3367657196289,-3.83449633223142,4.00596760734435,-9.81772177337145,-6.91924069218342,-4.68530009758076,-8.26701670383732,11.694010263206,-3.00889331025511,-0.148948293305319,-48.4879733378121,-10.1755108430432,1.33395797764999,-40.9860358873326,0.877566241573129,-48.997264358312,-48.5831399713055
rotation,-1.68657304184378,6.62603888681525,-9.95891960720373,-9.44288079842011,17.389921435737,-109.073117995401,-11.4121713858896,-12.8846802812472,-13.7513864134111,-7.64389755906396,84.2270347069892,2.13868121367321,-45.1409175473337,-17.8091378648667,13.4213750910384,-37.4850292364113,-43.6565103867952
rotation,10.1628058899699,2.67734543722357,3.20808515507459,-2.47545541855895,27.9423573683501,-48.1057125443516,-12.747332458031,20.7820134822699,-7.37842246439318,11.5250561458175,-66.2826740406281,-3.29182719318518,-30.282994532556,-61.4567797798029,12.5920071297673,-28.5942391855477,-34.1377199032113
rotation,-14.485817251502,0.467846101145169,5.95293759433045,-4.83256428829654,-15.4487166253223,-107.764696985675,-18.5086723720565,-8.10475008611389,0.560315014443738,-12.4310081292834,56.8763957428386,0.467846101145169,45.3481973464014,-62.9772797082373,-9.56361257083593,-36.7143564102717,-49.9420472406089
rotation,-51.9298877929214,-7.19474881564445,-5.59711382556759,-15.1520620719458,-19.5809891498809,-15.2779051466611,-16.581483726553,-18.2694451487297,-11.5250561458174,2.24239894978313,64.0362227393495,-15.0858775026039,-50.7593293445112,-45.8356054824779,0.803445406218691,-49.8173125383231,-44.513170983227
rotation,50.6425510583295,5.51075169246092,-1.51900547191071,-7.0893480898742,-5.56992023639829,-132.898444110563,-11.9582525290094,1.87210650978384,-1.87171858172071,-17.47632036909,71.7121117322149,-1.84761026599458,-70.9205190189739,-72.4664211806254,-2.03031392752658,12.8299886503181,-47.2693913040325
rotation,23.5081988062149,-14.2465878633233,-0.961054464011894,-9.39988982104256,56.7336913815579,-22.7718447379064,-2.70474127664328,-8.2202626777989,-10.4491763734243,-7.24263199455567,-112.222715374663,-7.0893480898742,-33.3664910312604,-39.1195662995063,-21.8267433540931,-35.8926937579889,41.6386751354445
rotation,-52.2437494091663,-15.3255688968333,-7.30400598752406,0.0238931286486384,-116.619272150137,108.902756480062,-15.8880377215797,5.54286082047102,31.4786561762126,-13.7415306965642,-25.5686403502252,3.0583853089657,-18.2112646971267,-49.5695615028275,-53.9838613277368,-39.4584323735319,44.3854540378857
rotation,-47.1065076767648,-92.0347609536221,3.1352278519283,-2.26511898400466,-5.73299148383219,-135.400163587734,-7.19432348520346,-6.20051133388367,-4.22409186037578,-4.08217907673597,-26.8709134905645,-2.3543756419011,-33.9621384668154,-59.7799277573568,3.77836261231628,-23.9821873018924,-39.2119386828954
rotation,49.6962308215608,-136.846986740093,-4.4429126422115,-5.34360015537119,-19.8449747870226,155.252652590861,-21.0675808397121,-3.6244580876651,-3.82243632050413,-15.34632586237,54.7195799063551,-7.86352761359325,-35.3007330480004,-74.6638336829844,-7.84533684469607,-21.0810062641528,35.4800262202881
rotation,-44.1716100813186,42.5369058442779,-0.360657003590427,6.06908077772927,-9.65618146874512,43.111946656257,-18.0458048678976,-91.597058397517,-1.95327400039003,-175.502627540647,5.45171360126065,2.2660935162191,-45.6807369180837,-45.8960392358387,-82.5760580875773,-24.1345347621965,-45
rotation,54.888240910088,39.5485609505278,-6.67337614920004,36.3853561456547,-22.9008780180818,146.088539412818,-7.06079003527356,23.4657017344666,-6.87160222862545,-3.03137272628074,-33.8916993170282,-5.45635172421415,-29.4471881259579,-39.8325630133939,22.3518837543558,44.1817049906902,35.8602259752547
rotation,-54.8248690221853,-54.818255694814,-15.0403884608329,35.6806786086405,-3.26950708940128,137.371338579293,-23.0074457145062,-0.363767235236536,-11.9368643233772,-15.455458593767,-27.1000282836004,-11.3617573797083,30.068593259314,-64.7526668943081,-3.97461319052844,-46.4844123920143,-48.5806394952878
rotation,46.3376361485083,-49.5177056054902,1.43859820611837,58.428368216171,-8.23171040043169,-135.369382824109,-7.03256652923574,-24.4874872646296,-16.4048325482254,-22.0251276337348,-1.16057990027859,-15.4065761165143,-28.938778748452,-46.7649918428701,0.947453339537885,-5.57160485867914,-47.1752021131435
rotation,-43.4060939545503,-55.7642535952376,-10.3373465732789,-79.7848162343807,-9.79591541210611,121.593299524511,-11.0324732408977,38.8297719524616,2.04925720114807,-8.02688130293261,-22.8169341352243,-6.68488093590299,-33.4498109713964,-34.8379912194131,-0.684822588447262,43.8689953330484,30.616942155832
rotation,-45.5772163515865,-46.6728886310165,-1.82261523428947,58.767863653953,-12.6441355435745,132.818917187295,-32.6000210447025,-92.032867096595,-5.29515424112222,-1.37934309039233,5.51690870066439,-3.30975200518437,53.5257173457481,-49.6720739646267,-3.46360993108741,-54.0202292321938,-8.09285874158663
rotation,37.1176934306779,36.7256024147073,-11.408718698111,-36.4011303984011,5.48479269096573,-4.66083282372613,-36.2626884421513,-7.27460130888151,-11.3172207463807,-7.6482321251948,5.53858360617647,-14.4747166956717,-45,-47.1389378823398,-52.1746090815691,34.0691347688521,-43.8295686814905
rotation,40.675522329886,-46.6125923193287,1.54418588562228,-52.3181579662051,-8.54213339125811,-18.9834634619418,-14.0197656704995,49.3023682027818,6.78133178403824,-15.8737343998209,-18.3658479188814,0.434533100924726,-21.0187259600228,-43.7999666118088,-11.3137270535594,-40.0902263722114,-0.820710259637113
rotation,41.5505792020738,-46.3780163191807,9.88689155169254,-44.3192630819163,-16.2536045818707,-94.3874710354222,-1.55324467036511,-89.2183819264674,11.2302473251056,-20.21966292114,2.25982561345849,-18.6663943642262,-45.6358579841074,-57.110540523544,5.41008039725624,-45.157495741668,-48.8684952317074
rotation,42.9942564591616,37.4184923152961,-14.9973279177718,40.6976317972182,-16.1083144951485,-14.5004941909224,-12.3937166882379,30.204501266463,-10.4177623873196,-5.19442890773479,-14.3577269885675,-2.66253770230944,-49.8490019480845,-38.2871323405683,-23.3727390593779,-33.4078646313955,-43.0141378311911
rotation,-43.6806847774512,-48.1491283102821,-2.2423989497831,-53.1692405044174,-11.8098729246004,-47.6275518298451,-16.5582361211317,-11.6966700277471,3.20808515507459,-14.3561605685277,-18.5910294619965,-7.05009109538747,-42.1090448311009,-57.7148513654048,-10.2890246600747,-45.1024025388646,-56.8179251865228
rotation,-45.4888973503498,50.7167986362974,-8.46556044367719,34.8564120336519,-5.80062055440633,-142.315167653224,2.8356153192051,66.605561471547,-8.54327509641038,-7.45349568585857,25.6030066920919,4.60742224248623,-51.4933646548295,-45.4970402126432,0.0941456040480978,-48.4183030369686,37.9238989605314
rotation,-35.2074251621303,-45.4995048740442,-85.194714618487,39.607500638928,-15.4247613103892,-50.2735557629693,-6.25101262845441,0.752311541602655,22.117445250214,7.15578421585445,38.6272636630939,-7.63494017877923,-35.7365762158471,-43.5623207582799,2.53769987536785,-38.7909530328075,-45.5851282929894
rotation,-47.8076935124405,-53.442937548192,82.799132656492,53.5257173457481,-7.39632275947108,-73.6635606470045,-15.64224200585,-27.969543265586,-4.12759744159037,0.385717096409683,-42.6004651310719,-0.624374912245345,42.8628124891414,-40.5955324737791,-15.3027786580704,46.8205859261438,13.5354998577951
rotation,-30.7553315023707,-45.3885987057629,13.8442677927136,34.3803196155362,9.61142474690798,158.795125033378,-11.926710151337,-77.3669921089783,-14.0131737446453,-8.87103929163948,26.4574386009649,1.53039640725017,-55.2215734330387,-44.5649532808611,133.808805566969,-6.73760503578597,8.14871351022734
rotation,-48.5677243046915,37.8503960136323,-9.12832169922493,-17.097155493815,-26.6007621243789,-11.2613399859554,-12.9827778807268,6.7571841328778,-6.77486325271047,-3.62488834859826,0.205915832277013,-2.39571756130333,-33.4806040170227,-38.2871323405683,-88.6727380295181,-43.2002521530813,-42.7450938605634
rotation,-46.9292569526002,-45.8333608070554,-8.29547106141844,-40.3308176098032,-16.9149487364853,-140.492617080153,2.16995208813342,38.2484367508435,-13.0066075562035,-9.72919841118024,-40.452430608004,-17.4231306604951,7.96299639852608,-44.5069141649186,-57.4434157118441,-39.5609071578137,-38.5445138456201
rotation,-40.8259817131312,-0.410181947754626,-6.81518706881824,-24.5259281467253,-11.5160947602321,33.0934495157387,-11.6835811149365,26.4421518400003,174.934964149096,-108.591029461996,50.3897739303323,-133.089686041373,-43.8251802426947,-50.0689516397497,34.4269833090028,-46.3493945228018,-36.4002685870888
rotation,-45.7816232337185,-8.93439487472201,-1.25870922068729,40.5736624530552,-13.4451010189805,-30.042909774603,-6.23564525618841,-90.7216727396409,NA,-4.88304124350072,-48.2513975779082,12.2283600923978,-56.0764433909029,-38.9958816021644,52.6763076176462,-17.6793292701608,51.7441214432888
rotation,-54.3142413691491,-13.2317235010053,-9.74527898404541,27.9559147363195,-9.97554447206736,-28.0313940599464,-15.5206204705464,-12.7717399419476,-6.70450196081209,-57.1846340741733,-37.1888451231964,171.761721118302,46.3544981589928,-37.1053430769827,12.7301595265644,-52.170066726521,-49.5987906695928
rotation,-49.2471527150441,-52.2867422669414,-10.8643201758036,55.3127687831468,-16.802083062613,123.845932310378,-15.4459973693329,1.26498243853715,-7.5482619829232,-39.038075327598,-46.9874132686868,12.3199392861152,-37.2270817126629,-35.4283239560719,63.1612132846206,-40.9558569583297,-50.9693706983114
rotation,43.7235417607677,36.3907368450698,-20.3117896938171,21.9053419250573,-8.73545035376289,-134.413000999283,-4.79894618935226,0.635385268534891,-16.7400393448347,-26.5650769601697,-29.8158636932628,-3.5788940433896,-38.9227866075276,-36.8049064820549,-24.6796132098029,-50.8677431335516,-38.3710909430198
rotation,-55.586274232889,-13.3480560308286,-0.568871351800899,-33.9762174411872,-27.6168154225491,-54.7847094339628,-29.8704184018143,22.0900633600935,13.6959603332563,-48.8718383039434,-40.687900071058,144.569728171203,-40.2129792918892,-50.3590532540615,12.5432546087243,-40.4141891651966,-50.3897739303323
rotation,-42.3509680262729,-51.9092972738759,11.9883325273073,55.1329995180252,-0.465114043407123,-69.8263021841579,-20.3951727067366,-42.8378174200695,58.517056300754,-27.4609170511666,-36.1805654333473,91.1435456638349,-46.8991171094343,-50.8077579464568,-138.901013722752,-3.35191246450371,-43.1694364555572
rotation,-54.4709952192637,-47.2901143417691,-7.44783432314165,22.5430384897738,-3.39517343130995,-154.370034871961,-9.38447114379739,38.7221065627819,-16.4565396178349,-45.5102598752925,-37.6385257413446,81.0784993630604,-45.3285533763044,2.12455568330179,6.23409576388789,-51.0331772098093,-43.3874076806713
