rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31
practice,5.02933634535632,9.1935020181833,5.72449497475201,144.171410502959,26.242932124352,8.2670158862396,-1.23800448081592,-158.874379530208,-172.255886942986,5.52335753317982,11.6592054221251,-162.356535435522,-6.51471180130124,152.191952926808,174.15484647845,1.92440497524343,-3.88822367733489,26.1688979279883,-122.934602130007,-23.4515914255996,1.37624210349424,-135.511175263538,1.4738220194165,-4.77832898620939,16.0475012730938,2.34405394834239,3.23171106797935,154.555610103352,-36.4015206789881,-1.1982430891687,15.2134420473985
practice,-15.6886724596723,9.02849958756956,1.03512794644273,-4.35140643501286,1.03512794644273,7.10399445947983,41.0177015183205,8.22825789944273,2.34405394834239,3.65426732843711,11.4881069028117,124.287284254894,9.69449319338823,-33.4973592143337,2.34632383972682,3.12325272049911,17.3140363043481,11.5995441979352,-172.147931282161,10.9248500137435,13.837590462882,7.34221145747538,10.6420685412186,-10.7445117654134,19.6935646585847,13.4607479735576,9.51831579565634,0.531709024366297,-0.678588965908144,-2.69484251041147,8.02298297149816
practice,-2.30350170239056,6.45187547814105,-10.3578183580752,30.5158949001647,6.06021650490546,11.6417238767528,20.5849829281061,2.90253575730227,23.9170539207673,-10.1745260526949,16.5277380110848,7.20531148607834,15.2950060096425,-0.127662203134387,5.81246267526603,-9.18909301147019,11.6425857070749,13.4236766374284,-171.458021533549,-0.493322477459968,12.8175279820747,13.8858620206277,-3.89907265481172,-3.23171106797936,-2.32939052563301,11.7278272309558,5.6898622485564,16.2463221496956,4.15566438787548,-0.297849681669225,13.0953249053342
practice,7.54832562118921,12.5873763455162,0.223402437781453,-7.81899276785636,-19.3223593411656,3.79821919082784,9.51322763481714,20.706059511144,26.506594830467,13.3835288157963,-4.2645471202189,-1.04930528132293,12.7829759169995,-7.35764271025264,-1.20477794986501,3.56546272392376,2.30350170239055,10.7590178600011,6.17713522587107,8.51941048496265,8.82745427243578,6.36683575186147,-2.09259132873416,11.3341629725698,-4.09225401044406,-0.82373578552017,7.69611090845355,0.524051895073639,-8.78580825725597,-2.90413438598233,0.127662203134381
practice,-7.48362085636881,13.0276264611577,-7.98708459908215,-15.1606485083912,14.8277218478637,-2.28384690641891,22.8363824862331,-5.78683497612483,175.851816725558,0.963756532073519,-2.60154084864045,8.37065756032106,11.3837443569417,-12.9392162887845,-7.00340037722703,-2.96955542108199,11.8526775114815,5.02933634535632,8.70456382300726,-12.5120578564351,-2.60145694826726,-2.13480617580313,-4.58006955283124,8.37065756032106,2.443180387506,10.8572248248374,-1.66497549294492,15.5075994191787,-10.6495551590149,-2.82185396791993,8.55948311107386
practice,9.51831579565634,12.1240402632406,-11.9470998984112,-8.28073746995381,-2.93796974933767,18.5164472914561,-10.1421966707361,-2.35408290727541,20.2738696206529,7.29504371066745,-6.74243083003279,0.42019537516728,15.5523620731357,-11.2990272975697,-0.355898476315463,-3.94733996280766,6.33682664912611,8.45055608829769,7.87042386665292,2.71741882006248,-6.19462379448665,-3.76125063411588,5.31722935721339,4.05584182847998,-6.25056080598816,-0.777941584631746,13.1822171911324,16.9275569853915,-10.4063350999364,-1.0401453520044,-7.65350431033065
practice,-1.67887365799326,2.86726172114069,4.76336197064284,7.74979557511659,3.63955831236914,11.314797992855,-178.005914478084,15.5075994191787,23.6974824976384,-3.55809451098709,19.7030220354882,19.1337375792496,-1.58476002156851,8.11363439785926,-2.21904167839024,2.91478604167384,13.9801053468443,21.5973977114221,16.1692462007438,-2.92499131348095,6.68926545079397,-11.3997825503447,5.4769379064368,8.06913114897195,6.92430362267456,-22.6600526721613,3.40853234353044,13.3835288157963,-1.40276473097104,4.09954282703316,-2.58535664267053
practice,5.06769355839867,-9.50458488427121,7.17540692952737,8.73404745334913,-3.88822367733489,12.3195169513897,150.109563587361,-7.92802028972759,29.9716280208411,8.29461695992482,1.30539370001219,12.2455616101728,5.41840456791406,4.13109743449417,3.98507693754424,15.9978240141429,3.38713771251507,8.93398994806307,22.5611838211159,-3.92100025155747,9.37411735496254,7.42709668988001,-1.9887685451292,-3.21299564431223,-2.62321525232734,-2.21904167839024,18.0825616585007,5.97735365651033,7.37256131848577,-11.9933100661063,2.23728761439278
practice,3.34917717279076,1.08899458137088,2.83532341846104,5.26878516050217,-7.59316407822019,1.73928054545222,7.22213156306146,11.0267143314647,5.63306509253346,3.03028292794386,11.3137537059779,14.1555534655708,3.47488003020028,13.4049093566108,1.95826386604013,-1.79203032265323,7.35771731708016,2.77543691459922,-1.67887365799326,1.96193725642287,7.71361645298374,-2.49131549267741,-1.44411296030502,4.35140643501285,-1.28715466967863,-7.35771731708017,4.33587386098471,7.70792203413489,-1.04070299852001,-8.82745427243577,-4.14509079981042
practice,3.61487465484967,5.69467071845699,-6.09770795971964,12.7859436927398,-13.6621030662866,5.53183399707156,8.94381258959547,2.46297061095972,22.9166591837712,5.75317602936194,-8.08067811505844,8.77860404410997,1.37624210349424,14.9214624360388,-2.73214363003147,-0.21440505974427,10.4353728192751,12.1451360468807,5.25018280014523,9.03112210772955,-3.96577465069724,140.150906390838,3.77625905073463,-9.7698520483919,9.39028344320246,9.64896573382115,-3.26837832110221,8.20048734803513,2.37461052436162,6.56882283304382,9.72613037934712
