rot,p1,p2,p3,p4,p5
rotation,-2.75764274506896,7.37515024297513,-16.8443507871522,-16.8514129785452,13.7455834014057
rotation,-19.1971060945225,-9.29211224868446,-33.0038703497621,-22.4603861964362,9.24317425538055
rotation,8.34601773207798,2.81288691174694,18.6778984704935,-16.8861883138762,-17.5995763150419
rotation,-14.2428524993756,13.8370484621343,-2.40349817529754,-8.45116354530774,-11.0980702104417
rotation,-20.3227457342844,-2.14158281500693,-16.2420042713049,-16.659034345254,1.46243581352373
rotation,-0.0393836259471307,15.2510632426016,-17.6150001719907,-19.5647055352874,5.01278421693391
rotation,-29.8371251223363,-25.7721727690442,-8.68124345426849,-12.2446117754465,-17.2678983841354
rotation,-0.864395664226413,4.67094306090805,-73.1432508490016,-19.1120397682957,-13.3203110795294
rotation,-29.6195838405476,-3.34930818839727,-12.4567001031482,-17.1526387820623,-21.9018227974577
rotation,-2.13282681446077,0.24264618645308,-30.1715378064504,-27.1582948808138,-2.48437534996832
rotation,-72.4960385956205,-1.62948245770822,-12.8764352138364,-16.0289289404061,-21.4412633042362
rotation,-13.6591423618148,1.21878688877522,5.87308140065894,-17.3718032766848,6.07148518995632
rotation,-28.9899684616758,-5.08780428134334,-97.7216259240881,-18.1170201370663,-22.0320168756298
rotation,-9.69532029862354,3.21619841241563,-10.9380845527009,-32.5080230616463,-4.63543432066921
rotation,-10.09042655561,5.26487275362492,-14.2771239666964,-10.2454810938804,-6.79874049347076
rotation,-18.7459091480987,7.59651263365315,10.8898283697844,-9.69715889555691,-6.97668048590016
rotation,-19.4365397689189,-11.4788510566592,12.3558802495526,-16.6687456649493,3.03524432345061
rotation,-94.1417238767528,16.7756921492022,-59.9516743788108,-10.8964937837708,-7.04701442205621
rotation,-29.6402678576947,-5.21615309358108,-28.4702685422456,-25.045115908162,-8.58026764673972
rotation,-11.314695564848,9.66631139383135,-22.1277072734905,-31.1331642481385,-2.17969082185423
rotation,-20.425999124706,1.65612547010632,-16.233917611104,1.36090510870949,-7.92019537516726
rotation,-16.0289289404061,8.04629841170988,-26.3044553561309,-10.6973782755666,-0.0960487385356535
rotation,176.426043997039,14.3713405801416,-3.38412519199726,-5.11259789790171,-4.59107282053982
rotation,-13.5375641864763,6.13068959108601,12.3577695929519,-12.2133565524491,-13.8095242271784
rotation,-6.02937862762868,22.0025807079825,11.7686470171303,-18.1677291750135,-14.6745531138063
rotation,-10.2315216079971,0.927613920311349,9.2678582262446,-24.746833766531,6.28721016953974
rotation,-13.7781983407416,2.31504903147309,-64.1494081384461,0.774105110223956,-11.052707970427
rotation,-26.9447183000142,15.2510632426016,-114.14836358543,-0.703238649538695,-24.5545807845556
rotation,-26.1779131393328,14.2314150621027,-7.59651263365314,-30.6810327105662,-19.4293637944078
rotation,-70.709914365025,1.69723796749867,-41.3390012895821,-4.35808388825505,-13.9289127280569
rotation,-8.39792381371032,1.32286477412893,23.8387861822424,-16.5966464316293,3.34232311462071
rotation,-7.01587004166303,16.8052566422071,-78.1630964079503,-13.1007884687472,-14.4571858695869
rotation,-10.1812229133299,18.4699657826909,-30.1583519494245,-2.94000973400406,-14.705442251189
rotation,-8.24917674726465,-6.21981955566318,-24.1343693486761,-9.07475480198927,-20.5380627435771
rotation,-2.63547063416268,17.903020064178,-12.3110588482855,-9.0486019697823,-13.1432508490016
rotation,-7.26228351175292,0.41665918377115,-60.393406291957,-15.0611838211159,0.786047922808005
rotation,-5.20897984390312,-3.91689059699116,-27.0837456870902,-18.13779420111,4.69255521062287
rotation,-10.214305592403,3.2075712785953,-63.4046709072475,-18.2222087590737,-8.82928276998589
rotation,-34.7735023240716,9.50318610281932,-4.08738921680744,-13.9921259735956,-9.8725366704919
rotation,-7.97457567328252,4.51036681561209,21.8951350168558,7.90547958038901,-10.182132178508
rotation,-19.959265599599,12.7266396995017,-7.15495431312959,-28.0318339970716,1.45621515612707
rotation,-2.57088232037876,13.9134490554002,-40.5204748337499,-13.407747294513,10.8664891137605
rotation,-5.07531810591096,5.80581860816574,-1.54672663860948,-1.40277902963272,-20.1893122923287
rotation,-35.5064431231971,-9.9004985309293,-115.457366401988,-19.3174003064791,-6.72380477382198
rotation,-16.2263468176601,3.63366282508577,-34.5652296785109,-16.3178267002786,-13.8535133204771
rotation,-19.1918784488013,2.03351297544648,8.81815694252145,-8.13721029540567,2.78315477009959
rotation,-40.9333690583402,8.91744321317101,-65.5385860855884,0.859832687983296,-13.1119394179298
rotation,-20.1223485338168,-0.975511604695406,-2.80621563585107,-33.5764907382758,6.16210306628659
rotation,-76.5739870502785,-16.6935020181833,17.7651578728432,0.277868436938541,2.61485349388568
rotation,-2.80621563585107,0.811455178790329,-14.2418963595152,-20.907395332917,0.498732442504655
rotation,3.80400292827237,0.760410579357699,7.53351349081615,-9.52093741233601,-20.8053888260649
rotation,-24.3605578679253,-23.6245566037719,-15.977734973215,-6.90610234193774,-19.9682421468829
rotation,-84.8610701415622,3.45947392796922,-14.2424308300328,-5.38847036333686,9.59976497230635
rotation,-29.2418963595152,-4.40929811597537,-22.2764509261255,-4.34761185866494,-2.68205722029077
rotation,1.26318705431449,19.1979066686589,-55.5212317787103,0.535634166445327,-24.7153297862232
rotation,-42.9746568287106,11.4848065034582,-17.4003199499401,-6.31604926909886,-12.2065679397906
rotation,-71.7924287214047,2.15263878206231,-9.25346347482605,7.26075798844125,-1.28892421284401
rotation,-32.4514599113793,3.37523734628638,4.15109061202532,-3.52429903560842,-11.1969546313138
rotation,-40.2321436300315,-8.54930528132294,34.2103725902161,-22.1306639927627,-4.08623217811877
rotation,-10.8033628099673,16.7374444736346,-1.85674915099839,-1.61496230992931,-16.9507170381423
rotation,-37.0401853759408,8.96209965073681,-18.324454240603,-13.2315348198502,-14.2550486592043
rotation,-34.0251199697997,12.6262821281924,-75.0946526394962,-37.4966176174491,-8.47052924918619
rotation,-7.22477004867421,6.14216941172483,-2.01867577795394,-20.4713226284392,-5.30928261772501
rotation,-23.5960291893379,-3.5731995199833,-23.9416463647776,-5.78055523394215,-0.518310566376688
counter,-32.0370557417936,21.3304348735069,-10.6626686201868,-22.8688385517744,7.20321658614256
counter,-15.0975038668174,6.61852571916744,16.4438125895955,-7.39147830359634,-10.5509583819036
counter,-39.7858624871568,2.38662871739031,52.1376090180375,19.1035062162292,-13.4231568642843
counter,4.14812857403426,12.9129210804795,11.4889636490772,-0.627786686882104,2.734864415511
counter,-83.2271357073812,33.2190503949299,60.7151063524841,3.7871991888783,15.8600752648879
counter,-23.2836962818241,13.8562848098736,41.8352924698334,2.13193301972025,0.483888781322704
counter,4.5447197785575,8.96436566554103,12.4688276977866,-2.26517267291108,4.10350621622924
counter,-85.7069750717814,-2.55028813348284,24.3286582852039,0.801093404128623,14.3936324922716
errorclamp,-96.046250967845,-2.23236930534049,-8.15820861653683,-8.46543188948071,8.9706213723713
errorclamp,-5.18931229232868,18.4532445705818,5.51385883504451,11.2043531753153,-2.56119294704551
errorclamp,-3.33850550289557,18.4697206470148,4.81877708667011,9.05707137563665,-5.74739466149569
errorclamp,8.02331951409984,-4.14977334323363,7.43080458213814,6.6948333521957,-3.55152811488516
errorclamp,-8.99773128916257,-2.87065056848704,10.4466154417141,-37.0401853759408,0.0991485940739752
errorclamp,-9.08099717365208,-1.26212573869822,-4.96287850514461,11.0321621257305,0.566176721732585
errorclamp,-60.9280363541336,16.1437151901264,-3.49033524288486,15.0214395283618,-2.32067882045166
errorclamp,4.85858673202333,23.4702098570542,-7.90992795843861,1.97444900755062,-15.6732910947049
errorclamp,-7.85394593517406,9.59181077536671,7.02628104001633,-8.25467144382543,-2.97518373777118
errorclamp,-11.9873110940577,6.4493876466742,7.40937376116244,2.88716464575908,-6.0583536352224
errorclamp,-35.0304550993346,9.59259132873416,-18.6489423307465,0.318468721055384,-0.0480506062455303
errorclamp,11.7304548881582,14.6603810187017,1.30417762258514,2.36060674955981,-9.0847600215685
errorclamp,6.00170476965991,15.3502759015973,9.83124059131381,2.91606331909506,-8.66956512649307
errorclamp,-13.2176376722772,12.6105178844265,0.725453434108346,1.68979914419108,-13.2529161389655
errorclamp,-3.28831130125686,25.1780696229008,8.83633961697594,-10.545415986354,-9.82542450406572
errorclamp,-13.6644133154079,7.89781730292684,5.5234299507808,6.71986608823745,-8.93533025899448
