rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31
practice,-6.08523682677629,7.74024615428842,-3.81119025307466,0.325243764839679,15.429116780202,-4.73968783579626,29.1565152149483,-2.77816261816365,7.16358164556175,4.39803373477922,1.36531049656456,6.10032645619928,-0.14734491766917,3.96175980287753,0.179971831659473,-9.72070249576569,4.14609934979182,30.9205140190349,3.0570873577885,-2.6822392729883,5.42258820872928,3.45885728345446,-5.00507533366314,1.98149048445148,21.4367524213823,-2.44080836462639,3.77743102972419,24.7435650220255,-3.61699416290581,-5.56961118307223,0.933911542978957
practice,0.342816396328292,8.50328679440176,-7.67007948165171,-10.5540961133016,-12.3185478229754,7.26989770490279,14.207519401198,-0.81795134971738,8.22372589307973,-2.32875112417492,1.58059309510181,20.247332458031,3.31781378587168,0.542523405769786,-6.32416916926419,6.00506677168894,2.93460670649646,13.3067000418851,-147.965392150982,-5.33647956016529,7.32267885837121,-4.59087213587208,8.08594289492487,-0.985312465424165,9.45883663139365,1.71592241127116,-6.00783765801309,2.38491108412871,0.246257516116315,-4.03161209367375,4.40045406687392
practice,1.37334820421549,4.52323051022946,-1.41309767650111,9.0431341639744,11.5411427165456,0.923901498504556,-154.588004537544,-1.30692940614303,11.6275974415904,-1.77894001049075,2.52786400535446,8.28817284513453,8.67985830521896,2.07918376116882,5.39221777306345,7.69107879616784,7.47197532566428,4.45381131352279,8.66031961844561,2.62379511984933,0.556011398542597,1.7662201718631,1.29656293659565,7.32210361093044,0.711726417918816,5.98329067402995,4.40045406687392,-0.0140459187991236,0.392334741977751,-1.74638716177435,-10.8181730471378
practice,9.53990797042496,7.50152180891372,-4.33962468661189,-13.4488799459312,2.96972984463567,-0.901184777463734,16.4411696169735,6.34349817936087,2.39644540464012,2.43316552191025,-2.78702572381014,0.193002609398223,1.53429171373177,-8.18508282610773,7.01263877195176,12.1538123914869,2.77067246305804,6.70918706045147,9.80991558926692,13.5429153898356,-0.159093566919049,-4.10278520329437,-8.08389882729636,8.61746305044209,-5.17222211502941,0.808191078995879,5.94510101898048,1.41857931782009,-8.59215092891258,7.31123069671922,-3.07029120107225
practice,4.49603328360079,7.43138494803081,-9.56553183832322,-5.27665492396129,8.94214130287038,3.60343200800087,19.6504964197927,-3.45029735301971,2.99686787428521,-4.1335089687396,-5.22924026817014,10.840707346477,9.00241968786664,-7.79075389784758,-8.81919149498787,2.61213969982109,4.66271602308073,4.27187596383863,9.10088543321519,-0.482963547707916,-0.847876505445575,17.9268572672815,-0.614855752905585,2.64545579289477,5.32871014012355,3.29672799558242,-0.709727395221232,5.00463313512485,-3.70678021975189,-5.96250080684476,-3.17903186840875
practice,4.87433094819798,9.16530244441875,-1.02273235429567,-7.93777793322811,3.08356521274302,-2.22415715493598,6.48814872222164,5.39189632429071,7.42555941777435,3.33768941719947,2.75209242577882,0.943701843736481,5.05980599532169,-2.23734520378592,1.9028861744324,0.983140379457738,2.22305669589423,4.00405363304449,13.6829635680839,0.40463895469802,8.12732649438287,-0.24625751611631,-1.96673294343933,-2.95214678546239,-1.66740583394507,-1.74968164019548,7.02763285377757,8.98102589963447,-3.05417078746254,-0.562597472406341,-2.50360346722503
practice,-0.081216324789969,2.89476224000917,-1.49032606994145,-8.45062481414233,9.81183020270431,2.14713121044686,-10.1380894405289,1.91490109960354,9.8326330371806,0.587160983003633,3.37699346875705,14.4572382574103,1.19828517753894,-6.65652327459949,2.94003253805719,-1.39746718628361,5.71341043927209,7.75928247725129,8.5541762430782,-1.36904195369722,-2.30387272900656,-2.48423880374765,-2.5755227894806,14.9921936589066,3.4489704775854,-4.23178227529747,2.20049681205953,6.88135364566059,16.3897368171093,-2.09203892103446,-8.44800360344549
practice,4.2583133338147,-0.781567134115312,-0.282355455664825,-2.49773974749122,5.52941442378405,1.49226044087463,12.2265562570954,4.14808753549629,3.99291145751442,1.15244764055569,-7.69085087055271,5.28351412922964,11.3041273598038,11.7107217728758,-4.18036809589668,-1.50271117411958,-3.81119025307466,-3.01028355436654,7.50964718363702,8.25828396757706,0.823376162128691,2.59951093010509,-6.8453950983993,-0.265160891136652,-5.38606967517948,7.38233018443638,6.23312521536529,1.70729414580603,-11.1817414178438,6.22886566670014,4.51853878001782
practice,6.19134448139046,1.50202697641255,-0.650743442881656,3.76096505312526,3.73409785533804,11.8427801787177,9.71412152605654,-1.78849631045084,3.04844868471028,1.06562184161767,-1.55738956925939,11.5313929874838,5.68790303498048,0.27217768501675,-0.241834620444082,0.632748548030717,3.02675668621254,7.78105201834474,16.8612777416004,4.1735794226295,5.87303526891491,-1.91704826517848,-1.30692940614303,2.17564260156659,4.02498155340486,0.276425503227405,0.146906074704773,0.837406765659545,-8.32583529847328,1.73558997780224,-3.16659591837302
practice,-2.07895848497399,1.98618851931288,3.28833229242843,2.74478005147806,-3.09992869203581,0.949543914037178,12.4004890698949,-15.1930026093982,9.16598140835698,2.22926668236879,3.32325979026096,0.556011398542597,4.0193959829773,-4.02159355656861,1.79822451811786,-2.17279752012187,0.0534278556801201,3.63294250344647,7.56582255061238,6.13550363027533,4.38015931189974,1.47068560127932,0.616530426340357,-5.0287145312688,0.874973166037133,3.76915538656574,-1.25602946451887,5.86711902681292,2.15838972482152,8.21944204645244,2.23320190683675
practice,6.48528210818826,-0.0973066493805595,-6.47383776668686,1.46404946589678,5.94510101898048,-0.808057593351207,-3.38744493978456,8.02124385156048,19.5563867494257,1.55430677512714,6.89154752792502,-3.46862535543055,11.8586537235033,3.13377589582948,-4.40013046597181,0.976282711871704,-5.17404506587909,-3.4751845332383,-0.683950952430491,3.96890113128926,8.04995407102653,4.98460517823676,-11.7917703954618,-5.67664744685405,1.68004785927628,3.16154563055746,-2.47135105627441,-2.71155362727105,4.11743337918316,-5.90618036905344,-6.10056659524247
practice,8.34031124542021,-3.78619580510445,-3.75199770519263,3.80027080179706,0.518228014334931,7.27593087572834,-1.11538660475819,5.22372035748352,10.9784064434314,-0.34421578414554,2.32743041938045,6.9408184112665,-15.1002888956148,-3.77866142812606,4.14768327496878,3.55680426883673,-1.93235681778971,-0.929560545338544,0.637233717066141,4.54378315766316,0.0815856642183957,-1.59946669544721,-7.44718335663286,11.2422801601115,2.35224159432078,5.50914031691183,6.0997927917936,8.20354487371552,74.0777473088099,6.23091025383287,-2.12688490401802
practice,8.01372078027664,-2.44292796999508,7.44779121794741,-6.61040541691038,-6.47891383827098,1.58059309510181,-2.84667825876898,0.693926457369803,4.55362244478827,-2.52465806721218,6.77103737779556,14.4913216263745,4.55191448651936,-1.1924617143611,-3.44176851275328,0.303465461347988,3.02939245740757,3.28375746957914,-1.05710941019747,7.84647321596347,10.4184778033325,0.387258196146328,-0.440124364823119,7.19063173102665,-2.04512784343768,8.03097228553816,1.25110760073819,-1.975990464962,-1.77551117698138,-7.00589678071752,8.86849244999205
