rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
rotation,-62.7553456431993,30.6762859896707,-5.03929952837491,-16.7014628979219,-44.904637210148,104.63841096813,-4.41486296076696,-8.37209296148913,3.92888705859749,-4.60523775999083,-50.7100442675633,-61.0494885936275,-18.0401382685435,32.6024205308901,-40.6804207441859,-40.0794027402891,47.1248084171629,-12.4487018840717,-4.20237048592891,-3.43021003745151,-21.3837269321309,-42.6012169818046,-40.3768120818027,-61.7110723782247
rotation,-53.7290516159812,-24.5059585214497,-11.1769472696746,-2.26609351621909,-41.7576127132209,-9.47439487877308,-74.3976890956562,-7.52788964064838,-1.70052587105066,-12.0814824071241,34.3107133099262,-47.6123871905604,2.26511898400467,-70.2724858999321,-44.1666391929446,-59.578567880237,67.1968114897686,-4.48122920557996,-60.919134575996,-6.51529542313175,80.2915856295194,-32.6751292892936,-58.8118118460019,-33.1686432269373
rotation,-18.7413608177488,5.10544335346202,-1.6586893668153,-46.8715508119805,-45.3931433962369,-26.2015477457441,-27.8287101401235,17.9498837169617,6.15856022970476,-17.625669051802,-66.597842645193,-44.3561605685277,2.2674276125503,-21.9786460132892,-48.5209688496761,-50.5757174199734,6.0917427670439,-2.76290383820684,-73.8667908604408,-2.01100218796226,-18.9840589424331,-49.8324287595078,-48.1884855458977,-31.1342030390768
rotation,-43.8823771683838,6.3198668005533,-18.5227903670618,-52.1480917110096,-41.9794560836049,-6.19307059385698,-27.0372210159539,-10.4508056293411,4.96007203516559,3.8500393652017,-12.4377834151045,-63.1612132846206,-28.3893395563231,-82.5296857167993,-40.9059028348124,-37.3207056819218,46.381447370335,-5.42041746827753,-37.2517881738899,-6.70114456792894,-6.23020110756425,-37.8826069894987,-25.9467972251356,-46.0165777395563
rotation,-79.2695183323958,-5.17328317257661,-8.80953730428721,-42.5294780889812,-38.0084810246858,-50.0213904128637,-75.3100552826639,9.89921782982552,-4.65982268850997,7.00312401757112,86.8868001968255,-57.2280997346763,-43.978913838271,-41.4014379400282,-33.8216006728549,-52.9092329761429,8.80592594679988,-11.0914688373102,-56.1958726401962,-11.6767155868724,3.60782080251602,-40.2239453973303,-54.1518074939024,0.167773767133928
rotation,-51.4121242462215,-5.93006941602047,-6.70114456792894,-36.8464784097003,-57.0161089122646,15.5952288532894,-66.5914288459998,-8.36096340401828,2.6040596898095,-4.9833026757548,57.9542501569901,-43.3874076806713,-12.9279018549307,8.82908558367896,-38.7327795847358,-61.722462444627,-28.5496265853735,-7.41703993971569,-86.4440315995773,-31.6742474057582,-48.0461886864772,-46.302212120015,-64.4442621431366,-45.3429987005236
rotation,-47.9132097411629,81.1061126516981,-8.64710353578054,-24.7709615733386,-59.4736220545339,-105.201570112275,-62.1648223653308,4.82816505042587,-4.41915120389079,18.2186140416673,1.56138195336039,-45.1690434881688,-25.8724025584096,51.7797373222011,-39.4867282183467,-38.1932943831339,-19.4698719776205,-2.3118302027043,-48.7581762488176,-10.9221223921263,44.2549982337777,-56.3615842884469,-51.3567202521159,-28.8883388351704
rotation,-37.5534278556801,22.7503911014456,0.0528395893421738,-50.1477622991369,-58.231502118111,4.26415843087797,-62.9413154098687,15.4010600587441,-5.63448836643902,-12.3807491763029,-6.60048488988509,-55.8297465159094,-49.2099336311165,76.5347965490495,-42.0437831576631,-54.1131145287619,-27.8877143896568,-9.87577148383108,-71.219362195551,2.03476095362208,26.573788598368,-52.1910888699992,-58.7554133764064,-54.9683844395898
rotation,-43.3826657582985,-52.9987324425047,-0.487361228048238,-47.3857578992611,-49.4671590613893,120.675395641127,-10.7622237683181,19.5053916730968,-7.32214294120903,4.17674020973904,-77.6026377177342,-9.06850871588282,-37.4746750676179,-97.2735185703753,-53.6301502606741,-46.7967794282212,-41.8258783017861,-20.0467173326025,-27.7325723874497,-11.3909108210319,-38.661682834795,-42.6467876254975,-60.8432491122511,-67.7755448742069
rotation,-63.0242148471537,47.6501854700303,-9.86258077735357,-48.364143217433,-27.2393289901925,4.38031961553616,-42.2690021950573,-41.2072131833922,-2.72050207937924,12.1754844858571,-7.21345125605521,-55.6926312516945,-16.341988991984,-53.6949081959158,-47.4283509807713,-33.2041881566854,-22.3204212840104,-11.4098378296357,-38.2670167038373,-5.8228310650367,66.3883547676794,-45.7666688998837,-57.4069198638204,-65.2039647927069
rotation,-41.7029010908753,30.3418140433483,-0.74652459527784,-45.5060932403164,-42.8153760849209,-47.3814415577119,-68.9211333078868,25.5625110379183,5.71150368954916,5.59291160602002,-62.9970902117657,-72.203575561902,-14.5956852303199,7.84628165197357,-48.9764435957185,-50.6375469846878,-33.9223981900636,-12.0861189955243,-29.5273964137147,2.75335336107567,-68.7612193400087,-60.0528166433671,-77.3991112568647,-34.5293482197123
rotation,-56.264500950436,-37.9692249126735,-10.0673304305596,-50.2312869432286,-30.9864436053365,14.2091870604515,-8.3501341476644,-45.171284122215,0.00430723930232659,14.0257249891083,-112.048154618387,-63.4502760928257,-45.7402375980875,7.87719690868234,-38.661682834795,-43.4886779627095,-13.1769385636732,-9.02499528549531,-41.2912555144485,10.6689795571814,-32.4616850819368,-58.1240702729587,-62.9147993307097,-40.5305813321184
rotation,-58.4367092556815,-7.66771967712458,7.75795160985276,-30.9093852186034,-26.6674826028961,-54.2339195600667,-37.7217584528004,-15.7912558808514,-5.14490005320163,-7.28057018202717,177.924854214969,-68.4294441642758,-33.0264423291406,99.2355899778022,-58.8456470751743,-33.2600917268085,-24.3701542709943,-5.14657142620809,-40.3247125603891,-3.55784815999972,48.7352587936253,-62.3809794539625,-76.854363883327,-43.3682758665062
rotation,-49.3874579469172,26.2691719035386,-18.4038749121484,-43.8804796883116,-33.8616644210051,-22.5513103985014,-84.8015896825919,-34.5724366868954,12.1344283992408,7.17172849178404,-16.4182353708658,-47.6793292701608,-34.9720088681965,-33.2534978040222,-56.4198963028519,-41.4309828644223,-48.6663943642262,-5.65146217634928,-20.3243573984334,31.8218026889223,-82.4362866881876,-40.9324892461743,-63.0484223535521,-56.5697899625485
rotation,-48.5910294619965,-15.1694197990049,-12.2962164740573,-23.4825429025756,-22.3109688431994,3.81076248712749,40.9324892461743,-33.1921751790489,5.59487478910438,-13.2715734401898,87.1783692513782,-45.1433970235423,-7.48677549932979,-76.8593101983508,-53.4865323487334,-20.0479621865988,-85.7299927948826,-29.2480002710233,-31.0410076316066,-6.12745693566931,-57.4942509283195,-33.8593674948461,-42.0246258465214,-42.4025528497211
rotation,-40.6080776456109,8.0739739949577,-17.9455324352161,-50.6356406229561,-42.8456068915005,-2.33138334341984,-96.7706257921498,-35.938494938618,-14.4424059985457,-10.4011138639959,-46.4274634982372,-45,-8.56888971615522,-103.820706249633,-44.3053589519024,-34.1954071120746,-35.6394670486863,-54.486901432353,-25.0561970255063,0.819810748067636,-74.5287454203908,-30.771838850992,-55.0695366803897,3.47953417105868
rotation,-58.8117177845637,1.50723203705798,4.74309732625091,-37.0866488064025,-46.3679857432475,-24.4463966899494,-49.1047822299517,-43.3233340082014,-8.26658178693122,8.75316124566717,43.3497514408084,-40.8362648352839,-41.3494543703678,13.1925474710007,-40.5510424233725,-39.1146676497065,-18.2903483338585,31.6984772150268,-12.8028677989591,-33.1612980981742,-13.385571706141,-58.3104614115885,-67.496727228712,-57.7453215889143
rotation,-36.2231636477719,-17.3991112568647,-19.6320104587895,-42.702897059676,-41.288448560826,-25.9747244595467,-41.0906107863359,-32.5422406300943,-61.3996735438007,-3.6949122771798,-6.73366171714595,-57.8353664011491,-28.0782183673733,96.8232597691299,-38.533864315254,-42.1593664833946,-32.3123242109601,-13.6928825844459,-15.5060932403164,-29.3454823787467,-46.104339995436,-62.030456734414,-79.7961256186019,-43.4377743734069
rotation,-38.2238357551497,0.692968532782809,-26.0239138778241,-42.2320278235956,-35.1522172460299,16.8016540942162,-76.9973227987561,-21.6900519613996,-10.2870257238102,-15.8041200064714,-64.4971063244052,-43.3538787779715,-79.9776707921788,-2.01032553510514,-35.1181475694703,-35.7522395794645,-31.3198125343408,-33.3231246536834,-35.4920351931908,-13.6632525617932,7.06322329670693,-42.7143412090567,-60.030759130733,-43.1473468482788
rotation,-36.6611722955745,-13.5078376580131,-30.7905122581456,-48.7354245053583,-35.8734575138764,-19.4424901581818,-101.775009923572,-40.8625731639073,-28.7083157553757,9.26793858834039,-46.9216435702275,-50.3555908400485,-82.8001588737621,83.5070652138306,-50.7593293445112,-47.3878794194104,-21.6265055021854,-41.6923240908237,-12.374330948198,-16.7845114740264,-9.74094571943686,-22.4536573567952,-83.5559935814421,-63.2927954385302
rotation,-47.1248084171629,-51.5732702898529,-12.0815221966675,-33.7122855761605,-37.2981281800403,-24.6636268901148,108.741360817749,-22.1556403488926,-42.596360755429,21.5164071399386,-70.4786647941856,-53.5683119188112,-23.0794927512743,6.63713789722855,-53.4205140190349,-29.8375164718371,-24.3630990103871,-25.5143350656349,-26.5147825357913,-26.6841467701902,-39.9325986682721,-22.723451126725,-56.6941895341275,-50.1849151469729
rotation,-60.7661429323556,-5.41697986047999,-14.3964624717505,-60.1685309529782,-35.4560552716717,-27.8353541189147,-80.342860974861,-45.2707761171994,-52.8789844540961,-16.341988991984,-100.59476539,-23.0153991098119,-11.219362195551,-63.5640163190656,-38.8615476517845,-40.4309347639678,-45.6463338396785,-56.1903461064523,-11.2937580412727,-39.038075327598,-68.6443417205074,-40.6015544572322,-42.0452231022361,-26.2877144238395
rotation,-49.9712949905434,-3.53056675799369,-7.11833132419629,-29.4487474606615,-55.7981481324024,-1.00071016558737,-29.6373768622807,-47.9059080462159,-57.506190644455,-9.3708832732482,39.8000512095352,-27.6145260122794,-28.6907194390046,-106.09125672013,-41.2727948822036,-29.613038039667,-50.2323158515443,-38.3979459455366,-43.6794119105733,-13.9367524213823,6.98020928352306,-37.8014128083534,-45.4689775532887,-64.2636169993874
rotation,-46.5024196878666,-3.5948685185839,-10.5302586153358,-51.9588253496711,-41.4936385686155,-41.0914688373101,33.9231962413261,-24.5440090695319,-65.8233443625801,19.7988763545249,-101.727802933525,-67.4526795102728,-35.3160852853157,80.6263829106724,-33.3213564947997,-43.9881503247208,-34.5808030272687,-60.726768101027,-41.407582940557,-38.3689841988826,6.35375835089136,-42.4077515239525,-56.0514860626845,-46.8389421913986
