rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30
practice,-111.686524323901,13.12928157072,9.44696590110142,-6.61714121925877,-5.24185808057733,-0.0817483562352734,171.277340471342,29.1224672672987,8.95947116529948,-168.526132993029,6.36683575186147,34.175545759397,2.92279007779383,12.2170427580429,NA,23.6263042133015,9.84151136672194,-146.870865185512,7.36684552595971,7.0161112186773,4.05584182847998,-1.37624210349424,-2.86456567933076,85.3463954389883,12.6389298584378,-6.30794345476426,162.138652516179,15.1454895020828,173.924870520633,7.02549455627679
practice,17.7825878255314,2.85322666538511,-135.393157228145,-9.00769911405665,7.34221145747538,-1.5058503423883,161.699148173034,7.05323669100373,-4.76336197064283,-1.28507252709548,-12.7078459974606,21.7563951214661,4.15129259600588,-10.0459198278486,12.2735023240716,4.21479936198947,12.3242109722421,14.5302956118804,-8.15601177453692,6.10659030313658,18.0529001015888,-5.63049444978357,14.0362750648347,5.64325084900161,2.78731579950978,166.155827865634,-152.889128789977,11.5995441979352,-2.82128560809493,0.558774758825999
practice,-0.0660832609656598,3.28937538690016,5.43771057590868,-3.07616482955769,11.970142854458,6.7148381157363,-0.345045686870407,-12.8561224489587,-21.1725457275642,-3.93947904463291,7.37256131848577,2.80250530312584,170.959829318217,0.925503394109863,-2.98354572729033,1.9532977302718,-2.11603196116647,-7.7497955751166,-0.67936377910864,2.26842257744477,-0.711170126334725,13.6161911631872,-3.65113932619271,5.82562331856659,8.3940743601337,7.61034072049495,-15.7411796046244,15.6293783338355,9.71282148699988,14.265445455176
practice,9.61350791353107,8.72442162972521,1.04930528132295,7.36684552595971,163.067002699357,7.16038101870173,0.467983124370251,131.950844955559,-1.04564042327702,5.07930756656688,6.7424308300328,6.00600732621609,21.9617437856967,4.14509079981043,11.4977762922197,-9.34435078715224,4.14509079981043,-170.840710135973,5.25977748105932,9.4992291622255,10.5467451032144,7.95800151264745,-6.00132157447848,-2.93796974933767,6.67096385029157,16.3378969337134,-0.088327176930898,8.24360487853389,7.53858890623792,-7.70448157267265
practice,14.2359035245772,-3.43334180839202,14.011574572141,1.79203032265324,7.11958384054761,5.29857805849761,1.73959657873549,119.343502241252,-1.24182862756212,2.5317578531171,-4.52334938391808,9.42296247356643,-5.85625534113427,0.246535020682032,18.3572403680826,4.87630071143123,-3.7982399743022,8.52535710202491,-10.8572248248374,-2.35034227050974,6.87221331311789,2.33124059131381,-12.7341345794923,5.59310612250726,14.0117287112405,7.09277483988029,0.970529249186206,5.59882247063825,-2.55547556651389,9.11772989734574
practice,16.184617599992,-1.24182862756212,3.05718308646582,-1.92499770248419,0.701623990113639,-7.65961517039475,6.53383574316191,-115.675918862863,25.010533761661,5.14795818115831,1.86055786792527,20.2738696206529,7.00644098902055,-0.849279284462778,2.97065079089014,-13.5379003492632,21.1573637231334,-1.47382201941651,-0.217214440053486,-10.4580044887788,16.5747548019893,13.9493876466742,-7.91931235488005,-3.99551162562481,4.62934943151296,20.3918798793109,5.27762855562271,0.285874138333029,0.861235112018899,2.73210426887059
practice,6.59041216910229,13.1371256076771,6.21199081943314,6.51471180130124,-2.56478577371158,2.30350170239055,-10.0502881334829,-165.162844287971,2.47547928226435,-2.32939052563301,-4.23619859007367,-6.95195109840853,9.71282148699988,51.3418888607044,12.6140559696112,-12.6214457880851,-0.217214440053486,-8.29340271986133,4.09532909275251,33.8351340387905,7.10399445947983,-6.3074053304654,2.7382966668262,0.954227329241825,-2.4135053448838,2.42223298818063,0.206872556638248,-5.29030320951703,0.731780287845051,-8.51233198790043
practice,0.737892413677208,6.19462379448665,1.57694176606025,3.64440424806266,9.7816790958467,2.24837539046938,140.684063879795,139.108452296646,2.53712149485539,3.80445535613089,1.90341743461929,27.2724971701005,6.45309200526533,3.43942568356032,13.3226510783988,2.87627763733454,2.13617783657952,4.93675754012924,6.61566691557862,11.8439662401486,-2.38254710943239,0.678761475965576,2.43190390607041,10.8572248248374,7.06180967435149,154.082577130093,3.24740387075792,15.912392085273,-0.257621790577435,3.11363000489137
practice,-2.87627763733455,1.1982430891687,0.21721444005348,7.98708459908215,-16.6919058151462,3.5968083882629,3.61712874795896,131.577136081112,-11.9894024251598,2.04917882755553,4.50851252064898,15.7717801626991,25.5108607471934,3.92100025155748,-8.22545343410834,2.71430559240295,-1.47382201941651,66.1791189252217,1.53676170956777,-20.2694431336119,0.337347939955465,-10.555621958771,-5.95395282711176,-4.4868981010169,7.41114276083771,12.3080890348962,2.7382966668262,-1.28113307537998,-6.21043139814634,0.849279284462789
practice,0.668924043646893,11.9894024251598,8.5360994693054,-2.71789719970046,-2.72033489156137,1.92499770248418,-10.7318577494426,165.077928887618,11.8526775114815,-3.28201740928872,1.86055786792527,19.6166448215418,32.5733815342886,-16.5266363850429,14.3853871705805,1.23800448081591,4.64095392285875,29.918606674217,-7.35771731708017,11.2394724404517,3.37630163102473,11.2990272975697,5.53502434985205,-2.13480617580313,14.0444502182528,4.15129259600588,-11.5862321781188,23.204419589694,-25.1448419487348,-13.12928157072
