rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22
baseline,-10.5948805578962,-3.89621865667076,-2.28201649384595,3.93514883227301,-3.78328525996309,-6.74879087004899,2.90153506785118,1.5739304126357,-4.57124975497334,3.71054066245347,2.60931263864554,4.32390212645869,2.01032553510513,2.62402307029626,5.52400953503801,-4.76663242182223,-2.51338592344563,1.19742718802567,6.23409576388789,1.24144036228797,-3.09906305567526,11.8934409994373
baseline,-1.17278740771066,-3.47749318347377,-0.54796290372939,1.78658956072791,3.72681029049584,1.14592238683029,2.76492727279468,0.947453339537885,-4.16549266622197,3.76173698347396,2.533585105669,2.17453719601129,10.854178060293,2.0640957680672,-2.0867786261351,4.11286305557112,7.3676368711016,-4.52522170731836,-0.128014090956899,0.415438990247616,-0.794130166477977,2.1417554624284
baseline,12.0618514567239,-4.14813857123634,-1.09037170996187,2.51539482176324,0.641478674568728,1.24741127451958,2.03861757783371,0.0618949023964722,4.5478532145376,9.30344004342721,3.73549904956405,-0.45959226854176,-1.48172170934397,-1.74792738159879,1.23961915920252,15.2204328386932,-2.53358510566901,7.23093852494645,-11.3909108210319,3.74228016011149,-7.46116685482798,-5.90448475293895
baseline,-2.04879501138918,-4.78015610248011,-2.75534564319927,0.423521317709071,0.338640656300348,1.19243157796881,2.50785304270319,1.33857100158642,11.6691073742399,5.86834744392411,-9.68459106740791,-1.77454506865576,-0.45959226854176,4.10842944795386,1.31919149498787,-1.41299959483997,-1.22005796861747,-9.85147249726583,0.894181296561938,-5.43836601523616,-0.259282477251287,-0.967912593274423
baseline,1.12875849003599,5.45171360126065,2.21648587077036,-5.65146217634928,6.7706257921498,3.7857209889362,1.84760290419674,15.8198995920506,2.02557673316244,-1.27925393872977,-1.17219849476235,4.54879353763464,-3.57046575149627,-2.03109285309429,0.438211643246684,1.90077183927229,9.47561386306826,-0.909385218603453,-1.09352924796516,2.28304860216204,-8.48891710203143,-8.31424291154115
baseline,5.41781262168415,4.39307549564216,1.91959231459198,-0.571044498192656,-3.13438128710734,2.59271652613997,0.447883774487774,-0.0299603359984467,6.67260787024932,3.66505550471787,-1.69321385168393,4.92784744645711,-4.92640342440215,-15.462581528287,8.36792504718439,-3.39824833058035,2.51338592344563,-2.47908968404606,-4.81613270070665,-3.39923787562113,7.1563439477981,2.55003492195196
baseline,-0.271744091959942,5.15331948645685,2.03476095362208,-2.25292201300252,3.51585545128171,-2.26511898400466,8.90811047193689,-7.4371852656715,4.07152174227128,5.22130499587407,4.30275274532892,-1.84760290419673,2.21376061986233,-4.42657922208378,-3.74377668591999,4.19952456810554,8.13723371706613,-0.117882745308331,-3.35395993337068,0.893094133923215,-3.87981646058856,-8.5901395988553
baseline,-12.6982135159159,-2.08052338226809,-7.51174180081615,6.73366171714596,2.9929689571642,2.02078871528987,-1.23588096024683,13.2032205717788,-6.05521508784855,6.28435239585656,5.0952058893342,-0.808008959148689,7.94015411935036,-4.02088695220257,3.69972919820294,4.59637619561208,-2.36468172958711,1.31065481095933,-0.934597766360655,0.934597766360664,5.16889419800903,-9.02499528549531
baseline,-7.55292340494243,1.71656728784685,-0.73407313001675,-2.11393032482051,-4.83970317639876,-3.22771631273202,1.14592238683029,-5.3160852853157,4.55268951057448,-0.16428022845331,3.17027839237549,-5.12790583741957,-2.21648587077037,10.3850879394375,-0.897214846068788,-1.2587738114537,4.04970264698028,0.111523646151514,-4.37021651514128,-3.67793705866397,3.42935617789539,0.790273741876316
baseline,NA,-9.69133109903189,-3.05838530896569,5.32720247987813,9.03633191003277,-3.17210909490328,-1.34262402653775,-5.91490170008057,1.33974122356925,5.57442927709344,3.24242288051739,-3.56153544738182,1.15650182063914,-0.423543967946571,3.35395993337068,-0.000518120302859127,7.39305237304126,-2.76041499595098,-2.72778803911887,-2.85206382291821,-5.77350265703013,-3.58268328167682
baseline,-3.68380218013874,-9.56218593175962,4.36173635251812,3.31963190410331,-1.94209214325216,-2.75335336107568,3.22771631273203,14.7040066656476,-0.786142424193931,9.00437060278444,-2.00992840491952,0.228848393971719,-1.73650800227511,2.35405855224012,-6.34755235944433,-9.16659134021096,2.39571756130334,16.4553439137115,-6.79279271588643,-7.97325549229345,6.54257973115577,2.72840995330576
baseline,NA,1.09037170996186,5.55841602594713,3.047346260105,6.23232499516413,1.82630466953766,4.63937630145639,6.46200363023682,-3.30975200518437,0.406846590630911,4.74840096583913,-0.0644222298472039,1.15650283618358,-8.06759208222642,0.343242196815174,-7.71091547719934,7.12359667905562,10.0110650185486,0.470696896572925,-6.63960551709702,-0.90694405981843,3.17145930401894
baseline,-3.68026640585754,6.6181306327707,-1.02929623745409,-1.69321385168393,7.40269335061944,-7.84281639632829,0.294294124741748,5.87835991643188,-2.99775608484619,-4.0940280054805,-1.60889188897086,4.02400883630428,-5.47196435030329,7.02279503646106,3.50296115720059,0.498734094349979,-3.31790079414092,-1.91959231459197,6.18871814405844,-9.17327026997079,-1.04218653676859,4.92447721051938
baseline,-2.89794012312505,-3.26801134348484,-2.57874362311244,4.00187856260964,4.41778201888004,3.28247475133901,1.57900086173836,0.423521317709071,177.441484082353,0.394321557979361,-7.71091547719934,-2.25689168647085,7.77217768501674,-3.08384936108687,3.31219154851724,-4.8157824274793,0.840000902110496,0.0915758556653031,3.79064994080491,-5.59320270252188,4.06370917720703,2.9386643936494
baseline,13.9889024662907,-1.69564774286585,-0.646025222345425,6.32394939510052,1.64233154879254,-3.13451777430366,10.6955360761864,-9.57174107924895,2.69081536462282,3.32171277867383,0.0894108864003387,-3.04734626010501,-4.11863000985458,1.9689339598307,-4.67035050490296,7.68937091925747,9.377579128387,-0.358133073668159,2.07451813957569,4.65698014555038,2.20456082863568,-0.90899859336524
baseline,7.44297433895215,-9.1830381575618,7.35540502141347,4.04970264698028,-1.53039640725016,1.41903250649488,6.21813421415119,-1.43082754037332,-5.15139087318669,12.063257444978,-1.16779019699621,-4.10606410245639,-6.75861558240755,5.65323273130058,-0.684516350563038,13.0707630205353,7.00336103328317,-17.3520603145039,8.88973681710931,3.2441093082821,-8.05281581915923,0.849974171068681
rotation,-5.03267861857783,-4.86140765834604,-5.59627515972346,-4.19653403812052,172.139219805922,1.27028960101236,1.16302353243917,12.063257444978,-2.3731326467868,2.42974337671754,6.02467767449341,0.70762955330928,-2.28304860216203,2.2902759554305,2.0575643083104,2.62477062070485,1.34923392742454,-1.44290584288126,-1.83208203251746,9.21798651773005,-0.913520316004616,-1.14414998498273
rotation,-51.0927724896979,7.48595408120088,-15.9335154003735,-26.5697899625485,-155.598379004391,-23.0096662863213,0.70762955330928,0.776356620872398,-2.39571756130333,-3.87023420646814,-6.31179616216455,-3.27966957638963,168.034680173491,-9.21134528961797,-11.2073180440079,-35.7017754818821,0.535444195310145,-0.112604646114311,-2.82390288423956,7.12642827708749,87.5648648805898,-9.73160663849943
rotation,-48.0099370441391,-1.88760268579527,-32.0805233822681,-4.49790358372193,53.7213671792325,-22.1933973875854,0.0592705124461333,0.768718232555506,-12.6185584422881,-10.8941690626184,-1.42419109567808,0.574879537726081,-170.730981345683,2.730748167938,-18.1534427093573,30.4428054863392,-13.6386366465567,-12.9784621684362,-13.810459244401,-3.39295680988003,-0.60815598674036,-4.36197162709979
rotation,-8.83247055168955,-162.77527274748,-22.5253249323821,-15.0942693904808,-4.81776072701169,-42.4881612727288,-34.760742667633,-111.698279829083,-23.4580004888926,-11.6741603383343,-0.641645405116298,8.99780027340421,-36.1266517957845,-3.89475215324607,-63.3160343243208,-23.8305853188925,-39.0805930951018,-10.6790318684088,7.7710894650825,-1.74844517504187,-17.7732033989328,-9.15729827952339
rotation,-33.3066205770554,176.439538379803,-32.1826518303015,-32.3301974486749,-2.65695167515514,-32.6597521188849,-11.1138445444194,-62.7553456431993,-75.0942693904807,-1.75135610134702,-12.8986661345604,-11.6567836733468,-31.8989138704271,-22.5510510117302,-31.0063116406793,-19.7266770842509,-1.72517186174444,0.269476780369839,-4.85831586079863,-3.73940318769227,-28.9017467651895,-24.330862029375
rotation,-11.9447422129438,-16.6653024444188,-38.6025806822086,-25.7122336087884,6.10253281371638,-30.8690548923715,-11.9662000355826,-25.8461562838382,-9.78934778435208,-2.40545312221252,-16.4853254851537,-41.9066101910245,-24.7755455966897,-0.462326956474335,-50.2152877651957,-20.1940238134577,-6.48487414897914,73.8757455556527,-13.5868350047382,-8.42900074072665,-6.81243421230478,-19.8324287595078
rotation,-48.630889278262,-3.77411439662598,-14.2916642120008,-26.6718883332694,5.50562157620953,-24.4308199675262,-11.4986789686953,-33.2647788811304,-15.3676369841485,100.650690381473,-52.928061415747,-28.0392292654231,-39.207294145806,14.0131737446453,-27.0365638561565,-6.98177198566509,-24.8952250620686,0.394965934866271,-4.33859865577806,-15.6590856510119,-33.3179007941409,-11.8532526392698
rotation,-43.4776124547483,-98.9545617983005,-19.9837242906119,-44.35775799415,-19.0172601787545,-47.3814415577119,-18.1907082241992,-11.5828408938844,-38.8615476517845,-20.858253645166,-25.2051103310513,-13.971356984093,-24.4051252108956,-12.4485381237926,-63.7950817833919,5.16889419800903,-6.56957255122646,85.4215799048513,-20.4300806263968,-13.1241888513776,-20.363395337695,-11.1125839603084
rotation,-22.1160747367376,-50.0149903295383,-29.5074347948842,-28.7986972231152,18.0615266480246,-36.5720859682611,8.20472441242702,-6.10875558551571,-15.6807369180837,-83.2806140697929,-64.8011515351111,-26.4621193321907,-35.1427034448364,4.39727118791247,-44.8222900114414,-28.7620857358307,-15.3824737986086,-10.2103143005271,-17.3095111011026,-23.7697988924357,-25.6069245043578,-24.4859733520915
rotation,-58.761759089917,-66.5504560859628,-25.7869502254124,-35.3693225575778,8.92536755329384,-28.9881487222216,-28.7763556403874,-21.2708659948068,-27.3313619889426,-22.1746090815692,-46.620087612973,-8.08513374370396,-33.4513463081705,-17.3558528567435,-46.2230859809241,-19.6428039181733,-18.0074031018302,-13.8689953330484,4.52475806376577,-18.2267676355973,-47.5068724814012,-19.4424901581818
rotation,-47.1717132865875,60.1111098978418,-25.337408962019,16.179858305219,-25.7662956835227,-22.7503911014456,-41.7305548512703,-159.126035337912,0.684516350563034,103.535499857795,-43.3874076806713,-4.73668391439233,-25.2450035008837,-18.4547936547706,-41.0914688373101,-20.9864609638327,-23.4239014985046,-5.59711382556759,-29.2138575758061,-19.7965950594061,-26.4835660503531,-23.0794927512743
rotation,-10.7891254554973,74.4424059985457,-27.306508904416,-31.827696316992,-10.1148036426952,-35.6646375101085,-42.9852672770542,106.19111553145,-27.7856532889611,-6.84916683159096,-52.6799718316595,-35.2213049958741,-27.2364210996284,-12.8986661345604,-34.9431741638024,-35.7002073715355,-22.7608757560798,-7.17875426612228,-35.8756981459079,-7.22077080082022,-27.7546480482713,-17.0468790987722
rotation,-29.3220353484871,26.5773540777745,-25.7747543647373,-34.188991191994,-3.07107762785055,-55.9284782577287,-35.4383660152362,1.05651158017507,-33.1990137178528,-37.5117418008162,-44.3313930267333,-18.7213385718739,-34.5938137744699,-21.3925957286921,-39.7966961655845,-19.4976025234664,-27.4080414200684,-2.32595493412089,-14.5501362152913,-18.9840589424331,-31.8341189195722,-23.0646936730317
rotation,-35.9835864981483,-75.0475414345576,-17.1710168780868,-162.342819673423,-7.06791775938315,-36.5633551107131,-18.7354245053583,-9.88120631524389,-13.0696111830722,-7.76516089113665,-35.5018862494877,-19.374395489475,-37.1405828907409,-8.63884921098049,-49.265643753058,-35.9740911813414,-22.3807751278879,-9.2581148267555,-16.2802046663369,-15.1664787336143,-21.6467914298737,-20.4062424338691
rotation,5.68597480033452,90.6480621397148,-22.0805256832605,-32.567603526731,46.8551019559257,-41.3738588395973,-57.2956449803977,-54.7201349939378,-28.2151351265048,-28.9173368309512,-48.6327881339021,-19.6924351973858,-39.5302302435484,7.91288978465513,-45.5309722855382,-35.7337798281369,-20.7820134822699,-16.401357746898,-26.3521397638523,-24.831105801991,-38.7612193400087,-25.4157281633558
rotation,-53.4189773094553,-48.6178061680883,-26.5640434812907,-25.1744223094567,-26.6206207090931,-41.5102931470536,-18.3501262868653,-73.4213750910384,-31.9484275190346,-97.8607408232741,-40.0763560923786,-26.6480875354963,-42.1991959402821,-26.4021506524289,-41.6784601698775,-27.1930257261919,-26.5335211179368,-22.1747562351603,-26.1141810550767,-24.2490606887535,-21.6025230634328,-26.1297657935319
rotation,-23.3656653467535,-105.002289761692,-19.3271939528427,-57.0563867494256,2.95873781039604,-38.9110162546558,-42.2399594687286,-104.897022259514,-11.2691553865657,-2.70812909053776,-51.8735007323048,-28.8582275931576,-23.7371823057269,-4.85831586079863,-50.7691450837701,-12.4390067588463,-19.436034296586,-17.2517323917006,-36.6165526280715,-17.4879973761485,-33.6125425477037,-24.2884963104508
rotation,-59.8065474912708,-28.9709792317294,-36.8532559465703,-16.2254902792488,-3.30837471177021,-33.2462035440449,-46.2114134783774,-125.555411639323,-22.8497235210441,20.9983255068617,-26.4222784760124,-35.7451572799134,-22.9987324425047,-42.5360300186333,-24.1987323024117,-23.4906028004729,-32.8695957900797,-8.05520414886804,-43.2562606805589,-27.5326975032203,-31.4190325064949,-31.4381157599476
rotation,-28.0593826662575,91.3343438014561,-31.0725569219243,-28.3893395563231,-32.7935118788031,-32.3173759385212,-35.3215280970776,108.683515602022,-15.6590856510119,-7.73477439241078,-51.0515060697192,-21.5506905248157,-27.3998211937352,-16.3826857150582,-41.3416659130171,-31.7789263024993,-23.6558430889589,-12.8065018027896,-19.8592877737298,-12.9148060069714,-30.8367143573072,-15.72177860099
rotation,-31.1150614420645,-65.942668972665,-27.7766549239613,-7.33288757218542,-14.6756384865127,-43.6386366465566,-45.5016818540172,-18.1641149171494,-23.7156476041434,1.13574598960912,-39.4491227612362,-30.4328933588961,-37.4746750676179,-16.3282576130585,-14.0887048709702,-24.7709615733386,-18.0039667163992,-12.0596559213528,-22.7585880319344,-30.0323303630348,-25.1366476036741,-22.7271955438653
rotation,-24.8492560913908,-8.87103929163948,-19.3310204428185,-17.2684894533352,-14.6167473766648,-17.2114615322316,-34.5808030272687,-43.1689295886561,12.2788901881784,-4.32823497956289,-39.0798298413768,-20.428258920751,-32.8024074956467,-40.055411759051,-52.4825887263454,-17.26642647925,-39.3858871051544,-25.6371165611952,-28.588294014608,-27.717983506154,-32.3346989393081,-30.9595049125911
rotation,-18.7049296643248,-103.545823397133,-18.2878882677851,-26.1196983005601,-24.5685432196372,-61.7057313625567,-38.4910293485164,-110.439092842186,-1.31343177329854,8.16665532126428,-30.8012830928777,-30.1033555936184,-25.7297724376768,0.11496052055665,-39.8515587222594,-15.4566255364708,-30.6219776478548,-23.6524476405557,-26.6718938444802,-26.2877144238395,-24.5245862249029,-23.4295605453385
rotation,-45.5207511289834,25.0721525535429,-24.9047941106658,-23.0204713363552,-27.0852006692903,-51.2800494644832,-81.9270360199156,25.7593820690762,-15.677730895492,90.5294243500842,-44.8370315539415,-17.6972129760899,-25.2319910451369,-34.2529946668631,-41.3738588395973,-49.307100567166,-31.3282285847448,-17.0594338183754,-27.8203361846477,-22.7417352104665,-4.57604713635299,-26.7932065630826
rotation,-58.6986529928237,0.35803587218679,-22.095361045302,-25.1499184456629,-6.82308850011824,-36.0848642185335,-15.4364707408973,111.280049464483,-44.8313253453533,-12.9584758319343,-24.9945304488231,-42.1362795773741,-25.0007037056223,-42.7640179080948,-62.5078530427032,-19.3987012238575,-31.3996735438007,5.06694972849003,-21.3647853335127,-15.1361787181612,-31.2379142641693,-33.4003093270896
rotation,-23.9019964329439,45.003074836336,-30.8744369330828,-139.942047240609,-16.2794983567584,-29.0523089582504,-30.4636683587699,-25.3934594355495,12.9584758573362,-5.51850951554852,-28.7797887288417,-24.4958924171574,-16.2802046663369,-52.6457518970482,-42.8164466392818,-13.4892213332361,-21.5521470871258,-16.4103718837271,-25.1036216593318,-24.8355736361715,-29.3306389583037,-31.8832375024163
rotation,-56.8320685119281,117.016108912265,-20.8381540169871,-43.0091403169118,-21.6324179107545,-33.9489761413247,-29.4364954253723,-82.3476224899512,-38.727837701074,-81.9467845615114,-39.7386950169074,-18.3701774946637,-32.5373880708617,-24.6497163601248,-40.343011959296,-22.1758842865292,-39.7560458564221,-18.5054591048472,-17.8595179635727,-27.7716348130931,-33.2852764747384,-31.6331542793946
rotation,-15.5047995135671,0.0980131078887172,-28.2237761026753,-37.0694212743295,-19.3115927983249,-40.537957245235,-35.3546206145001,-12.1631145704121,-14.4983181459828,-7.18274785377453,-32.00840282602,-27.8353664011491,-25.5516634048162,-2.83537439583638,-52.0191457881439,-32.1307566879601,-29.578567880237,-64.7564859376832,-27.3999789552975,-16.2122793817415,-30.8400016763892,-24.3683417863538
rotation,4.34956149357307,-71.5427754979319,-19.4844822973492,-18.5899187681552,-34.9929585438744,-42.3027870239101,-42.372014707298,-37.0519816334999,9.98500967046171,-9.37653315497187,-42.1704990092959,-35.6804405249561,-29.0705681741779,-45.4738551180858,-34.4741159406743,-17.0320054578903,-27.6675340976984,-65.5470551720174,-30.7286399669487,-30.7661429323556,-37.6501557672605,-18.8822987770171
rotation,-50.8891920274859,-14.2731612189521,-56.9004540668739,-108.114695472978,-15.7870024938572,-40.7350787642464,-30.6753956411267,1.16915779502148,-10.7339933648989,-39.4573205066345,-45.8434767254005,-21.9746241800838,-30.6406443483212,-33.2301994358978,-33.2534826812215,-25.6749366686888,-22.5805886899067,-41.3880957922448,-28.6602587764308,-22.2555937027935,-41.0003607549426,-29.3221181382254
rotation,-30.5770795907358,-42.1531246989642,-4.80115153511105,-29.0170005223316,-20.4109738956707,-37.0430424235709,-49.3508063591453,-4.29921951713676,-8.85768696219806,49.8567414204801,-33.2031373384088,-28.0200169310066,-15.2402461542884,-49.3970073685236,-57.717983506154,-25.5233467703937,-32.4239248566798,17.3782444939933,-23.4008925130329,-14.509091528226,-7.0638187277796,-25.7904883562114
rotation,-42.9285702833483,16.5820574981694,-30.2916333636847,-28.4112911703585,-33.4032404728705,-28.9469506393438,-46.8309673911051,-6.18496426757842,-9.87444379526275,-10.2730034720935,-52.267315623788,-25.5596858437653,-16.0032867944018,-55.8282613002349,-21.1029627373122,-10.5195650304553,-29.7083666363153,-37.6331303304141,-77.9910287959375,-30.8207102596371,-28.318226795196,-29.2581822000504
rotation,-3.11107024010658,18.6139078082376,-25.8034659618795,-34.6313190454552,-39.0643322341132,-33.1736157507055,-18.4623155135095,0.366771104988427,-16.2918986802574,-15.0554107760607,-32.2902759554305,-7.73477439241078,-21.0359505341032,-32.4125581517242,-69.390333997297,-35.3329804387182,-25.6079149719523,-37.4447949614137,-28.8752133115124,-23.1231101997884,-24.7618128483639,-33.7172840834372
rotation,-36.5533489917521,11.1286834851715,-31.7365080022751,-32.3435375904214,-28.9817641464606,-33.5959165560543,-36.4994312610704,1.66377098992153,-3.35756671553792,3.57772152398758,-44.8242621686549,-39.9612489512832,-25.6517087186855,0.135061052194885,-39.5458706647468,-16.9588366313936,-32.6389334926874,-49.3121294994209,-27.6611038452415,-7.73477439241078,-43.1247178066287,-26.9338068858534
rotation,-22.7156544826702,-37.223869624759,-33.2392445656979,-38.0253758199162,-14.9145558383905,-42.3620028240627,-47.6634108438166,-21.08565878193,-23.2113720684174,-9.82743041938045,-45.3389179673419,-22.6878688735227,-25.7984042804807,-48.1620914668583,-55.8201056916511,-21.6420155749979,-35.770431223102,-42.2502271154463,-22.6194929083811,-25.346678258769,-20.2447347876055,-35.3864661452519
rotation,-47.6174279468872,-1.57393041263569,-32.0099284049195,-57.3931529347398,-19.1641593958972,-31.8565167970358,-37.1389984457136,-22.0136520058287,-14.0133717625222,-179.213122998431,-36.8049064820549,-20.4062424338691,-19.1706325965776,-55.0135140430404,-45.3787471938757,-25.6926312516945,-36.3763869597504,-18.0662064139568,-28.4142813805112,-18.2303275448469,-20.1053030790666,-21.1810678452998
