rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
practice,-5.86252315185596,-9.30165409421618,0.637233717066141,-9.49931200314675,0.370920767498077,-5.16861665658016,91.5116319049364,4.50530661358679,4.93070291260479,15.8681499960585,10.5420812702061,6.99612210767955,-2.1807297694429,14.9585876635946,1.98467326733019,2.2847122348043,6.73385706764435,-16.1666365046776,3.77866142812607,-1.90512521089562,0.342621069778186,-1.61316399247707,-150.639349353272,3.05394769408782,14.229250562421
practice,-8.00387789232044,3.43143804782638,8.27407676183296,6.76989462544873,4.54378315766316,-2.70533587869124,0.241834620444086,-3.97872946586003,-2.51887980163184,-0.363527613593254,-3.02675668621252,5.52239783008898,8.64414998498273,9.61228561034318,2.11353385474812,2.0697281712028,-3.10995535314966,-2.28660860086985,-17.5386040260453,11.7527703447792,3.9300745530543,17.6909657772533,-155.342445991802,10.4833989087649,2.17697373592001
practice,4.27847268266774,6.01666513399979,11.9352289917075,-7.36914170892114,4.02498155340486,-0.413589998507916,13.4979730235875,-166.854650200269,4.40851212102854,-1.15244764055567,4.18907627087839,6.49928983441262,-6.59061478139655,-0.238034018920289,-0.265160891136652,5.15760987398175,-3.11968038446384,8.5421865367686,4.31457607191923,-4.81583979180041,8.10845247207499,0.241834620444086,166.549948452782,-2.84058017481866,0.893005635961967
practice,0.421853609682478,6.30880556696939,-8.87744157352491,3.98983043666484,3.4328423965924,-1.70729414580602,0.844392890914347,12.3708105645976,-1.85507065693563,8.57850949357721,-1.83003415833168,3.02675668621254,4.61096110375489,1.61466764970648,-2.89345943554946,5.27755110435966,-0.0859471013633539,-0.639126233507955,0.456957576429078,-9.30728470873947,4.8145769612184,11.7942740324704,-2.42652071799791,10.1318780105221,6.14229450299439
practice,3.15676278667655,0.0851188039925806,6.0997927917936,5.65091705084876,2.71795010841314,-1.57453026032678,1.69407786532188,24.0352053089016,0.864775223665279,-2.19804985349683,4.40472093815858,-3.30480293314099,-0.456023223632456,2.04828639873935,2.00796480680925,8.55345873471219,-4.79774865370246,-5.53956904253174,-2.09614754490645,-5.54608046758832,8.84262402653776,12.9207000461516,-16.3755836412264,-4.03161209367375,7.66956949990451
practice,-1.1090588280789,4.29342491136656,6.79090407926424,3.38704281421614,-1.86834178635381,-9.6923601873066,16.4130976765011,-151.828873686467,-2.62996423957912,2.42660632229948,-1.47560904627457,18.3449146516348,0.669741219199905,9.95522678850222,-2.73606791914534,4.43421798640762,-4.76642646037075,0.0117418008161513,-5.96648114692992,5.36048885224148,1.12361304024966,8.82726197048193,-159.478017835647,10.5975219357173,2.44531592697598
practice,10.72074657407,0.432664252215338,-6.86432761260481,2.61480364269521,0.017411273654627,4.81765051163401,-2.60582503362422,-175.165496500476,-0.390157958829212,-0.179971831659454,-2.04512784343768,10.9684982573942,12.2479075742212,-9.29677942822115,-1.43091922227072,5.60306746367144,-1.43227775794311,4.40247806428275,-1.62430185409213,0.352315002077231,6.42636506250413,-0.325243764839673,-0.854654397799749,-5.46368310378518,-0.847876505445575
practice,6.23271250362787,2.33857055522371,0.763521051293075,-1.98149048445147,5.30453260801303,6.86432761260481,141.87686027109,15.8993746862767,0.246257516116315,-0.705267031831399,-0.312831087546919,9.50595870394209,3.85751556133177,5.12726858946603,-0.832163290447923,1.79979262846453,1.00592190925288,5.08699099496446,2.28554324027518,0.962564946753585,3.96890113128926,13.0205454144489,-8.6911944330306,-16.2490767139057,1.21602403828185
practice,0.0435398954842683,-5.33194838970496,6.79237044669073,3.05394769408782,0.497510467439111,0.616530426340357,5.92539402330475,20.5696111830722,4.93765359605626,10.7176477472151,-3.88452504078282,12.592518779042,9.45854413221875,9.35105966800504,3.76915538656574,14.2615622360265,1.17538070609811,-9.75689168647086,-6.2066865433877,-1.16735691244474,6.27271936127635,4.16910737423987,-5.51748930596155,-3.03957520930096,-8.5118464868466
practice,-5.31672587096056,11.3874160396916,0.740236781828693,3.1233586710198,-3.06416860609398,6.40962829003815,0.150155767260461,-169.545844313335,-5.74209060967202,-5.0287145312688,3.70777412524356,5.00395600138865,7.1960653573898,-2.60201940829649,-2.35147249726583,13.0056215762095,14.9110826838654,-3.35752636118914,-2.78281143528241,2.75209242577882,8.38372593465475,16.4806594046831,9.46502572135479,5.38740697190071,2.02592814672527
practice,-4.50014389994214,10.5583853089657,-6.4694486265589,6.98050413861883,5.74360811089251,14.0289608695315,3.35185122185471,5.36631399962965,5.2539553745354,6.51777718239788,6.43368494699075,4.11012844056643,-0.705537711444448,2.89039644435779,3.20705974730206,10.1621494776237,3.17656772547912,17.9950498623637,2.55240006588953,-2.09601966893773,7.15957868255532,5.14637563962004,-4.2352211188696,0.949910430519821,-2.00144684449517
practice,-13.40808307404,2.24123631539237,9.80951110110262,6.55128209735079,5.68790303498048,-1.57353970525336,3.1769868148118,1.11317696222344,4.01703388072001,-5.27116732608486,-5.05951408009564,4.5815221966675,3.75045237791358,0.972481979984552,2.09297915519761,8.34010611511895,-3.13869999868358,12.0863984277847,0.505172117554047,-9.1612503438287,2.78789859847761,7.11303803966702,9.43908586680982,2.59948414401108,3.19644185287634
