rot,p1,p2,p3,p4,p5,p6,p7
baseline,2.05628990071253,-3.72156721350168,8.48842542785902,16.4339899480631,-20.3735275080434,1.95984440268919,-6.07148518995632
baseline,10.7634094153202,0.764147386483423,1.62948245770822,15.6503606402235,-83.9134074220321,-7.12179335743519,-6.3754433962281
baseline,5.10412833746896,-5.78480618456014,9.15472825364526,11.4701944815161,-50.2809583216097,1.95071703814228,5.38396803883353
baseline,8.15582208613254,-5.7321417737554,-9.45826386604013,46.4860099657958,-4.81365493907143,-4.94773315209655,2.2698520483919
baseline,7.6276730982325,0.0909575947860147,3.43231090503209,13.8670792058428,-21.1810003523467,-4.54471977855749,-4.9786348718141
baseline,8.08995023944366,-2.8833551784582,1.01233198790043,13.8368266491261,-60.3573712473348,3.9330935159994,2.61436209207677
baseline,3.78068743739321,4.97540198645946,6.7517023769132,23.6520087693617,-23.640529015409,-5.29665005079736,-3.0724726293503
baseline,-0.790631820500737,0.85807978141335,6.08462120076045,17.9612713885345,-106.00650207212,3.37523734628638,6.30515236674795
baseline,0.78399981910819,10.36030882856,12.0085229876684,7.50000000000001,4.59253238605002,9.74225337860507,8.46858117743172
baseline,1.4072557974161,6.19376641869228,0.561574308030807,8.2320285412128,6.93578802869568,3.72374094926539,4.56541801606794
baseline,5.92726157970229,-1.83013256652197,2.05549619353998,17.6414593263424,0.919514403844,5.44105192100581,-10.5483055326357
baseline,3.54682510373473,-2.04757226670507,8.80080158034748,17.9038892940959,-0.529886654121317,0.165905158129102,5.2140165050931
rotation,1.13500283213377,3.34870740399412,-1.34263627686659,-2.78315477009959,12.7597774810593,-5.87308140065893,-1.82136938898035
rotation,-10.7701021552716,8.20772610611314,-0.758103640484805,-5.3416400667338,-1.02408663041282,4.40929811597539,6.46487205355728
rotation,175.39182931494,11.4848065034582,-7.72705239741268,26.8964083303899,-5.91573473637841,-5.79759808482829,-9.12615105034528
rotation,177.255929579464,-6.32251524601395,2.05418880925891,20.0878042813434,-18.5682102070051,-2.05418880925891,141.215957587571
rotation,-43.2666700148138,-6.03075642855756,-30.9332772964411,0.340073784058384,1.45102742102099,-11.2557057827063,42.5293363453563
rotation,-55.1919109651038,-3.10539867159217,-35.8089265202776,19.3644350913268,67.6251145634891,-4.91464335732946,3.46972064701486
rotation,103.665370439182,-8.97413820356435,-39.828133917751,1.49399267378391,5.73019208872827,5.67134171479616,-149.554482064751
rotation,-57.8728035641909,0.571758088808772,-59.3427734126309,13.9094977602255,131.778183641566,-6.56664436869083,-5.69703254218195
rotation,-42.5104376777216,-1.4939926737839,-38.6911947533264,7.874514489986,107.087444266714,3.14206854121859,6.83345605766287
rotation,-47.6441197504474,9.74225337860507,-45.08084598452,13.3019314530779,-12.3193358885652,-9.0910766582994,3.05562195877101
rotation,-33.3385055028956,-5.14779581062892,-42.6446736744739,13.5739813595137,-5.24609738788017,-14.3090554885588,-16.8405181598375
rotation,-46.9478212553746,-8.68461759999204,-45.030973588927,-14.0619870219619,-25.1780696229008,-10.557131953803,-11.6599798329338
rotation,-42.5542238785459,-5.76040342126452,-14.1409153011708,9.34778651775476,-75.5985965512986,1.40915115857167,-0.198618228516775
rotation,-44.8853015434198,-19.8219303770992,-21.8934447133334,3.82208686066715,-17.8408556423518,-8.97093757192912,-6.96924016097852
rotation,-46.4850772422043,-10.8778901276582,-40.9523798763964,-13.2749205900034,-20.2859436927398,-9.63617783657952,-7.49595932943228
rotation,-32.1465367269906,2.92858573361135,-29.8013817714832,-68.6318100471388,-33.4503660594596,-19.203471467444,-8.97413820356435
rotation,-76.6448681581988,-10.6395337931243,-27.5485400886207,9.95725513947477,-41.1808944978989,-16.6294824577082,-23.5960291893379
rotation,-103.104808288879,-9.88436574048365,-27.6081557914611,-25.5542942751737,-30.6503606402235,-0.232871085880781,-19.0993842354218
rotation,-5.96074797355762,-1.56078174941131,-15.07290331012,-32.2402225189407,-38.2717801626991,-13.5607518516795,-37.3344636904798
rotation,-54.7892585609765,-10.7941634136554,-37.9869694671931,-44.6729201399937,-5.72973583673092,-11.0038238748509,-32.8088359391753
rotation,-40.1982429228363,-22.3366829853243,-46.9747317851271,129.234131639805,-1.01947890244586,-1.38636252866142,-7.67118485597285
rotation,-106.008846849342,-13.9553735816596,-41.7596848082622,-48.9745488488699,-23.2876206215586,-19.8083134151785,-27.0163952998166
rotation,-14.4631314378625,-13.7702065256784,-23.6060139777991,-17.6143620920768,-10.2224994840671,-8.76990336119978,-31.6774140780754
rotation,-38.1785889659081,-28.6738486149255,-38.7519644812221,92.7889867844161,-59.2550486592043,-6.34250983655399,-24.6529516106849
rotation,-31.856732248026,-6.18212993816633,-37.5660832609656,-80.4399230942865,-13.8649971678662,-4.28406716096493,-20.9510591450287
rotation,-18.1660273856598,-24.130251407832,-40.9242697060681,-14.7969960034969,-35.8937372200409,-20.4399230942865,-12.6299920827846
rotation,-45.4988158323745,-24.0068465669503,-29.7920779658651,57.1137748690994,-22.323291912526,-16.8992115312528,-1.10151313826623
rotation,-63.8121542550366,-3.55152811488516,-50.7594075910983,-51.2741959485779,-19.2868647840172,-1.52973145775438,-42.541207370305
rotation,-42.7566594258755,-12.4874721906364,-21.9427965918853,-57.9652687708557,-20.9569047316417,-7.71440505974427,-2.85210136384464
rotation,-56.928392307119,-18.2624937131201,-35.5909313745163,-43.9356092275865,-7.47904731621369,-13.2104847822439,-34.2451340543868
rotation,-53.8971687642132,-7.77230257593001,-31.9422846657416,-13.4532733613905,-9.72598883342051,-16.2277484731856,-25.6186834050455
rotation,-69.2906126227703,-12.8743756109507,-60.9609044671407,-31.5382687885028,-0.725453434108346,-13.2311850479036,-25.6473224885185
rotation,-51.7325956105374,-5.51550955975794,-28.5167933613593,-11.8589941756947,-34.9988921721727,-3.42627816346653,-24.3434979965029
rotation,-23.1293783338355,-1.37413271016089,-43.1001819843509,-54.4632001734623,-44.120125427551,-17.5207784542897,-14.8082864366093
rotation,7.20215031833079,-16.967522262153,-42.7395506862873,-60.946817060484,-49.8427047063369,-18.8191055021011,-31.0961047019409
rotation,-12.2202989444457,-4.17465232010027,-40.341412905288,10.989979232282,-28.9362754777225,-5.97787884954684,-18.0256024073867
rotation,-62.2805168343335,-4.17975633324658,-35.0482354257914,-14.7287410946531,-54.9629706109597,-15.440028831256,-43.5374445741654
rotation,-55.215734939215,-5.5537460729694,-47.1668303358385,-52.5,-34.1640142958738,-0.536765157994463,-37.9319110482954
rotation,-25.032976208454,-13.5977079597196,-43.3308547010038,-32.4235409853424,-10.9837914433073,-15.315113115433,-27.6239467194373
rotation,-77.3753891360651,5.55167470746983,-46.0183786885794,-29.088174842379,-15.0819557407934,-5.78211507441179,-11.4948931812332
rotation,-65.2460973878802,11.1573306789801,-43.3117755933876,-111.43301271611,2.05538859928421,-11.9857693032714,-28.8368266491261
rotation,-52.5077566246407,-13.4231568642843,-22.7830171171607,-45.4926320233024,-6.25426868671616,-3.0361554288917,-49.3983330694622
rotation,-52.2522976837825,-1.61374221553285,-36.6774227972566,-78.791431692879,-16.792243169989,-11.1716738052984,-42.5542238785459
rotation,-139.624292484174,-30.3781079982198,-37.2556006052121,-70.6746918792897,-28.6396950541389,80.6009414443236,-30.7731846382952
rotation,-39.0763233625716,-16.9478212553746,-20.2753690198289,-136.452664669671,-37.3182066224734,-12.7770553686088,-28.3005106632976
rotation,-50.069679482507,-25.7721727690442,-37.2975242406363,-77.6209548230905,-36.2989202138221,-11.1000987188893,-18.7950517885009
rotation,-108.786031942333,-8.68124345426849,-39.9152287113476,-23.1545410276201,-34.635054935499,-4.67142161990859,-17.4843753499683
rotation,-39.6896340420514,20.9089233417006,-39.4091352633226,-61.0249282968855,-25.6395337931242,2.69773281750158,-25.8778901276582
rotation,-53.3618398127324,-4.10118962479962,-37.5385823489177,-2.18277064278661,-32.7751817379052,-9.44115436728356,-5.73019208872825
rotation,-86.5529837672992,-21.1935501520013,-26.4378425799383,-59.3396112847756,-28.9356092275865,-5.31929210137275,-23.5198946531557
rotation,-59.3937119191101,-4.5296858685718,-43.3203110795294,17.6889411517145,-35.001369150426,-4.47799716834138,-39.8785542119149
rotation,-4.15920542212514,-18.3380170815274,-45.083538320353,150.370463811844,-29.4708381153559,9.82939052563302,-6.73591186484267
rotation,-21.6490370479184,-20.5470802561993,-54.8592234232976,-11.29601559001,-27.9000820109106,-12.5778357226271,-33.2437300533464
rotation,-84.0296652714401,-8.71197750654491,-41.1182055749589,139.272374411053,-22.8246676053921,1.74708386103449,-31.807385341333
rotation,-24.4930874594382,-0.577236736246153,-30.8499156975065,28.1882471399932,-17.4497924243994,1.09111401895439,-31.7400277000428
rotation,-41.7838015875844,-8.45915064861686,-34.29289527449,-20.2836093161462,-18.8870540576392,5.03191077864239,-45.1262336386698
rotation,-0.35027590159735,-17.93973359572,-2.7333700668181,12.8864920864689,-40.4947004040589,3.34870740399412,-21.7608681815691
rotation,-11.1959970717276,-16.5467266386095,-15.3667909796534,26.6465760840459,-38.0523620731357,-29.2093681794993,-19.0026407856663
rotation,-43.6731389131069,-16.2876760601474,-42.9484251317577,-18.4128853232538,-36.1935501520012,99.0013030606939,-37.037538485949
rotation,-74.5961344263101,-12.3364795265488,-53.7959316048409,19.5327727300548,-27.5262111102108,3.29908529700205,-31.940054519429
rotation,-24.6313890391561,-16.3699450561721,-33.3892585464981,-20.0442634585633,-37.191091591547,-9.84849829956326,-15.4350578775937
rotation,4.80733447621691,-0.160052672161266,-32.2498171998548,-28.4085462505343,-33.182821089429,-2.80973380443138,-24.9084289292684
rotation,-28.4713686922037,-27.8263660650559,-33.0948247719327,19.3298792229938,-40.6137711015204,-5.82697170576291,-31.9984185568689
rotation,-19.1221098723417,-20.3426098982922,-34.7474622772844,-53.1004503560173,-26.3790129388935,0.37498365109821,-12.6646486189604
rotation,-65.2912612196594,-8.46712084023082,-36.7064215281264,131.060179579013,-30.3705080073991,-14.940102982793,-24.6759534081187
rotation,-53.3673983275432,-14.3259174820826,-43.6771352258711,-3.96335684039545,-36.6559700933407,-10.5138672734981,-12.5607269189094
rotation,-2.1084391427314,-26.2771846418521,-51.7026004844937,-8.54750127309376,-41.6388148668033,-4.66467658153896,-24.6088719319125
rotation,-5.80410505529773,-12.2202989444457,-33.4323109050321,-58.6639756874034,-30.5416266190588,4.04280511044775,-30.6064937756813
rotation,0.700487348035139,-16.1389798387474,-28.1007884687472,-19.3445676650887,-36.7721382019267,-12.2717756713884,-10.5706362055922
rotation,-66.7968424454819,-17.1135079135311,-39.6150075873293,-20.5119693813529,-11.4091837328199,1.62235595616809,-29.8284621935496
rotation,-30.5704853985276,-29.0992336066034,-22.7068725566382,117.999861888392,-25.8778901276582,-6.39779331154364,-27.5578676221116
rotation,-124.209974354617,-8.97413820356435,-38.6785019270921,136.22187109967,-30.8336908729479,-2.97516702301902,-0.606493775681326
rotation,-2.73479665943754,-13.430384361218,-29.9730572775111,-13.6696842836164,-28.1927039025997,-2.2816790958467,-0.587843579838054
rotation,67.0217326451455,-19.6104045702447,-1.30417762258513,15.7226285143135,-27.6723296673457,-3.31063034292912,-40.0854755725248
rotation,-49.430097546873,-19.1044199988917,-42.0161895354874,113.329469094907,-29.8284621935496,-7.83734793995546,-25.6726875382399
rotation,-59.7836236150786,-20.3380141539298,-39.396910178416,29.4361163013192,-26.391968962316,-0.116167346917877,-27.0248162622288
rotation,-36.6852630974665,-33.2836728365687,-34.5974642426977,-14.8144728516184,-29.3924048826795,11.173273360573,-35.604449054271
rotation,-42.7562420257295,164.294390110075,-37.2830769756828,-91.0080459932469,-32.5945371765607,1.6683052790473,-19.9352142262884
rotation,-53.8948395538944,-17.5258690788396,-44.2148381157363,2.39010516104969,-36.6704836832844,1.56078174941133,-22.721930532468
rotation,-93.9341550954565,-15.7641473864834,-37.78774644146,-10.9309193741979,-28.5060073262161,-0.844591136976984,-13.4251799007157
rotation,-3.52499352179724,-14.5439757374902,-18.1196552761551,-17.7919496825817,-24.427513064147,0.422486219936988,-16.3601393039185
rotation,-40.6033200779175,-24.7144153675525,-38.9706213723713,-20.2394681302932,-34.9191654737229,-3.74296980835488,-28.0647544040959
rotation,-54.0522465612896,-6.50217598585709,-35.8336331091438,51.0572153339644,-66.9682909756337,-4.48940242515978,-29.2310706872775
rotation,-62.8914894013435,-25.1804830486103,-31.2494391940118,7.61179145663243,-26.5234220605818,-4.1043940710252,-37.041345552012
rotation,-13.3546929388246,-7.29312744336174,-31.0871711665617,10.7775387641597,-30.1198649480404,-2.66402019647374,-11.3732035379561
rotation,-41.15893025854,-28.2941787944008,-39.0277380110848,-8.61344981260477,-17.7248131973292,-5.83460381885887,-7.24237820942256
rotation,-0.215994905154053,19.7081662676541,-50.0219938906815,43.2419315967499,-35.4894830132545,3.95338152194332,-20.6202533151864
rotation,-67.7270523974127,-9.13025140783196,-55.2122779628911,-40.4621072366403,-15.8894154997071,13.9061886803247,-14.0494439117023
rotation,-33.5439025483776,11.4268004800167,-23.3100551752907,-19.0104574758167,-68.8514892898347,-26.9664343306198,-14.7829160544114
rotation,-71.0294971872799,-7.13956034581102,-56.6586089443796,139.094957611769,-42.3890882491983,6.91952674725844,-7.53788305678002
rotation,-79.9129570344911,-42.5720869484902,-39.2367396504404,-0.931080927116267,-22.724262243537,-8.96479161264772,-13.9786056304176
rotation,-54.3086232609287,0.840666403561707,-72.0875209777382,40.5314138084938,-25.3606253349319,-34.8034664960656,-17.9515851041574
rotation,-65.400464029346,0.575696377325444,-51.6266369185364,-20.3972293123986,-56.8236768625796,-5.37150108630124,-37.8329752178434
rotation,-84.0631715607019,-13.9018616247655,-59.047798503089,0.498659763284598,-18.0325531004314,3.52429903560844,-21.7198660882374
rotation,-38.0158949001647,-52.1647591382625,-44.8838326530821,-5.5242524093896,-18.7971883412862,-15.5382562143033,-15.1583519494245
rotation,-71.7059001681435,1.03849514403196,-48.3530206053124,-6.84760297312402,-72.9205499021946,-0.90370608953228,-12.2678560543434
rotation,-44.6109463867072,25.5667873436632,-52.7482140327482,-17.6861112954116,-13.4027272919105,-4.59559695234093,-23.7031330547472
rotation,-56.9823919049761,-28.6628437623104,-63.0541471564939,114.981178633517,-101.718574085951,-6.54883645469225,-13.5405288347005
rotation,-97.5127140572505,-20.2361521803248,-60.2851166988055,14.8718155115512,-53.753778440615,-15.7581036404848,-39.2823921533791
rotation,-35.7436895582848,6.8041340604912,-48.6580968095719,-10.8574142929251,-51.3494033523873,3.07409852717218,-16.4598229741326
counter,-125.557937004529,8.6245566037719,-48.916833971966,-2.65947395711863,-52.1102655327832,7.20215031833079,-15.1830539396963
counter,-14.4664743471401,-15.3502243093629,-29.7397080456248,37.2634846097451,-13.0433330370556,4.5226505019134,-4.67094306090804
counter,-104.271571946435,24.3907372011604,-36.8611557951288,-3.31063034292912,-0.34007378405837,0.211453218804971,2.78236818297451
counter,-40.463239248397,-27.474914871577,-95.0642997323145,1.52849958756956,38.7850725270955,-0.327079860006265,-3.19619982750505
counter,-43.3575110545455,-3.8485683471924,36.4330127161097,3.45947392796922,51.097859218023,2.11350791353107,25.0141970991339
counter,104.681143524573,20.5380627435771,40.5667873436632,-0.735397576491027,22.46211694322,-5.99414965761168,25.9674980058548
counter,-81.7566605289605,3.19050787427628,39.4091352633226,-15.855129625394,20.9230582339398,15.1637653586705,36.993071101879
counter,52.773173719795,-15.5382562143033,41.6621472301164,27.2078887693302,10.214305592403,4.21664570040499,14.2028550301631
errorclamp,79.6242924841739,0.215994905154067,48.6504225895295,42.8793393635077,20.4320246563971,7.59052407857205,40.5706362055922
errorclamp,170.233759156115,0.452588865609972,-39.9002823839602,56.7863357813276,-3.19810802615434,-1.95302147897523,-1.57088456679787
errorclamp,23.5785322467718,-15.7376401754099,-24.7425729590856,-6.29564528508112,-6.53627506483467,6.64478743999294,8.2283266857783
errorclamp,0.522262222451438,-5.4410519210058,-4.02196466619277,2.35063241512953,0.545983247168971,10.0261658844546,2.28258832220732
errorclamp,2.41568034656341,-6.70807082132895,-7.71664607948217,37.8649331915204,-0.0663888242332071,12.6337595280253,-3.23913240278157
errorclamp,8.54221473447972,-16.7406308074388,-1.94696590110141,4.7735023240716,-19.709116517474,4.02757201769062,-1.96392800893922
errorclamp,-3.9031916117371,-6.91385675646042,-4.00995471009188,116.600770811357,14.5462326853218,-1.14648667952292,0.845306178624245
errorclamp,-1.76846518014979,-24.7594410483783,-6.48188923750589,6.35623135408896,-10.0647857737116,8.03142545144529,2.05549619353998
errorclamp,-6.67730724109353,-11.1127130457693,-8.74573131328383,6.92960167149922,-6.45171402926326,3.71389018526423,28.7123239398526
errorclamp,-2.66402019647374,5.92367663742838,-4.07425729035484,-5.11030146868475,-17.8477717929265,3.29103455726411,-0.242797654282317
errorclamp,-1.66665446487249,-18.7518351393675,-3.70176002569779,-5.44846090071,-8.36828513651096,0.0439250936769041,-0.928078554050606
errorclamp,-11.1875020433167,-5.4162597688433,-10.9257427096452,126.311205082759,-8.98156301536078,10.6892492827655,0.405689371096022
errorclamp,2.2916192222267,-13.0995685203656,-2.69499145579551,133.318473872624,-17.9082125196507,-1.32088107477825,-1.67312889311358
errorclamp,-3.55152811488516,-17.5945371765607,-6.76086818156908,22.9006196969131,-5.65650200349706,-2.70687284427975,-4.26828893202064
errorclamp,0.889914606215877,-3.05621612834499,-4.94171860935825,-18.8608695072545,2.53117230221337,0.764147386483423,-1.82136938898035
errorclamp,3.09197180795304,-3.57490410844896,-7.01668469032054,167.211778468486,-1.78236232772275,3.79496402016755,-2.35204181884168
