x
-29.6827679652918
-37.1987971791238
-26.5085805759839
-47.1797289308122
-32.1392978757654
-38.2152137635362
-30.2001843647119
-50.4971940384188
-40.0140984880156
-57.8966635037218
-39.7874801248863
-49.1447937255475
-41.0360927732768
-28.2241249700401
-32.9160706196756
-43.228392569833
-52.9108596396154
-45.4184459360854
-38.0518703771677
-29.6028366215138
-29.5410566633882
-46.0930824394875
-33.1960136354415
-26.5019495232129
-33.427566623502
-40.2042587681547
-33.8735811313598
-29.0239189883974
-26.936583487237
-37.1155900696212
-35.9691570645128
-41.7933434512035
-18.4375063271425
-41.4340111078255
-45.9312257486892
-32.8609086774628
-48.3589876706508
-48.9994771072904
-47.3888398275776
-37.4620195471368
-39.264047694355
-16.2707700048586
-39.2496424077168
-46.0075477877826
-35.9714039310906
-12.090844170526
-21.9343434820665
-45.0462960839942
-33.3125035846006
-37.672122211806
-40.2830360569327
-26.5540533392644
-29.7151070961846
-44.9822425261301
-37.7764833330013
-36.7625909237885
-13.6565128873245
-43.3657847348515
-43.789814406978
-28.4480725054699
-39.1266461738713
-43.452245712461
-34.0849234463483
-40.7330536657141
-45.3353965442304
-43.7579852185159
-36.8135114694059
-19.7154197155176
-51.7439502051787
-40.0989655160669
-45.6764881177272
-13.2995177352762
-43.1135114602142
-46.1986821091938
-17.8933078745054
-43.3931696196652
-36.3499839161256
-37.3426169419419
-47.4429223333951
-33.5699516380863
-49.3039158319063
-45.6641513429871
-65.669007008786
-35.5310136621319
-34.9481188449024
-41.7980544762523
-22.367455353371
-44.1981651783089
-39.0391096972048
-35.2838560154331
-45.8920975941518
-30.8989371760368
-42.1854361421968
-45.4761848299271
-52.1958215945487
-48.5460473047429
-41.7354269635858
-43.3255538471723
-49.3932437930598
-42.1414221078945
