rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33
practice,14.7291868424027,-14.965067219472,148.592010840181,-1.15955536642365,16.0475012730938,-26.6992665103934,10.4252624259313,-3.64440424806265,1.99088151774261,7.10399445947983,-159.59650629823,0.822692758906468,-149.853611170285,13.9330127161097,2.34405394834239,6.45187547814105,-164.700331310447,-176.621636755221,47.0499577652926,-163.01916610607,-6.79558041030596,2.52921481680839,-21.2791378744136,18.0105975748402,0.614219596371776,7.38688252150505,6.43426137049074,3.35733965602539,4.17554575939703,6.24558340140566,13.1277079981833,-3.782811010816,-1.74732005185811
practice,10.5850902190631,9.44696590110142,1.73928054545222,6.57196364586636,-141.557927766789,-12.9392162887845,17.6919109651038,126.839028488092,-3.35733965602538,-8.08009055275301,7.50466140381244,10.7190503949299,9.89465262218099,-18.0105975748402,3.46814276482306,0.0817483562352682,0.99942715271303,-4.39525617346925,14.3853871705805,-5.64325084900161,2.00516186143407,3.30547266091023,-1.87974668481356,7.20172845108082,11.9093874490729,-3.60514723113245,8.51500029032044,5.15104728819045,10.5142306967286,14.4924005808213,5.22734207254687,-10.0174265660463,-5.34286535296123
practice,10.3672753632255,13.8494033523873,0.531709024366297,-0.870901937820907,16.2031330547472,-6.31370762870581,12.809282617725,-4.85588024955256,0.327973977506908,-5.84977552541655,-7.70485159645305,11.0468251037347,-0.999661674365829,-155.453114765492,-0.561000372106779,7.45978907619874,-10.0814972254527,0.0691954178618739,3.68759973627048,-0.963756532073524,-0.227052397412676,-5.89239793943077,-4.06144366862978,17.2892585609765,3.79472861703461,14.71225355854,6.70285503016313,-0.678588965908144,-12.5240242033895,6.78684565622337,-4.42468327979861,-9.76251783397713,-0.457888397026159
practice,12.144278049567,-5.53767779197439,1.9532977302718,17.5993861489372,12.4943856923895,-2.48721578306608,10.0595647730218,5.55604521958346,2.46808922135762,-170.855327805807,-6.74243083003279,-1.43455771586577,-0.89288986843005,-0.480716532293832,17.6757890277579,-0.507872584014449,8.94381258959547,4.71627283098493,7.70792203413489,4.7065679397906,1.79061262277034,4.86799459414464,-2.74765248803596,-3.09346524678578,-3.05718308646583,9.54941956106298,18.0657547613224,4.22667398728637,1.51561071726841,13.5578618427524,4.7783289862094,-3.82499777796906,13.8882103743003
practice,5.45562379494376,-1.84677983753616,8.51233198790043,10.8443904841606,2.38669574483523,-3.2960515003944,1.75346347482605,5.68236945614821,-8.77860404410998,-3.37630351594585,14.3265102860287,14.011574572141,-4.11084274455991,4.64837618092223,2.83794805543764,-3.04541598635404,11.0468251037347,10.353419578654,12.7089798439031,11.0275674156931,-3.20697507178135,3.60514723113244,2.65973271628147,16.5092571077669,9.92474329242183,-8.41307910201487,4.9232410365936,-0.89288986843005,14.3334560576629,-1.35100144394719,-0.0335134908161436,-11.6078992614671,-3.20099318057856
practice,6.53383574316191,-12.5089661883714,-2.87627763733455,4.5266577790056,9.07464130100431,-9.90196618120204,-3.06678734366323,11.942868046197,10.4200192216308,22.6331544740403,7.33428533182293,-4.20406135863775,4.06791565702755,-1.90906862548368,7.84007378405837,-2.00500696832647,-10.8443904841606,7.35764271025264,4.69116406082473,0.0734021459570273,-7.20531148607835,19.2789603285828,4.10674007901602,10.7341151153403,13.2078877513155,5.59882247063825,9.82067882045167,8.61550947611563,-1.19941437033669,3.60243759033576,0.45981462405923,-10.9839516416392,4.46051660757326
practice,4.66018967691915,3.11188662562769,-1.02357575718141,3.6108047022312,4.05584182847998,-6.17876754656911,14.1447874399929,-5.80051066329757,-3.11363000489137,-21.1448669331164,7.1426287526652,0.23570227503402,2.82128560809494,8.91044922337673,1.58099717365208,5.95288938974095,21.4581282453944,8.85589564409067,7.81899276785637,-0.886158932521922,10.7593797554583,1.37122392235276,-3.1232527204991,18.0483055326357,5.0080696613494,13.4493732999283,14.4215593126215,-7.10399445947982,3.99652049095657,3.83927635718359,6.49195400675314,2.52496397745397,9.30304500701591
practice,-8.95901438813119,11.6078992614671,7.8332413175057,5.22734207254687,8.06913114897195,-4.11084274455991,4.58374568709023,-5.96899053495139,2.82546616667984,-4.11074145350184,0.999661674365822,3.42917061217882,-3.97513779916641,3.30336280996733,8.14448577594258,5.52526821487288,-6.67096385029158,12.1714216199086,12.8491849114359,13.281585380364,-8.33549551518203,-9.37411735496253,4.69116406082473,-10.7990852970021,-5.54372957156805,-4.76383555467593,8.85513306688361,8.19047349134901,3.93947904463291,1.95826386604013,-3.43336905834025,-4.11771445644774,0.732674809839827
practice,3.61712874795896,-3.79224126789512,2.69484251041147,1.67398219356696,-0.731780287845059,6.90848782560042,7.13844350626549,14.2077655717191,4.74235725493103,-0.343770309187346,-2.2325280785591,2.46651294644702,-3.20710472550995,19.2789603285828,-5.08431965343661,7.702709931389,15.6091066528098,26.7469209547197,-5.80051066329757,-6.78684565622338,8.72327081036363,-1.73183859087775,0.540577874382067,-8.74381840572063,-1.21023876426094,48.2393449079526,10.353419578654,-14.9034873663468,3.52949718727991,1.74615584369627,3.5580945109871,-3.89653543849226,-0.623813119312242
practice,-10.353419578654,-1.96193725642288,-4.71627283098493,6.60981613315118,5.77252252793904,0.127662203134381,10.1421966707361,-4.3491122462854,-1.79553956173614,7.6218307826,3.73678632901901,2.76347294900016,-5.85625534113427,-10.0595647730218,8.74200427130495,-3.39881037520038,-11.2275692146278,4.21857408595099,-3.32128542856401,5.50849105885105,11.8715011427786,17.6991177094101,-11.9765676312099,-3.21414274209992,12.7420652411297,11.3252080310274,10.46532779272,-5.84977552541655,11.9894024251598,-8.04933338578729,-4.4891392528066,-8.49448550028192,11.5225065278528
