rot,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32
practice,2.32660239540604,-4.38636999510863,2.24022251894069,0.346474657635537,1.57482009928434,-14.2065972801387,12.6058254298876,10.4164587330005,-3.53422534930277,-14.9786846682356,0.450818153119231,13.6898498087536,10.0597389901167,-1.04812452185894,6.05835363522242,-11.2762590507346,7.15622969081265,6.7911998519986,10.3767727577267,8.66956512649309,-8.02405189507364,-0.0727569861383355,-3.34439048416064,-6.66349396922174,11.5052469193056,9.67872119578894,2.86057740743156,4.0356470735734,1.45501200487767,2.01754275605132,-3.18216746769257,1.35604349282139
practice,6.88094390715885,1.04690799473466,9.42755698539155,5.69802623432228,-0.169392493411651,-3.27332601271364,9.0065370925382,7.56919541786188,9.03676170956776,16.0025081309363,0.35027590159735,6.54445021825284,172.648487357843,-5.56546766786353,4.67482411488224,-2.3678099674033,-4.99640577505726,3.72374094926539,16.9352455959041,2.4513559209283,6.05559304549081,9.34759423517411,6.82141103409187,6.93089907929075,2.01754275605132,11.3155352924734,-1.43924814832048,6.88275464454674,7.95112845984551,2.66968618449495,-4.66473753210124,1.21939317006717
practice,2.813875323167,3.74429421729369,-0.405689371096017,11.9632924603835,7.01587004166305,-5.03650655652574,13.8711659076775,-0.3615564937345,-1.04812452185894,-175.299119101624,2.30796552441814,6.055887039695,7.44185355507195,-12.4566160788345,1.13437040849299,14.2623933089854,-2.60720039929623,8.83878618224238,0.428020289727593,1.10096358406694,8.46091845322434,1.3426362768666,-6.72205841536823,-8.234554544824,9.42868502347817,2.54591982784862,2.03351297544648,12.6446736744739,-0.637660131595462,0.913079102014869,-7.07671710954184,2.86947173364245
practice,2.89288071048304,8.58114592487803,8.6245566037719,13.9405168889261,5.60209326337664,5.11330425516478,6.27599040036826,-1.34967292722601,4.23659058467986,5.42751942343488,-6.85127295873344,2.83271679048517,0.553578092758315,10.6062361907771,6.89341153770369,5.31354685049978,20.5276264611577,6.16210306628659,12.0747375740687,-12.0599902659959,6.67742279725659,1.08195848441159,-13.8875187394493,0.137577271067888,9.08584447098335,1.13437040849299,8.4705292491862,1.0562900672943,6.02937862762869,-0.60759511732046,2.19775423038086,12.485746096107
practice,2.7222115831236,-7.8897344672168,-0.0506062536032158,14.3788384489858,1.81913297624665,2.55311019466048,5.51123145487082,0.550140246131855,-2.20731475741318,4.41743834149932,7.86241815354925,8.34927928446278,-2.13376668713,4.37150114277863,9.65762523475194,-10.335323418461,-3.64705455580389,13.0023312985,-1.57206221041752,3.09008468267016,0.0483256211892084,0.613634397859266,-1.00804599324686,-9.39073720116036,3.51492306245576,10.1948425104115,-7.73570227503402,0.784935541128022,-3.33569443913518,2.14896573382116,-6.4493876466742,14.7314244328101
practice,4.33802784960978,-5.59658256538071,-6.32195336454506,4.32010641404545,5.90740108874352,-0.309924867393333,5.41625976884332,18.8111349496084,6.94763792686425,6.67742279725659,10.7530790452803,1.26356139983703,5.98611328000093,-3.88287125204103,5.72776290848724,10.3377247638968,-143.26300988336,11.6337375792496,0.327079860006285,7.51104469137236,5.87384894965472,7.15622969081265,-1.15445272432407,6.4493876466742,6.99240058082134,3.89485276886755,3.61592399824328,5.74439399385654,8.54273963269046,-0.985288198698759,-1.58621314620595,8.08054618874663
practice,-4.66227523610323,1.19259466953461,20.6066897260518,5.49890570954581,3.72418769275191,-2.99655551362926,5.0680960939296,-4.52798761327605,1.36615470714811,7.50000000000001,1.22774847318566,7.28278555994653,3.82672663942704,3.05528169998582,-4.3172686800418,1.23391761110399,5.43921628878451,10.0056143076106,5.08453611948931,-4.6232272422733,3.08329015184998,-4.49862170844295,-7.09007204156139,6.44826050661066,17.8636565676069,8.10655528666658,7.44760548105867,5.41625976884332,-3.10474382653074,13.2875001779061,11.9951165354357,-1.26717549363152
practice,4.28504726179777,0.690473491349001,-5.70788775131554,10.9394122159602,8.678089418361,-3.19898960676937,8.52553744825702,17.0666188690197,-5.37974458770702,12.6849509685269,6.30651057601797,0.134784530919049,-0.794616959924821,6.25568040145818,-3.35180572960105,14.9138137796579,-2.16103600914354,15.2079220341349,1.24084519927553,3.23135298286975,8.2482976230868,-1.43398994806307,-1.27051524977662,-1.21049763911532,-1.25918602726312,2.32925150728019,9.85182236387915,15.3326878727478,8.39288986843006,0.0611838211159117,-3.75141271335471,5.62976565811943
practice,2.913836258173,3.35180572960105,10.6484178571101,5.73124175732281,5.56546766786353,13.4689905349514,12.6446736744739,19.2252199607349,3.33822778966176,5.33034885245155,-3.45947392796921,-8.89357998556885,0.0219793285523897,7.6290976158709,-1.89921153125279,6.69365904648016,5.4996583034778,21.8212385240344,-6.76821971215494,-0.393678228317136,5.44105192100581,-6.09723526902894,2.96920494133502,10.4835457272903,5.82623259652791,13.7975985020979,0.352992266743806,3.63727476349251,4.52934920910986,-0.409882673244193,-2.36530903803414,-0.273078788784218
practice,1.12501376314354,-14.0301414563039,-3.29908529700205,-1.04690799473466,7.21412586166698,-0.969858543696044,6.34895575993645,-4.52934920910985,3.34322325833605,19.5632666903165,8.66956512649309,1.23404745334914,-5.62928157072002,1.59215694497289,0.556834133846567,6.2619955191841,-3.14501189684329,0.781966231836227,13.8550994264512,3.56133151998506,6.45069471867706,9.61152963666314,-3.11135167674019,10.9394122159602,20.1478711898236,5.67134171479616,-9.32639617903525,3.51930567538244,-7.1919304238838,9.26142941722979,-0.769899043591901,2.93405179024586
