p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29
-10.0079701925867,4.53862319201677,-2.38957786785277,2.07575167134456,-0.339205858790813,4.01492864248293,3.05372876209733,-6.18313004828815,4.01004459775935,3.09603652947859,-6.04964798369315,-1.3853295578487,-3.78329194840102,-6.26995757611974,-7.16523355588417,-9.5039377770661,-10.5704623294736,-5.85118354448089,-4.95294814850561,-8.88190459126875,3.17356224011915,18.0662662129349,-10.9625943006945,-8.74367858901634,-2.73238345489951,-1.55880537866973,6.66291404964241,-7.99997944971674,-4.93835376806974
2.83374648972811,5.81856290149568,-18.1405871376491,-4.38521246345282,0.848096314392757,8.17372315851906,-4.24978541406926,-3.35574249976728,-10.5522720535417,-0.986361044003154,4.40500113268369,3.16809399426193,14.7152809179477,8.17105174910558,4.99447733656227,1.73412699129019,-2.67275768424334,-2.36876960882606,2.80515910343525,-1.91108320173775,-2.85420744795004,-8.07486342992319,2.98950965339139,-4.06261189605981,-7.68140586451051,-31.3579153289916,22.6922315702622,-4.80473749373691,3.78764478045138
-8.42942835944409,3.47829134894713,2.953654270633,1.86812718988544,-0.981420268695109,-2.71429075607794,-6.61327068648597,7.29558800636501,-0.187086384938474,3.60475845871158,7.02242212051037,10.1565634769522,7.52275145958195,5.41163022914579,6.99270018362501,-11.9927748788818,0.928747860233702,-9.97960730471537,1.13842683531376,1.39117450841067,-1.0211982276307,-17.7758514935053,-11.4429767259838,1.54356194837754,2.91953977775146,31.696815689623,NA,-1.33463114927341,8.33224340655738
-6.30301460635964,-3.09326302315702,5.9264258943223,-5.8711930870024,5.88406321248615,0.83588715430146,4.83564485934281,-3.98879342923472,4.30465944121334,-6.79818645404382,-11.1801733479873,5.02174889699415,-6.69083653941694,-5.80485555005748,-3.78097470348217,-2.48313066333387,8.45312474530019,3.41449192893705,-4.18423516328214,-5.69961560982644,-6.30139923083824,11.2670338801292,5.21624681436111,3.46833022938781,5.08573047984523,-8.29799829084846,-11.1898831623476,8.01609969377629,-3.38468591769391
-1.14648574897722,-5.77854828514561,4.6145351650264,-2.0813893279455,4.59752320754959,3.05585940183243,1.63871939730525,2.51244445690834,1.02915189423644,4.67923269649669,1.38871628938049,8.57091693151604,14.5092269070048,-5.81551128408115,5.03716107720408,9.33726213154333,1.47121180438912,7.50623712017841,-8.80198214844986,-6.03519309385304,-7.62724850480527,8.68487055362725,5.25767286068132,-4.96353888735939,-0.248798211760892,-23.2959185952457,4.65629243068576,-7.22126324022828,-3.857000018508
-0.835568345377907,13.1566287174711,-0.770961428177317,-9.92840197523054,-3.16182805971369,3.26274964033337,3.88230910425014,20.8551360081879,2.53841308091767,2.92545801681974,0.582023558434,-3.84043713760016,-14.4732792907552,4.63879081710425,-5.88243645274857,11.8329027993919,11.1744897657681,-1.00274752477021,9.86979817719287,-3.82645121248166,-0.807439266497314,5.55531715513418,-0.487818703952177,3.35702234731517,6.00524185151463,19.8308561939252,-4.98071801824275,9.27480615934752,-9.9717797329358
-5.71601611430306,-1.35716486461981,-15.2154501103755,7.25395417503113,9.20820012347327,1.57446608702972,1.72793420714065,-2.54386936153681,1.45098717840944,-4.8042453897677,-3.53386196983568,1.24968232653957,0.6140531277817,-4.72771097706567,3.0913738834372,-4.91809800797825,-5.22000539306223,10.6284702590712,-5.69827932206456,NA,1.51313014996195,-0.609678850974142,-2.51759998438004,1.16282266413862,-3.76493421762589,-3.67799432566852,-6.63378533277793,6.2148582856863,-4.70509631364152
-3.81460055800353,-16.3040821894518,11.8958285323825,17.3736651178408,-0.206133496980703,-12.2416768361208,5.36723272539457,-1.2674944971312,3.12199625860612,-3.96180374761742,11.473953665091,0.158669359564474,-7.32540255414516,-1.17705281735257,-10.7713063946115,6.31468232214058,-3.68855795954434,-4.77796854677926,4.05279136698893,2.83968907637422,-3.4030412253107,-16.0308583769011,-17.8578349219255,2.34532235135315,2.63044845906442,4.94163836503165,12.1956760566329,-7.21115422380959,-4.24284462577885
-5.23765551771659,-0.701278956943371,30.6530241207348,-8.53438641039782,-0.670007867242923,10.2351456450739,-3.80573301951652,-4.82257212243625,0.704477240746406,1.47294259406296,-4.14340249271981,3.37391539858582,-13.5651104257571,9.02754735348028,8.19792633202749,-8.44204651270967,-8.30121120343636,2.15354217354669,6.73821078295562,-8.46292293726849,-1.3411898490281,4.71595702862956,4.76627873528664,5.34523550489767,-11.5777778343988,-5.18771619814532,-9.78485423707457,6.27118526991793,-9.26820774123514
21.9792750531355,5.73723419908441,2.31434017302397,2.86456318403186,-3.36698391461276,-0.24870365418152,3.90015559186866,-1.16451656208298,-8.44434170028272,-5.35770962644248,-4.09924597982327,-11.1714772977438,7.22001612546265,9.83178422784768,-9.56425673662536,1.36719740001526,1.6364677498613,5.25807299674592,-4.89036801752367,-2.70092606415893,-17.6952429795305,-9.86574113179366,-0.0436793657543942,-5.79149044622556,4.2854021352033,-20.2297346370061,7.41254412769949,4.79218415011065,-1.63712773636502
