p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30
15.322596701873,-11.1363911391616,4.66240864179009,0.706914608742095,-5.16152478263435,-15.6364702110472,-7.44079002004623,4.80604996407076,-5.59514503630333,8.80861688625841,-4.27803084287585,1.32351136654074,1.53083734838396,2.90206883535032,-9.48599541408529,10.7298143327985,7.68745365440255,NA,-11.2844285257445,3.03599871888451,-5.52487024510382,-15.2632747853376,4.79731122627786,4.40039337415109,-3.02788694152927,4.83972782913635,-7.68793233651275,-10.4582746198436,-0.828601384623399,14.2951202754012
-10.3181890719015,0.652458914372451,7.87099923864504,1.25137625765528,1.36213477738674,-0.0586412022638179,4.30847059215291,2.03080748462041,-4.05289386477742,-2.60743896694027,8.0243166146491,3.75817051298598,-6.1507323835806,-10.9302845917058,7.51340255106666,NA,7.65473093447135,1.82326639695767,3.60089985393111,-8.4109941252343,0.850845866278402,-7.91985469270303,-6.71937494438796,0.495920788427025,-9.70006144816552,-9.76606404170603,4.56644372079213,0.625379295342103,6.86639376394066,1.61340611423636
6.22809336384598,0.540793709168272,5.30002661751396,-0.979011933385688,6.28293542812955,0.0248793185645422,-2.28349165554513,0.737477226487801,6.45040817312393,-0.113596502890993,6.06043326067718,-9.20315810317211,-1.97057966544201,-4.46911058729796,3.53343692606367,-12.3426472588207,-11.1232895139394,3.42335407682357,-8.28229585829784,6.62645869166286,-0.136127945205987,-3.21543775844723,-13.2057627462862,-7.46126747488941,20.4092430797734,-4.83526566116881,-1.16883149597535,-4.83580612755785,5.69549595264466,-5.62826855962384
-8.79439908087568,3.53297223671819,2.74511668878051,-12.3003903421804,-5.5259672519917,-9.46966474620197,-2.56720526149332,6.08131701909871,-10.7742076382344,-2.01442898958921,3.83590006169779,3.63272252374545,5.48277416838031,1.6564458784914,-14.0308117609635,-33.04702533878,-3.68026611741123,-1.6696810814676,-1.42366602754404,-8.7676447268348,-5.32962468052207,-17.3490269873426,-3.07219787853489,5.68915180514439,16.233678381984,1.93274081957571,-4.5070314415082,1.46686802458759,3.13943834962026,0.507232307751341
-15.2720857827989,-6.96368690496538,4.86374270885766,8.89048897767326,-3.03421999357382,3.07566277947831,7.8444021882507,-10.4074810668725,-4.09100755645183,-0.815079656709293,-2.45243069634539,4.85167642948975,6.54342149506761,5.58219179755962,-3.72814538525724,-16.2953001720894,-3.79322121122722,-7.82765431442053,-7.37388530711233,4.48342628269792,-12.7369251457352,3.70844822418356,-3.99349901270641,-3.04160818462995,-2.3046877030809,-7.94610818694934,-2.93558235624511,2.8860276288083,-2.38219212203289,3.6544105070591
-11.1895680860867,-1.13155862790641,1.24809676881662,-2.26716206946702,9.82504806000195,4.43439956587361,-3.81367254612429,2.41798395233767,15.0026870016345,-1.10208507870121,15.5477217773803,-0.078545077433898,-13.3099880427539,-0.818101775167612,-3.85141601879402,NA,6.56273785869035,3.26525222488767,1.32149548209022,4.05458778383548,-10.3078898347151,3.53230270456726,-9.01280234754675,-10.5756770385829,-7.64768198635932,-7.06487126370615,-5.49045811673855,5.17410986220728,3.99594675607056,1.24098230424183
-0.0951174592605604,-7.78721629886076,-2.35815701526036,14.2537455900939,2.79144473126972,15.7078536931272,5.50749115377048,0.602120598387501,-3.53899015157054,2.11351711431544,-4.53452369892105,-16.1255306162153,4.01190401744174,-4.26095186515785,8.58568827229976,-5.72163929828759,-0.114087576439126,-18.6058720165302,1.02277458476313,-2.10925655647437,-4.81563225468252,8.34730606318296,5.37289496889106,1.70038404340827,-0.859640131990941,-0.645853927721656,-3.80142951765013,-11.0137131104012,-0.317759284368958,-1.7006920782926
19.9375199212868,1.89625308482107,1.98174052688107,-8.53875567864235,4.30132982147017,3.80117786531281,2.2482082053486,1.89074349162061,-9.27246878304137,-0.979973188673173,-2.70851215188881,-3.71748099751186,-37.2984610255858,9.26633690110871,3.94720181950343,1.59224160760902,-1.57014718345012,8.39458982525247,-4.71296737159313,-0.605875514601776,-9.33991804300006,-11.6300737719945,0.0164314137681849,10.9605348802985,-8.17399768319667,-8.59437079239819,6.04003580670895,-8.75076741874918,0.498437112829332,7.0813504593395
-10.8952435469755,8.66241994099005,0.731921970625069,5.95893546137745,-0.602959565490461,2.47700907902501,-4.24777713997293,-6.95204476209617,-6.83616227985699,-1.90871208972292,2.34806936813861,-4.16196084085786,6.33976636508691,-0.501237048495282,1.33973680433052,-18.0566337608492,-5.55126194900849,14.1451652942615,2.16563689443029,1.79691311023364,7.83634254088791,9.95884337762457,1.64814700270506,-3.33748488783709,-4.79667934218952,5.76625188471747,2.77028124446748,3.26213494815889,-8.54558889419682,-0.688897618929699
14.340670301009,10.1244571853833,6.95390194288094,7.66538023066288,10.3327595675369,-8.23527637255939,3.43176660162659,-0.288504610543609,7.60675726009023,-0.341448804535063,-6.79284570721597,2.27283069280001,NA,6.77064445322612,-6.64151177748872,-26.1765766880495,-4.9598037720232,28.4622250067799,4.71811450339073,-2.90822766520507,3.07614159381099,8.91359031504116,4.61756806777036,-0.678541051430505,6.3230474269624,-12.8450003497216,7.05610895380466,2.93203452640893,-2.66950123324761,-2.94900464598032
-11.4049740322771,0.493782700173572,-12.3163554469333,-3.70923517483227,4.60257419550216,-1.04797612419435,-5.60930489472501,-0.106447166424899,-3.22099292325139,-2.02946448794794,-1.33063649206843,-4.72135680677314,-6.35093981658446,0.775195127226108,7.75508573051446,20.0416434593388,0.435182296264113,-9.67845146330057,4.75349623720082,-1.24260605932391,3.54701407430984,-10.9538125246343,8.02968378347157,12.9961385056532,-6.19335210825317,0.0815961065371245,0.977404262994098,2.22291715028777,-10.2491108218537,1.42212467307253
17.454699567046,8.07914888543915,-8.60169066076004,1.71425565929272,-9.56782465886836,-5.33046730592401,-6.31245131577336,8.49595580485339,12.1099130834491,-0.272482174143843,1.67760621258235,4.38277530045463,1.79056947267892,-0.532117916628152,-1.60796192448692,32.3656047474319,2.25578309334899,-1.80049965437207,-1.30729081535005,9.44501859545146,3.96110870104276,-5.85417431507474,-2.53349830546189,15.2938913102263,2.1713756654785,3.60845244053049,-1.80236796253075,2.0156943156879,10.3530253743029,3.2099590259365
-14.4607558915787,2.08211193606359,-14.1418090168704,-9.78692960438899,3.54447824552933,0.0407602668706923,-2.44924009963235,0.456728791914911,11.0280422392431,5.16875336407551,2.93008790772222,1.74513676416437,3.85245229114298,-4.79711597789816,1.87449015642157,-9.48168727935649,0.198573159466593,NA,-0.97563978447961,-5.0437343926014,11.6466065486723,6.31194426350157,-1.17771181498927,-8.29534751648434,-3.66367347295038,13.1495350596705,8.07931302309221,6.58035954186565,-0.0845300598586185,-8.77715276117428
5.93038041500528,5.62453721054606,2.16696838678209,-1.76843493728295,-4.5950119995673,0.105243244133362,9.4510553872257,-4.64250214868268,1.62916389686563,0.675594018783187,3.37047770426591,1.03935048619538,1.64073877777101,10.0663181645391,-11.3876407682281,13.5421379796549,6.20641217334776,6.83810047430597,3.11730677864058,3.47676051620413,-0.391800205160747,6.15704337336397,-2.28867672662171,0.104904701571285,-4.07112806738048,-9.20987260197803,1.63541793938892,0.897787147173933,-0.0321864231361788,-12.3889566710589
-8.66910868476316,-3.1082711726611,-8.03617687575323,-0.707093502453185,1.80210789738983,-2.45929293052073,-2.96780566510613,-10.9717314302298,-12.701942348379,6.62918173833321,-7.93657461799066,7.84367923543129,11.0664909195229,-2.09069418958418,-3.99207453696925,19.0520488615804,-15.3012169042519,-11.128389671236,2.10955620194816,5.80267449023626,8.12072838803071,-5.63980132271279,2.28572448446606,2.86783137188536,8.5944469132921,-1.67052836434476,3.17493001735363,5.23814437685497,-4.45700869163104,3.35502076840986
18.5654029009421,-1.58251350456516,-4.89799785032607,1.8014769917027,-5.67062584922091,-4.82256724595297,2.2911494856499,-1.91821568239144,-0.680944117780022,-1.64291415498712,-8.30036397522097,8.94748644513059,-5.84644453697509,-8.92186989977482,10.8489779473192,NA,9.48384154095285,4.98418489194677,-1.28084175809232,-2.93532380804884,7.87060931080831,23.2466124125807,3.07632694102286,3.06146850088967,-8.94821253103619,-5.50066767449059,-1.54559755414112,-6.02583626339433,-5.30957258896684,-5.11003069188622
6.24609268308668,-5.99567062580395,0.792296134417149,8.49753802508756,-4.23381035976637,-9.94160774387533,-2.34340423348565,-5.71581827653979,-8.86909165703455,1.35140503977012,0.271787780736558,1.97440288602773,12.2526618592784,5.11850325321491,4.41202444454535,-2.76152707336391,-2.19978385363459,-8.42041134990202,2.34680084688187,-7.63766109741656,4.74414997872071,2.28174727815117,0.148924093602885,7.51911770286362,12.5416812846954,7.81338118018333,10.7576941044903,2.21916632815139,9.72379227415636,1.6399949462522
