p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30
25.3223156759632,-12.0977035762044,-5.49641388829636,1.52893125408461,-19.8025451441211,-14.8158751611029,-6.02205093536878,-13.2161815950439,NA,-7.81327502846127,-7.40148748883697,4.37376246334162,6.30333018517236,0.0503227614645798,-15.8687362545986,9.51448077428405,4.87838672981562,24.8285334549359,-3.24463424269995,13.1930251749024,10.4596728375695,-13.9928141285355,-11.6484981108983,0.854792225707398,-5.99195506376949,-1.17355107492786,-7.03453866755384,NA,-3.30403416091871,16.1246110995132
-2.63918561206342,-0.457664206877338,-2.76571735198019,10.9465799433875,-1.6646137485375,-7.17561863118022,1.06206090505219,-4.43043008769527,-8.63915218930434,18.1294443138598,7.33786549148877,0.960927727526991,1.22829577418886,12.7788164435819,3.87822456516478,8.95071099713311,-12.0163716389936,-10.4030192563282,5.69416141882694,9.84633037664796,6.34926635200012,-24.209103203102,-2.65057580952615,1.52788956702874,-3.4326394710089,-1.41780924911852,0.142724973955516,-16.1001699839484,-14.3806898884306,-2.81800827337941
-12.5092962581264,NA,15.9585951005142,6.83656216142694,-1.01734122882186,4.63832585671003,7.02567897952189,3.89368028793382,24.0660334181207,-5.63337169608082,-9.60489498845835,-0.533860758316869,-8.42079825872737,3.56745008757054,8.88137750673338,-20.319256155662,-9.21368250970732,-5.42078649662665,-3.06791913890514,-4.06570637621586,10.1304720934701,8.87749966264289,-6.04806727055039,-7.38605528509217,6.29443453736067,-0.510051460697055,-0.889284611800878,-3.55485266790085,-5.63207936457846,-2.30424251830158
-10.2918650785728,2.25559314464303,5.00950140773716,-5.81962751441835,-5.6841956156987,-8.55083672306867,7.85303311208469,11.2567939311699,-7.35758270703309,3.64696786861204,10.2838129349358,5.62637110574052,2.66128502712616,1.35642400023827,-5.96388041276572,NA,0.130733804131711,-4.63528433194957,-2.56056002156283,-17.6202989937991,-24.7851421715453,-2.66353802960452,5.67892498020454,13.0186017772479,19.5488790975087,-2.78746869950325,12.0312548647644,7.18773315798392,11.2797942075425,18.8615157185009
-6.95414785011539,-4.17157070380153,13.5064813487838,-1.66496987756935,8.31139016408297,0.464592635865613,-2.85879954694363,7.14897706233594,1.32009596503576,-4.9451556288809,-6.62777224755806,10.7691524154562,14.0951983961824,-10.5859441999884,-18.0913988533859,NA,2.7833101620569,-0.641631922734653,-5.04368471568314,16.6562280900831,12.2390615812917,-1.90484370907292,-22.6076039046359,4.41668446126533,-4.42572283694877,-6.94519107989488,0.450678727014005,-6.69166874242482,-22.2160790110969,9.76407962354215
-16.4145429606818,1.9182891927361,10.8002201112792,-3.7523670553081,1.51560865300645,-1.00812499518006,3.17447458898013,-10.1284495318407,13.7614864405279,-2.45578119338812,6.46672596743625,-1.02029810332465,-3.64381350110242,-0.20319456658129,-6.23186108395785,NA,10.0535546820058,10.2456850833853,6.74683630860668,3.99259969178509,-7.92003459478581,-2.85008950675431,-7.87009222651135,-5.18072539719749,-9.50216189342071,-8.73752820138732,-0.826403732724565,0.118668092169376,-0.40064563961807,-19.8169073296941
10.2731190006738,9.57433534432017,-2.83250505719251,-5.27991213677382,-0.721325768188908,18.2787209948922,-7.42461104170077,-4.41412250268442,10.207410287595,12.6513152348678,-4.41696364247558,-5.54635904719149,-3.05210895283917,-2.67943149923946,-5.80186281003857,-5.46890879142568,-1.3063709855984,-7.12552791657017,1.70621236018546,-10.3571614890045,6.98306478328612,-10.5515264459429,-6.87926747473475,-5.46757495212539,1.65853843708955,-7.21227063552592,-10.7592692962823,3.47399039543718,-12.4218379936851,-7.77857647371541
11.9807845588831,3.26400149612157,-7.1700291117593,15.9106709871451,9.64495948698367,17.4282784335359,3.23764194939856,34.2175714137894,-0.879249610433293,-0.502081044542674,0.255070383419942,1.31936339527611,-14.5361574507488,-16.5613697122674,9.58029906967748,5.55033817506618,8.90437513616463,-4.26922883616273,3.1587058961871,-12.0617259632146,-11.2302796100474,-20.5732395640968,17.5355723020742,-8.47861104432443,4.86772661612155,-2.24274432293693,-9.18180797379414,8.64852362882532,13.9165045766195,-1.6737065638765
-9.56769413253199,2.33835256252562,-4.03097986793403,-18.8228449851017,0.400187073237231,-6.81588051954114,5.90544564882599,-21.3214148232619,0.759018330509248,2.73772182172814,-4.17442914195387,-10.1901212927542,-3.65639318114248,7.05931940897055,16.5455356864808,3.17125432208805,0.429696074740351,2.13183308858322,0.676699882148003,12.0027207589356,17.4237018149903,-3.64678111960732,-9.03497644233626,-5.2015301086961,-4.35370739492681,-2.89966715067154,4.82659833516348,-14.8545147127615,-3.41785982026905,-5.57977928364396
17.3343501541139,-0.676714255511297,-8.40910576333747,-3.91314460505032,3.16653920921758,-7.44101104033221,11.8105200279391,-1.92141496237576,1.52168846815446,-4.31333650577337,NA,1.75006175763972,19.7537372509705,0.757764638361239,1.20346626115781,-5.3524033005327,-21.927509086428,15.2636172566876,1.19439778183567,-2.75926247433488,-11.3945616447651,22.0203462790252,-3.66582259672157,6.2466797762911,6.67410604580841,-5.91773572285734,0.0984562082570903,13.9769543618112,10.4040913136502,-3.33027048847788
