p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33
8.3133796505446,18.8301087681516,NA,6.30749836282724,4.77485458914737,0.794421712528944,4.20979153524596,-5.42424536069212,NA,-10.7745997189575,0.824539049147047,-4.65165249601672,-5.80254523102434,-4.77350678180867,NA,6.22141266141929,9.1673938959872,-4.20022232538212,-14.5780691506431,1.84785162374379,4.56102056434582,-3.77832851497713,1.21953438515084,12.1672108616112,-10.2500194690712,4.8135443858299,12.0991050018406,-2.24034787175893,-0.142837817673738,8.49958204510568,-6.29450490692069,1.41600948901631,-1.32146075422341
-7.7465540195294,-1.75522645047883,18.3761284126944,1.10217968015623,8.16609088017303,2.4371813740777,5.22966119361026,-5.94194326037978,-11.0105893352533,6.86929423945458,-9.2242001972655,-9.77124322982536,4.4517179818814,-9.45161406672777,-0.490569595282551,4.00049013422378,-0.357594727773513,-8.70137972414561,5.05117339928465,-3.61059317597372,3.31082562190079,20.3265010525762,1.7534077207952,5.82196738679757,9.57116031082666,2.93022482052444,-5.19573753736573,0.21439608166533,8.81007677798088,11.3447963290128,3.8958285945163,-5.53249942587099,-3.3272413746284
-5.75774413365998,-11.3487916889199,-4.29595502413401,0.638681850268108,-8.88160391966387,-3.14783221720294,-2.14346841702814,-1.78178355620387,-3.40004928545905,4.74382974418478,10.9426452752496,-3.68240017187439,-3.01744931011431,-5.74350458102452,-1.82646014806809,2.11336657414428,-7.66211545320773,-2.39736696020652,-4.16213629091886,0.940390999552067,5.41063618462337,5.53684995274262,10.368767515687,-7.556211589309,1.90820157339473,-0.455486037787633,-1.07901330443032,-13.0867738612322,2.90691143686196,2.32037279896915,-4.90376383102234,4.1996192793965,-4.36024389075561
-2.03587447794723,3.22682122165402,-3.27842380921135,6.45451219712924,-3.28225085111118,-1.61197805471781,8.92583553490256,20.8083043161556,5.34017154012918,3.73480890864888,9.40544147419727,4.3837349431413,-1.70078446339701,27.0579563757155,1.94403026738733,13.9972993673142,10.4792158681713,16.088691483297,9.14501460731515,-8.67011328465925,-5.87299088502043,-0.110526145210351,-2.21777098682877,4.97113305647704,4.4212620084349,-16.8412404772577,-5.55471605085457,8.20414724073966,3.51427311027007,-8.79607967710826,3.00150547390087,8.16877555794977,7.44786121183974
9.48823552900878,-9.70062352154026,3.63061822050172,1.9760273763958,-8.66005421876934,6.18113957219583,-1.85518266963811,9.8627838469868,13.6584893386436,-17.6305936927421,-9.07966234331095,-0.718620223259593,9.90078310354243,-6.77403841736786,-2.88427614814444,4.70047542946569,-1.50552466485933,11.6299832161576,-1.22036180248672,-6.47857285388112,1.1330891051982,0.384304227813159,6.0180658777558,3.33661294682636,2.98255499541595,-2.16520600032458,-0.771046918420316,-7.81196006522241,-1.17935734059599,4.77197666923135,-0.839386910117503,2.39611660881027,0.51453038236933
-4.12149670198358,-3.83090928277636,-8.04882948958005,5.98222344346084,7.79155805377073,0.119572885548274,-0.972463916042779,-15.2986452542055,3.03078069483131,8.99575774692978,4.71453816063954,-2.59851070880262,3.78736046338204,9.0156955473033,17.5948979478886,2.56760134983935,3.32089911739501,-13.7604202150359,-3.4979562678871,6.0415458056205,-2.08468485732849,0.449820607737559,-1.66366296690224,-5.69494832103039,-1.75494796638172,12.9438782463034,-9.79187825977708,-8.03729434942586,-2.38484113516855,-2.00437393235249,1.44418323157984,-6.7579791266713,-3.60364171026995
-6.67378118080344,-2.09769563896144,3.19039689876552,0.163179486159468,3.27698963984205,-1.22306393619267,-3.15675289219834,-2.84309530422785,10.2219112460139,5.43454516002638,14.4766277239833,4.08484068789691,8.46572731079773,0.35238005545841,7.91684837882305,2.45323389370583,-1.83496446769443,-0.440357035342699,12.798513354638,-2.89269027797661,5.72757418476133,3.99168868647372,-16.8468719132263,1.94238908147573,-1.58443015788452,-1.32147618718869,-6.516211450833,-2.48527125898434,3.33308965577008,-6.88153824816946,-1.69367128428781,-2.77370542680191,6.92469165291231
0.700963857355121,5.24818452017705,-1.82023924935173,3.25949736796209,5.98880584930833,-4.43398218205216,0.591337686524511,-1.64277601389024,-14.9122980911679,-7.38112947038985,18.87137673369,4.82848930163373,-9.85084795722729,-8.02234850606749,-0.228998592423798,-6.11638181529414,-3.35629998228605,0.391471174357101,-4.3949719727299,1.56001712414231,-8.47120316330508,-2.37884849056948,-2.92604363228521,-3.50052420150832,-6.7239014568456,6.7099339686121,-2.8859904475722,11.9680962317911,-5.84398443870737,9.13347863209658,1.77074452485922,4.4480048204857,-2.40304505626608
-4.48830936600203,1.26288855963922,3.58652010678227,-7.87783444347186,3.94266244993908,2.25817325592734,2.63907491086247,25.2179954498087,4.89869719157696,1.47635015065188,-4.17360420058969,-4.70822073211875,-6.61577201786472,9.6181614175311,-1.76354225944953,-1.53945910720622,-6.18032646828098,2.24286726960954,-5.18971862302173,-3.76612285394769,-0.111807766854416,-5.32480183151537,-1.67656095270194,-2.01158805235177,-6.94311325608434,4.10470131748766,14.5984182721126,5.36294698809368,7.96684084991428,-8.92448429332129,1.96242116347163,2.14281358918385,1.57151507884586
-5.74275884511676,5.46335044632816,4.96665017001735,-5.22942395674771,-5.99441378145505,12.2748672214912,-13.2647426622725,6.496839734475,-5.11164700111043,1.95959181496748,22.9619159226821,1.65606547142052,-2.76611226522623,2.10460133849935,-4.29811815721291,-12.309022208501,7.34136950952601,13.8926344481534,-5.43161648243713,12.0554097762204,-0.810148603022266,2.99044270083392,-8.23179301089624,-7.24622004463546,4.30080594789994,-4.25741669967286,-4.06751857820888,-1.37138468164106,-3.4031414034731,9.51579998470358,0.413412477332957,1.30684912561971,0.68241589336031
