p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33
10.0110767780582,9.12539491383917,-6.13556161080561,12.095740657496,5.96198285306133,-0.977383344198371,7.23092716233377,-2.36897272747024,-3.23707325421332,2.33872024480465,7.9949109596238,-0.191296019886759,-4.84063409776095,-5.66133520391557,-7.64492471843718,-1.26088416707617,0.692806658622606,2.11141004549278,-4.55467452960331,-8.10646916637264,-7.20474020539154,-1.30439964338912,-3.95709934415751,-5.02647807853679,-3.32778656591342,5.00905455518918,3.19731197549016,0.0922309903871471,-2.69723876174992,5.12430761120602,-10.7836393324409,5.75199149959251,-6.18909485744079
-3.77476670938421,3.11710928822085,12.4436318325298,10.365899233267,-7.08372933869675,4.21044775105421,-0.977387672202769,-6.74246251486795,6.55284965190883,7.25776726006015,3.20875881977454,4.60021704322827,-2.78383141809835,10.912696361533,-7.84173534043535,-10.1681658970967,5.12293646042081,1.9264418396944,9.01614682208122,-13.3056617690757,2.34074711366588,1.69994618940169,-0.761568183063347,1.37651633944361,4.98075042992164,16.8259667943388,1.49631112283539,-3.71926680686903,2.41643321549222,6.38731911354282,-1.10788391224846,-1.79972697749342,0.722980981288119
-3.4120287679513,-13.6465534751299,-10.3696808112474,-26.6921021333145,-4.99025842384885,2.94987504316596,1.05641187595771,-4.77456058403277,6.18944662679319,1.77259657520346,2.70150122734962,5.64998848618461,4.60469466682627,-1.54424621917831,-1.18074679948093,-1.22685572905037,5.26312315112331,-7.71158808022285,-3.42409569300223,-10.9220192246191,0.455176846070648,4.73797195449126,8.34757528901075,-5.79860845823778,-3.25541948310253,-0.841353231965466,-1.15221227049007,1.28921234025661,0.713297493236502,1.50574165608963,-10.0673361938762,-12.0812804057271,-0.830791020120361
-3.20618325222451,4.681601658497,2.78482283586048,11.691825236973,-2.83255949768254,-2.88304751902709,-1.22778885713829,16.6587596094209,4.65008981248266,-5.07365142102627,10.3844377750023,0.398058315891291,-0.597930197604065,4.87310264176747,-1.97804005537138,-0.612429173941619,-4.41860093629573,11.552988138493,3.47106416860501,6.12012316134146,-1.90365057383755,-4.92805619730277,2.3158884972677,5.85999441266066,5.85575540370653,-5.26226634977426,-4.37733187726813,3.47221630039504,-12.6812460241186,-11.1535603779779,3.99222804420923,4.51700299109732,0.40023031630762
11.2623096999422,2.50690356999458,-0.0156992961595774,-12.04275576659,-5.07121299963699,4.83146465660515,-0.72431672852094,8.40380094452611,9.90337508437728,2.63689779085435,-9.68839204904174,-0.884254009510419,-6.70940234669717,12.1981655121064,0.078858010646812,-0.520771358385114,-3.11637712081018,8.93723866550864,-3.11718042022629,-12.8739764189023,-1.1881414484143,7.00800195631325,-2.25783219860589,-6.7737490870579,-0.591696761967832,-2.50331467901075,-3.43081247041262,1.61380916192382,-8.10753656122369,-4.05393080562555,-4.62474777915445,12.7861228397037,3.80759437843407
2.70998568430778,-9.21130562709619,-3.55156597042393,0.525500407565485,4.4252605504272,-5.99107912951272,-6.10039335301003,-6.17895668494101,-0.769760161256232,3.70066618693715,NA,-3.50542405389452,-0.833436594724615,-6.39941286725731,-3.928223928434,-0.605758307174046,7.56843637277451,-2.28028689829733,6.36699523883019,2.35311397959036,5.86275611311229,-12.8258420112481,-3.05643782202636,-7.4184946786557,-1.87501189103,14.6306051005974,-7.0864063753895,-3.27867752996526,4.3010787034456,0.448567685433283,-0.553623027222694,-6.18303343884954,-1.01968422239159
10.0403066981622,1.59327528627201,5.75314253791958,5.81561583162662,-2.34862516494015,-9.47942644338848,1.14347289439613,5.80204473658241,0.851734497930598,-4.99995370700461,0.493697027071179,1.29108948420571,-1.11368214478368,-3.51024229512793,4.48179139761996,5.28791209584745,-7.09119521213716,-2.25777174971606,13.6901881016373,-2.88842157491974,-5.98923954413804,-3.0722634348508,-14.6745128413403,2.86506353062078,-2.63759586020208,-8.48685510587535,-4.89232025642742,-6.7125758938029,1.06150293564524,-4.12300794017235,1.71470854448738,1.2119930207754,-1.85856488386002
-3.77280288254644,-0.14274014774104,0.860518348968743,2.39781340627584,1.77365767814196,2.24092172330395,2.37474424047631,4.80589628949831,-2.98142189253185,5.78738660467125,3.3576367310315,2.5174059104715,-2.33171955452458,-4.36965942483131,3.26366405531256,7.48541290626073,-3.99354834175763,-6.15196974423689,-2.46974690303973,24.6004139337562,0.0457662438092585,1.95250271233146,-7.10281979906672,-3.84691520453149,4.558260496629,-3.29009811354521,-1.26013746533371,6.52561275361413,3.31197021178739,-2.55192162064247,8.47812809609304,-2.10012880621324,3.03648304579032
-7.67540536965777,-2.00723753157508,4.50439976158407,-3.03858052799511,5.92756764990049,0.348675077286699,2.40631826514227,-6.18616708616379,-7.42184623786628,12.2264431161418,-6.21398431435629,-4.31742601295156,8.01539233210162,1.42745568871237,4.82356847424666,5.52981453226867,-3.16507233608605,-4.37092947408571,-10.1636662362413,-10.2029418322043,5.11428292126599,-0.437667124326831,-7.81578406114749,7.59428872501376,-8.51135722357396,-4.8164950404076,-3.00820307826816,10.5080657056804,-2.1629526641707,-9.05160604539563,1.27245592453616,-2.02752373874474,2.81647615683023
-5.97197423934209,2.29578573993623,0.489916951913303,-26.5247439189683,16.6635538706233,2.3179708369003,-7.46565696469893,5.95586697404111,-0.571835860769922,-3.52548715609805,6.61421975979275,0.639229567601611,-4.45444615048068,0.325683528294814,-3.09354365693147,-0.0473032345452982,3.11074900965381,-1.41347407678337,2.64234699194887,NA,4.14534850151377,0.756261722154889,-4.91137446158552,9.28234611755036,1.13081482823599,-14.9666534310603,2.20945442516761,-2.9076425132696,-4.31470348830493,4.54937582753651,-5.11574449834454,-16.6462010122677,2.97561996415725
